locator_domain,location_name,street_address,city,state,zip,country_code,store_number,phone,location_type,latitude,longitude,hours_of_operation,raw_address
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,372 Yonge Street,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,4169776464,<MISSING>,43.6587187,-79.3823022,"Sunday: 11:00, 23:00, Monday: 11:00, 23:00, Tuesday: 11:00, 23:00, Wednesday: 11:00, 23:00, Thursday: 11:00, 23:00, Friday: 11:00, 24:00, Saturday: 11:00, 24:00","372 Yonge Street  Toronto,  ON M5B 1S6"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,394 Princess Street Kingston,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,6135314546,<MISSING>,44.2328316,-76.4922219,"Sunday: 11:00, 22:00, Monday: 11:00, 22:00, Tuesday: 11:00, 22:00, Wednesday: 11:00, 22:00, Thursday: 11:00, 22:00, Friday: 11:00, 22:00, Saturday: 11:00, 22:00","394 Pincess Street  Unit 4  Kingston,  ON K7L 5N3"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,410 Steeles,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,9054549306,<MISSING>,43.6784774,-79.7208288,"Sunday: 11:00, 20:00, Monday: 11:00, 21:00, Tuesday: 11:00, 21:00, Wednesday: 11:00, 21:00, Thursday: 11:00, 21:00, Friday: 11:00, 21:00, Saturday: 11:00, 21:00","80 Resolution Drive  Brampton,  ON L6W 0A5"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,475 University,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,9026286223,<MISSING>,46.2521679,-63.1394674,"Sunday: 11:00, 22:00, Monday: 11:00, 22:00, Tuesday: 11:00, 22:00, Wednesday: 11:00, 22:00, Thursday: 11:00, 22:00, Friday: 11:00, 22:00, Saturday: 11:00, 22:00","475 University Avenue  Charlottetown,  PEI C1A 7Z4"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,5259 Sherbrooke Ouest,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,5143693746,<MISSING>,45.4746737,-73.6086592,"Sunday: 12:00, 21:00, Monday: 11:00, 22:00, Tuesday: 11:00, 22:00, Wednesday: 11:00, 23:00, Thursday: 11:00, 23:00, Friday: 11:00, 23:00, Saturday: 12:00, 23:00","5259 rue Sherbrooke Ouest  Montreal,  QC H4A 1V1"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,7 King Street East,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,4162039222,<MISSING>,43.6491825,-79.3769254,"Sunday: Monday: 10:00, 21:00, Tuesday: 10:00, 21:00, Wednesday: 10:00, 21:00, Thursday: 10:00, 21:00, Friday: 10:00, 21:00, Saturday: 11:00, 20:00","7 King Street East  Toronto,  ON M5C 3C6"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Alma,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,4187690188,<MISSING>,48.533988,-71.6465743,"Sunday: 11:00, 20:00, Monday: 11:00, 20:00, Tuesday: 11:00, 20:00, Wednesday: 11:00, 20:00, Thursday: 11:00, 21:00, Friday: 11:00, 21:00, Saturday: 11:00, 20:00","1055 avenue du Pont-Sud  Alma,  QC G8B 2V6"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Ange-Gardien,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,4502933737,<MISSING>,45.365545,-72.9332581,"Sunday: 10:00, 22:00, Monday: 10:00, 22:00, Tuesday: 10:00, 22:00, Wednesday: 10:00, 22:00, Thursday: 10:00, 22:00, Friday: 10:00, 22:00, Saturday: 10:00, 22:00","99 Route 235  Ange-Gardien,  QC J0E 1E0"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Appleby,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,9053339998,<MISSING>,43.3730957,-79.7607261,"Sunday: 11:30, 20:00, Monday: 10:30, 21:00, Tuesday: 10:30, 21:00, Wednesday: 10:30, 21:00, Thursday: 10:30, 21:00, Friday: 10:30, 21:00, Saturday: 11:00, 21:00","671 Appleby Line  Burlington,  ON L7L 2Y5"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Arthur Sauve,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,4506232828,<MISSING>,45.5736115,-73.9128332,"Sunday: 11:00, 21:00, Monday: 11:00, 21:00, Tuesday: 11:00, 21:00, Wednesday: 11:00, 21:00, Thursday: 11:00, 21:00, Friday: 11:00, 21:00, Saturday: 11:00, 21:00","535 boulevard Arthur-Sauve  Saint-Eustache,  QC J7P 4X4"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Avalon Mall,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,7095766388,<MISSING>,47.56109,-52.7543554,"Sunday: 10:30, 18:00, Monday: 10:30, 21:00, Tuesday: 10:30, 21:00, Wednesday: 10:30, 21:00, Thursday: 10:30, 21:00, Friday: 10:30, 21:00, Saturday: 10:30, 21:00","48 Kenmount Rd&#44;  St. John&amp;#39;s,  NL A1B 1W3"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Barrhaven  Town Centre,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,6138258500,<MISSING>,45.2681524,-75.7466046,"Sunday: 11:00, 21:30, Monday: 11:00, 21:30, Tuesday: 11:00, 21:30, Wednesday: 11:00, 21:30, Thursday: 11:00, 21:30, Friday: 11:00, 21:30, Saturday: 11:00, 21:30","3777 Strandherd Drive  Ottawa,  ON K2J 4B1"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Baseline and Clyde,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,6132248288,<MISSING>,45.3630056,-75.7400934,"Monday to Sunday: 11:00, 21:00","1331 Clyde Avenue  Ottawa,  ON K2C 3G4"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Bayshore Shopping Centre,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,6135054643,<MISSING>,45.3474121,-75.8070362,"Sunday: 11:00, 18:00, Monday: 11:00, 21:00, Tuesday: 11:00, 21:00, Wednesday: 11:00, 21:00, Thursday: 11:00, 21:00, Friday: 11:00, 21:00, Saturday: 11:00, 21:00","100 Bayshore Drive #T42  Ottawa,  ON K2B 8C1"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Bayview Village,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,4165908828,<MISSING>,43.7690883,-79.3854655,"Sunday: 11:00, 18:00, Monday: 11:00, 21:00, Tuesday: 11:00, 21:00, Wednesday: 11:00, 21:00, Thursday: 11:00, 21:00, Friday: 11:00, 21:00, Saturday: 11:00, 20:00","2901 Bayview Avenue #103A  North York,  ON M2K 1E6"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Beloeil,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,4504649745,<MISSING>,45.5517191,-73.2158155,"Sunday: 11:00, 21:00, Monday: 11:00, 21:00, Tuesday: 11:00, 21:00, Wednesday: 11:00, 21:00, Thursday: 11:00, 21:00, Friday: 11:00, 21:00, Saturday: 11:00, 21:00","146 Boul. Sir-Wilfrid Laurier  Beloeil,  QC J3G 4G7"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Billings Bridge Shopping Centre,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,6132470583,<MISSING>,45.3855413,-75.6774625,"Sunday: 11:00, 17:00, Monday: 11:00, 21:00, Tuesday: 11:00, 21:00, Wednesday: 11:00, 21:00, Thursday: 11:00, 21:00, Friday: 11:00, 21:00, Saturday: 11:00, 18:00","2277 Riverside Drive East  Ottawa,  ON K1H 7X6"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Blue Bonnet Jean-Talon,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,5147336060,<MISSING>,45.492213,-73.655338,"Sunday: 11:00, 21:00, Monday: 11:00, 21:00, Tuesday: 11:00, 21:00, Wednesday: 11:00, 21:00, Thursday: 11:00, 21:00, Friday: 11:00, 21:00, Saturday: 11:00, 21:00","5510 rue Jean-Talon Ouest  Montreal,  QC H4P 2T5"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Boucherville,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,4504498088,<MISSING>,45.5701002,-73.4485363,"Sunday: 11:00, 21:00, Monday: 11:00, 21:00, Tuesday: 11:00, 21:00, Wednesday: 11:00, 21:00, Thursday: 11:00, 21:30, Friday: 11:00, 21:30, Saturday: 11:00, 21:00","1150-B rue Volta  Boucherville,  QC J4B 7A2"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Boul. Des Forges,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,8193740123,<MISSING>,46.3538242,-72.5814362,"Sunday: 11:00, 21:00, Monday: 11:00, 21:00, Tuesday: 11:00, 21:00, Wednesday: 11:00, 21:00, Thursday: 11:00, 22:00, Friday: 11:00, 22:00, Saturday: 11:00, 21:00","3700 boulevard des Forges  Trois-Rivieres,  QC G8Y 4R2"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Boul. Pie IX,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,5144192771,<MISSING>,45.5892718,-73.6363655,"Sunday: 10:30, 21:00, Monday: 10:30, 21:00, Tuesday: 10:30, 21:00, Wednesday: 10:30, 21:00, Thursday: 10:30, 22:00, Friday: 10:30, 22:00, Saturday: 10:30, 22:00","10734 Boul. Pie-IX  Montreal,  QC H1H 4A7"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Boul. St-Joseph,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,8192051866,<MISSING>,45.4450511,-75.7321498,"Sunday: 11:00, 21:00, Monday: 11:00, 21:00, Tuesday: 11:00, 21:00, Wednesday: 11:00, 21:00, Thursday: 11:00, 21:00, Friday: 11:00, 21:00, Saturday: 11:00, 21:00","450A boulevard Saint-Joseph  Gatineau,  QC J8Y 3Y7"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Boulevard des Sources,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,5145421060,<MISSING>,45.4842569,-73.7955834,"Sunday: 11:00, 21:00, Monday: 11:00, 21:00, Tuesday: 11:00, 22:00, Wednesday: 11:00, 22:00, Thursday: 11:00, 22:00, Friday: 11:00, 22:00, Saturday: 11:00, 22:00","3339G boulevard des Sources  Dollard-des-Ormeaux,  QC H9B 1Z8"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Boulevard Moody,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,4504718424,<MISSING>,45.7044328,-73.6507525,"Sunday: 11:00, 20:00, Monday: 11:00, 21:00, Tuesday: 11:00, 21:00, Wednesday: 11:00, 21:00, Thursday: 11:00, 21:00, Friday: 11:00, 21:00, Saturday: 11:00, 21:00","1352 boulevard Moody  Terrebonne,  QC J6W 3K9"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Boulevard Talbot Chicoutimi,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,4189735388,<MISSING>,48.399523,-71.0620449,"Sunday: 11:00, 20:00, Monday: 11:00, 20:00, Tuesday: 11:00, 20:00, Wednesday: 11:00, 20:00, Thursday: 11:00, 21:00, Friday: 11:00, 21:00, Saturday: 11:00, 20:00","1611 boulevard Talbot - local 116  Chicoutimi,  QC G7H 4C3"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Bower Place,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,5872723663,<MISSING>,52.2433592,-113.8102136,"Sunday: 10:30, 17:00, Monday: 9:30, 21:00, Tuesday: 9:30, 21:00, Wednesday: 9:30, 21:00, Thursday: 9:30, 21:00, Friday: 9:30, 21:00, Saturday: 9:30, 21:00","4900 Molly Banister Drive  Red Deer,  AB T4R 1N9"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,BP Centre,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,4032633350,<MISSING>,51.0499673,-114.0672171,"Sunday: Closed, Monday: 9:00, 4:30, Tuesday: 9:00, 4:30, Wednesday: 9:00, 4:30, Thursday: 9:00, 4:30, Friday: 9:00, 4:00, Saturday: Closed","240 4th Avenue S.W.  Calgary,  AB T2P 4H4"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Bramalea City Centre,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,9057891888,<MISSING>,43.7155387,-79.7220217,"Sunday: 11:00, 19:00, Monday: 11:00, 21:00, Tuesday: 11:00, 21:00, Wednesday: 11:00, 21:00, Thursday: 11:00, 21:00, Friday: 11:00, 21:00, Saturday: 11:00, 21:00","25 Peel Centre Drive #475  Brampton,  ON L6T 3R5"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Brunswick Square Shopping Centre,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,5066387899,<MISSING>,45.2733321,-66.0612638,"Sunday: Closed, Monday: 10:30, 18:30, Tuesday: 10:30, 18:30, Wednesday: 10:30, 18:30, Thursday: 10:30, 18:30, Friday: 10:30, 18:30, Saturday: 10:30, 18:00","39 King Street Unit A14  Saint John,  NB E2L 4W3"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Burlington Mall,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,9056375777,<MISSING>,43.3485093,-79.7936002,"Sunday: 11:30, 17:00, Monday: 10:30, 21:00, Tuesday: 10:30, 21:00, Wednesday: 10:30, 21:00, Thursday: 10:30, 21:00, Friday: 10:30, 21:00, Saturday: 10:30, 18:00","777 Guelph Line  Burlington,  ON L7R 3N2"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Calgary Airport International DEP.D,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,4036802999,<MISSING>,51.1303233,-114.0098872,"Sunday: 09:00, 21:00, Monday: 94:00, 21:00, Tuesday: 09:00, 21:00, Wednesday: 09:00, 21:00, Thursday: 09:00, 21:00, Friday: 09:00, 21:00, Saturday: 09:00, 21:00","2016D Airport Road NE #1402AS  Calgary,  AB T2E 3B9"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Calgary Airport Transboarder DEP.E,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,4046802999,<MISSING>,51.1303233,-114.0098872,"Sunday: 08:00, 19:30, Monday: 08:00, 19:30, Tuesday: 08:00, 19:30, Wednesday: 08:00, 19:30, Thursday: 08:00, 19:30, Friday: 08:00, 19:30, Saturday: 08:00, 19:30","2016T Airport Road NE #1701AN  Calgary,  AB T2E 3B9"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Cap-de-la-Madeleine,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,8195198424,<MISSING>,46.3706896,-72.5548108,"Sunday: 11:00, 21:00, Monday: 11:00, 21:00, Tuesday: 11:00, 21:00, Wednesday: 11:00, 21:00, Thursday: 11:00, 22:00, Friday: 11:00, 22:00, Saturday: 11:00","505 rue Vachon  Trois-Rivieres,  QC G8T 8P6"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Carlingwood Shopping Centre,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,6136801188,<MISSING>,45.3727775,-75.7690305,"Sunday: 11:00, 18:00, Monday: 11:00, 21:00, Tuesday: 11:00, 21:00, Wednesday: 11:00, 21:00, Thursday: 11:00, 21:00, Friday: 11:00, 21:00, Saturday: 10:30, 21:00","2121 Carling Avenue Unit 721k  Ottawa,  ON K2A 1H2"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Carre Masson,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,4509660777,<MISSING>,45.7329262,-73.6155967,"Sunday: 11:00, 21:00, Monday: 11:00, 21:00, Tuesday: 11:00, 21:00, Wednesday: 11:00, 21:00, Thursday: 11:00, 21:00, Friday: 11:00, 21:00, Saturday: 11:00, 21:00","462 montee Masson  Mascouche,  QC J7K 2L5"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Carre Saint-Lambert,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,4504667888,<MISSING>,45.4934643,-73.5017242,"Sunday: 11:00, 21:00, Monday: 11:00, 21:00, Tuesday: 11:00, 21:00, Wednesday: 11:00, 21:00, Thursday: 11:00, 21:00, Friday: 11:00, 21:00, Saturday: 11:00, 21:00","299 boulevard Sir-Wilfrid-Laurier  Saint-Lambert,  QC J4R 2G4"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Carrefour Angrignon,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,5143688228,<MISSING>,45.4473692,-73.6171694,"Sunday: 11:00, 17:00, Monday: 11:00, 18:00, Tuesday: 11:00, 18:00, Wednesday: 11:00, 21:00, Thursday: 11:00, 21:00, Friday: 11:00, 21:00, Saturday: 11:00, 17:00","7077 boulevard Newman  Lasalle,  QC H8N 1X1"
https://thaiexpress.ca/wp-content/plugins/superstorefinder-wp/ssf-wp-xml.php?wpml_lang=en&t=1564582064002,Carrefour de l&#39;Estrie,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,<INACCESSIBLE>,US,<MISSING>,8195631886,<MISSING>,45.4040261,-71.9572713,"Sunday: 11:00, 17:00, Monday: 11:00, 17:30, Tuesday: 11:00, 17:30, Wednesday: 11:00, 17:30, Thursday: 11:00, 21:00, Friday: 11:00, 21:00, Saturday: 11:00, 17:00","3050 boulevard de Portland  Sherbrooke,  QC J1L 1K1"
