locator_domain,location_name,street_address,city,state,zip,country_code,store_number,phone,location_type,niacs_code,latitude,longitude,external_lat_long,hours_of_operation
https://www.shopnsavefood.com/,Buttermilk Hollow,4647 Buttermilk Hollow Road,West Mifflin,PA,15122,US,111,1079,"{""gas_station"":""412-462-0639"",""active"":""40.35719"",""pump_perk"":""-79.910345""}",,Mon-Fri 7am-10pm,Sat-Sun 7am-9pm,,
https://www.shopnsavefood.com/,Canonsburg,617 West Pike Street ,Canonsburg,PA,15317,US,32,1290,"{""gas_station"":""724-745-2900"",""active"":""724-873-5735"",""pump_perk"":""40.257422""}",,Mon-Sat 7:00-12:00,Sun 7:00-9:00,,
https://www.shopnsavefood.com/,Canonsburg,404 West Pike Street,Canonsburg,PA,15317,US,141,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.1557,-80.12842,,
https://www.shopnsavefood.com/,Canonsburg,2300 Hill Church / Houston Rd.,Canonsburg,PA,15317,US,142,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.1557,-80.12842,,
https://www.shopnsavefood.com/,Carmichaels,560 Route 88 ,Carmichaels,PA,15320,US,33,1254,"{""gas_station"":""724-966-7752"",""active"":""39.881091"",""pump_perk"":""-79.967229""}",,Mon-Sun 8:00am-10:00pm ,724-966-7339,,
https://www.shopnsavefood.com/,Castle Shannon,799 Castle Shannon Blvd ,Pittsburgh,PA,15234,US,85,2413,"{""gas_station"":""412-561-1709"",""active"":""40.368569"",""pump_perk"":""-80.028126""}",,Mon-Sun 6:00am-12:00am,412-561-1418,,
https://www.shopnsavefood.com/,Castle Shannon,3505 Library Road,Castle Shannon,PA,15234,US,144,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.366413,-80.0145257,,
https://www.shopnsavefood.com/,Castle Shannon,3646 Library Road,Castle Shannon,PA,15234,US,345,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.365042 ,-80.0200782 ,,
https://www.shopnsavefood.com/,Cecil,3232 Millers Run Road (Winkle's Pit Stop),Cecil,PA,15321,US,145,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.3270248,-80.1911507,,
https://www.shopnsavefood.com/,Century Square,2381 Mountain View Drive ,West Mifflin,PA,15122,US,112,2409,"{""gas_station"":""412-655-8374"",""active"":""40.346544"",""pump_perk"":""-79.943604""}",,Mon-Sun 7:00am-10:00pm,412-655-7090,,
https://www.shopnsavefood.com/,Cheswick,1001 Pittsburgh Street,Cheswick,PA,15024,US,146,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.43443,-80.02481,,
https://www.shopnsavefood.com/,Clarksburg,"""15389 Route 286, Highway W""",Clarksburg,PA,15725,US,147,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.5355325,-79.3771621,,
https://www.shopnsavefood.com/,Coraopolis,6700 University Blvd,Coraopolis,PA,15108,US,238,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.46926,-80.14022,,
https://www.shopnsavefood.com/,Coudersport,7 West Second St.,Coudersport,PA,16915,US,37,1087,"{""gas_station"":""814-274-9102"",""active"":""41.774624"",""pump_perk"":""-78.02222""}",,"Mon-Fri 7am-8pm, Sat 8am - 8pm",Sun 8am-8pm,,
https://www.shopnsavefood.com/,Crabtree,226 Roosevelt Way,Crabtree,PA,15670,US,150,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.363528,-79.468942,,
https://www.shopnsavefood.com/,Crafton,113 Noble Avenue,Pittsburgh,PA,15205,US,151,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.4348262,-80.0655022,,
https://www.shopnsavefood.com/,Crafton,2373 Noblestown Road,Pittsburgh,PA,15205,US,152,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.4322,-80.1021,,
https://www.shopnsavefood.com/,Cranberry Township,1197 Freedom Road,Cranberry Twp.,PA,16066,US,38,1078,"{""gas_station"":""724-741-2610"",""active"":""40.682677"",""pump_perk"":""-80.117716""}",,Mon-Sun 6:00am-Midnight,724-741-2600,,
https://www.shopnsavefood.com/,Cranberry Twp,1165 Freedom,Cranberry,PA,16066,US,283,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.682667,-80.127353,,
https://www.shopnsavefood.com/,Cresson,1213 Second Avenue ,Cresson,PA,16630,US,39,1150,"{""gas_station"":""814-886-7221"",""active"":""814-886-2923"",""pump_perk"":""40.459618""}",,Mon-Sat 7:00am-10:00pm,Sun 7:00am-9:00pm,,
https://www.shopnsavefood.com/,Davis Express,371 Williams Avenue ,Davis,WV,26260,US,40,1044,"{""gas_station"":""304-259-5845"",""active"":""39.045186"",""pump_perk"":""-79.405575""}",,Mon-Sun 8:00-9:00 ,304-259-4836,,
https://www.shopnsavefood.com/,Deep Creek,24586 Garrett Highway,McHenry,MD,21541,US,62,1077,"{""gas_station"":""301-387-4075"",""active"":""39.561815"",""pump_perk"":""-79.357531""}",,Sun-Thur 7:30am - 9:00pm,Fri-Sat 7:30am - 10:00pm,,
https://www.shopnsavefood.com/,Delmont,2394 St Rte 66,Delmont,PA,15626,US,153,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.36131,-79.57142,,
https://www.shopnsavefood.com/,Derry,5556 Route 982,Derry,PA,15627,US,154,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.35022,-79.40205,,
https://www.shopnsavefood.com/,Devines,529 North Main Street ,Hubbard,OH,44425,US,57,1288,"{""gas_station"":""330-534-3625"",""active"":""330-534-4344"",""pump_perk"":""41.163536""}",,Mon-Sat 7:00am-10:00pm,Sun 8:00am-9:00pm,,
https://www.shopnsavefood.com/,Dormont,3100 West Liberty Avenue,Dormont,PA,15216,US,155,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.3916034,-80.0389877,,
https://www.shopnsavefood.com/,Dual Hwy. Exxon,1701 Dual Highway,Hagerstown,MD,21740,US,324,0,"{""gas_station"":""true"",""active"":""false"",""pump_perk"":""false""}",,39.615847,-77.692959,,
https://www.shopnsavefood.com/,Duquesne,825 Duquesne Boulevard,Duquesne,PA,15110,US,156,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.37206,-79.85382,,
https://www.shopnsavefood.com/,East Liberty,121 N Negley Avenue,Pittsburgh,PA,15203,US,157,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.464328,-79.930481,,
https://www.shopnsavefood.com/,East Liberty,514 N Highland Ave,Pittsburgh,PA,15206,US,158,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.4662891,-79.9223366,,
https://www.shopnsavefood.com/,East Pittsburgh,Route 30 & Centre,Pittsburgh,PA,15112,US,160,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.43443,-80.02481,,
https://www.shopnsavefood.com/,East Rochester,750 Ohio River Blvd.,Rochester,PA,15074,US,100,1794,"{""gas_station"":""724-728-8017"",""active"":""40.699121"",""pump_perk"":""-80.272744""}",,Mon-Sun 7:00am-11:00pm,724-728-6728,,
https://www.shopnsavefood.com/,"Economy, Freedon & Baden Area",Rt. 989 & 2250 Conway Wallrose Run Rd.,Economy,PA,15005,US,161,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.61841,-80.2041,,
https://www.shopnsavefood.com/,Elkins Express,1513 Harrison Avenue ,Elkins,WV,26241,US,41,1217,"{""gas_station"":""304-636-7411"",""active"":""38.931672"",""pump_perk"":""-79.86685""}",,Mon-Sun 8:00am-9:00pm,304-636-7990,,
https://www.shopnsavefood.com/,Export Sunoco,5690 William Penn Highway,Export,PA,15632,US,349,0,"{""gas_station"":""true"",""active"":""false"",""pump_perk"":""false""}",,40.4130246,-79.6334408,,
https://www.shopnsavefood.com/,Fairchance,www.jamiesonfamilymarkets.com,58 West Church Street ,Fairchance,PA,US,42,1229,"{""gas_station"":""724-564-7810"",""active"":""724-564-1027"",""pump_perk"":""39.820683""}",,15436,Mon-Sun 7:00am-10:00pm,,
https://www.shopnsavefood.com/,Farmington,4142 National Pike,Farmington,PA,15437,US,163,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,39.79741,-79.59676,,
https://www.shopnsavefood.com/,Fillmore,44 Genesee St.,Fillmore,NY,14735,US,45,1091,"{""gas_station"":""42.461634"",""active"":""-78.112364"",""pump_perk"":""false""}",,585-567-2701,585-567-2701,,
https://www.shopnsavefood.com/,Franklin SNS Crosby's Shell,151 North 13th St.,Franklin,PA,16323,US,277,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,41.404710,-79.832529,,
https://www.shopnsavefood.com/,Fredrick St. AC&T,724 Fredrick St.,Hagerstown,MD,21740,US,325,0,"{""gas_station"":""true"",""active"":""false"",""pump_perk"":""false""}",,39.628264,-77.715301,,
https://www.shopnsavefood.com/,Galeton,28 West Street,Galeton,PA,16922,US,47,1092,"{""gas_station"":""-77.649951"",""active"":""false"",""pump_perk"":""true""}",,814-435-6532,41.733949,,
https://www.shopnsavefood.com/,Garland Groh AC&T,18141 Garland Groh Blvd.,Hagerstown,MD,21742,US,326,0,"{""gas_station"":""true"",""active"":""false"",""pump_perk"":""false""}",,39.662987,-77.744941,,
https://www.shopnsavefood.com/,Gibsonia,5600 Williams Flynn Highway,Gibsonia,PA,15044,US,164,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.43443,-80.02481,,
https://www.shopnsavefood.com/,Glenshaw,www.mihelicshopnsaves.com/,917 Butler Street,Pittsburgh,PA,US,87,2403,"{""gas_station"":""412-487-1460"",""active"":""412-492-8724"",""pump_perk"":""412-487-4302""}",,15223,Mon-Sun 6:00am-11:00pm,,
https://www.shopnsavefood.com/,Glenshaw,1020 Mt Royal Blvd,Pittsburgh,PA,15223,US,162,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.5174163,-79.9589694,,
https://www.shopnsavefood.com/,Gold Crown,1309 Shoemaker Avenue,Nanty Glo,PA,15943,US,70,1072,"{""gas_station"":""814-749-0121"",""active"":""40.467601"",""pump_perk"":""-78.836324""}",,Mon-Sat 8am-9pm,Sun 8am-6pm,,
https://www.shopnsavefood.com/,Gowanda,10 Buffalo Street,Gowanda,NY,14070,US,49,1094,"{""gas_station"":""716-532-5545"",""active"":""716-532-5543"",""pump_perk"":""42.464436""}",,Mon-Sat 7am-9pm,Sun 8am-8pm,,
https://www.shopnsavefood.com/,Grafton Express,57 Maple Avenue,Grafton,WV,26354,US,50,1081,"{""gas_station"":""39.337617"",""active"":""-80.024006"",""pump_perk"":""false""}",,Mon-Sun 7am-9pm,304-265-2070,,
https://www.shopnsavefood.com/,Grantsville,3249 Chestnut Ridge Road,Grantsville,MD,21536,US,51,1071,"{""gas_station"":""301-895-5153"",""active"":""301-895-5459"",""pump_perk"":""39.697347""}",,Mon-Sat 8:00am - 9:00pm,Sun 8:00am - 7:00pm,,
https://www.shopnsavefood.com/,Greensburg,31 Mt Pleasant Street,Greensburg,PA,15601,US,165,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.34701,-79.50072,,
https://www.shopnsavefood.com/,Greensburg,311 W. Otterman Street,Greensburg,PA,15601,US,166,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.34701,-79.50072,,
https://www.shopnsavefood.com/,Greensburg,5099 Route 30,Greensburg,PA,15601,US,167,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.34701,-79.50072,,
https://www.shopnsavefood.com/,Greensburg,140 W Pittsburgh Street,Greensburg,PA,15601,US,168,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.34701,-79.50072,,
https://www.shopnsavefood.com/,Greensburg,Humphrey & Todd Rds.,Greensburg,PA,15601,US,169,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.34701,-79.50072,,
https://www.shopnsavefood.com/,Handy Mart #11,202 S. Commerce Ave.,Front Royal,VA,22630,US,342,0,"{""gas_station"":""true"",""active"":""false"",""pump_perk"":""false""}",,38.916128,-78.185292,,
https://www.shopnsavefood.com/,Handy Mart #14,992 Millwood Pike,Winchester,VA,22602,US,337,0,"{""gas_station"":""true"",""active"":""false"",""pump_perk"":""false""}",,39.160273,-78.154505,,
https://www.shopnsavefood.com/,Handy Mart #17,1208 Berryville Ave.,Winchester,VA,22601,US,339,0,"{""gas_station"":""true"",""active"":""false"",""pump_perk"":""false""}",,39.185491,-78.139929,,
https://www.shopnsavefood.com/,Handy Mart #18,1462 N. Fredrick Pike,Winchester,VA,22603,US,338,0,"{""gas_station"":""true"",""active"":""false"",""pump_perk"":""false""}",,39.210364,-78.177820,,
https://www.shopnsavefood.com/,Handy Mart #19,760 Warriors Ave.,Stephens City,VA,22655,US,341,0,"{""gas_station"":""true"",""active"":""false"",""pump_perk"":""false""}",,39.095492,-78.178237,,
https://www.shopnsavefood.com/,Handy Mart #5,1611 Senseny Rd.,Winchester,VA,22601,US,336,0,"{""gas_station"":""true"",""active"":""false"",""pump_perk"":""false""}",,39.168635,-78.132815,,
https://www.shopnsavefood.com/,Handy Mart #6,2605 Valley Ave.,Winchester,VA,22601,US,340,0,"{""gas_station"":""true"",""active"":""false"",""pump_perk"":""false""}",,39.155962,-78.187158,,
https://www.shopnsavefood.com/,Handy Mart #21,8153 John Mosby Hwy,Boyce,VA,22620,US,335,0,"{""gas_station"":""true"",""active"":""false"",""pump_perk"":""false""}",,39.082226,-78.083824,,
https://www.shopnsavefood.com/,Harrisville Express,1617 E Main St,Harrisville,WV,26362,US,54,1116,"{""gas_station"":""39.216029"",""active"":""-81.039619"",""pump_perk"":""false""}",,Mon-Sun 8am-10pm,304-643-2230,,
https://www.shopnsavefood.com/,Haymaker Village,4548 Broadway Blvd ,Monroeville,PA,15146,US,65,2100,"{""gas_station"":""412-858-5800"",""active"":""412-858-5806"",""pump_perk"":""40.39044""}",,Mon-Sat 7:00-11:00,Sun 7:00-9:00,,
https://www.shopnsavefood.com/,Heidelberg,2100 Washington Pike ,Carnegie,PA,15106,US,34,2402,"{""gas_station"":""412-276-3363"",""active"":""40.386926"",""pump_perk"":""-80.092413""}",,24 Hours,412-276-5130,,
https://www.shopnsavefood.com/,Helds,Rt. 66 & 16th Street ,North Apollo,PA,15673,US,75,1495,"{""gas_station"":""724-478-4751"",""active"":""724-478-5787"",""pump_perk"":""40.594517""}",,Mon-Sat 7:30-9:30,Sun 8:00-5:00,,
https://www.shopnsavefood.com/,Herminie,3331 Clay Pike,Herminie,PA,15637,US,352,0,"{""gas_station"":""true"",""active"":""false"",""pump_perk"":""false""}",,40.2661321,-79.7208425,,
https://www.shopnsavefood.com/,Holiday Park,"2362 Route 286, Holiday Park Center",Pittsburgh,PA,15239,US,88,1432,"{""gas_station"":""724-325-5428"",""active"":""40.462907"",""pump_perk"":""-79.705591""}",,Mon-Sun 6:00am-12:00am,724-325-5400,,
https://www.shopnsavefood.com/,"Homestead, Munhall",2907 Homestead Duquesne,Munhall,PA,15120,US,170,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.3913151,-79.8937517,,
https://www.shopnsavefood.com/,Horseheads Jubilee,www.horseheadsjubilee.com,2898 Westinghouse Road,Horseheads,NY,US,56,1096,"{""gas_station"":""607-796-2191"",""active"":""42.176079"",""pump_perk"":""-76.836319""}",,14845,Mon-Sun 6am-11pm,,
https://www.shopnsavefood.com/,Houtzdale Express,541 Spring Street,Houtzdale,PA,16651,US,55,1039,"{""gas_station"":""814-378-7659"",""active"":""814-378-8922"",""pump_perk"":""40.826784""}",,Mon-Sat 8:00am - 9:00pm,Sun 5:00am - 5:00pm,,
https://www.shopnsavefood.com/,Imperial,600 Market Place Drive ,Oakdale,PA,15071,US,78,2404,"{""gas_station"":""724-695-1857"",""active"":""40.496309"",""pump_perk"":""-80.224915""}",,24 Hours,724-695-1669,,
https://www.shopnsavefood.com/,Irwin,12970 Route 30,Irwin,PA,15642,US,171,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.36502,-79.58406,,
https://www.shopnsavefood.com/,Irwin,9616 Route 30,Irwin,PA,15642,US,172,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.36502,-79.58406,,
https://www.shopnsavefood.com/,Jeannette,1275 College Ave,Jeannette,PA,15644,US,173,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.37457,-79.40791,,
https://www.shopnsavefood.com/,Jeannette,Route 30 & Lewis Avenue,Jeannette,PA,15644,US,174,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.37457,-79.40791,,
https://www.shopnsavefood.com/,Jeannette,1110 Lowry Ave,Jeannette,PA,15644,US,351,0,"{""gas_station"":""true"",""active"":""false"",""pump_perk"":""false""}",,40.3148633,-79.6190527,,
https://www.shopnsavefood.com/,Lappans AC&T,8650 Sharpsburg Pike,Fairplay,MD,21733,US,328,0,"{""gas_station"":""true"",""active"":""false"",""pump_perk"":""false""}",,39.553678,-77.737943,,
https://www.shopnsavefood.com/,Large,344 Route 51,Large,PA,15025,US,175,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.3060219,-79.9352102,,
https://www.shopnsavefood.com/,Larimer,6481 Frankstown Road,Pittsburgh,PA,15206,US,159,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.4607869,-79.9139416,,
https://www.shopnsavefood.com/,Latrobe,1910 Dailey Avenue ,Latrobe,PA,15650,US,58,1346,"{""gas_station"":""724-539-3080"",""active"":""724-539-2120"",""pump_perk"":""40.309574""}",,Mon-Sat 7:00-10:00,Sun 7:00-7:00,,
https://www.shopnsavefood.com/,Latrobe,124 Lloyd Avenue,Latrobe,PA,15650,US,176,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.35577,-79.42196,,
https://www.shopnsavefood.com/,Latrobe,"""3963 Route 30, Box 211""",Latrobe,PA,15650,US,177,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.35577,-79.42196,,
https://www.shopnsavefood.com/,Latrobe,Lincoln Ave & James Street,Latrobe,PA,15650,US,178,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.35577,-79.42196,,
https://www.shopnsavefood.com/,Lawrenceville,450 56th Street ,Pittsburgh,PA,15201,US,89,2406,"{""gas_station"":""412-784-8732"",""active"":""40.48438"",""pump_perk"":""-79.947574""}",,Mon-Sun 7:00-10:00,412-784-8701,,
https://www.shopnsavefood.com/,Lawrenceville,5013 Butler Street,Pittsburgh,PA,15201,US,179,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.4783131,-79.9562027,,
https://www.shopnsavefood.com/,Leechburg,265 Market Street,Leechburg,PA,15656,US,180,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,40.63896,-79.61096,,
https://www.shopnsavefood.com/,Little General - Barrackville,213 Pike St.,Barrackville,WV,26559,US,264,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,39.5039551,-80.167091,,
https://www.shopnsavefood.com/,Little General - Cheat Lake SNS,Rt. 310 East Grafton Rd.,Fairmont,WV,26554,US,260,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,39.49411,-80.22128,,
https://www.shopnsavefood.com/,Little General - East Fairmont SNS,I-79 Exit 139 Prickett's Fort,Fairmont,WV,26554,US,262,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,39.49411,-80.22128,,
https://www.shopnsavefood.com/,Little General - Fairmont,2395 White Hall Blvd,Fairmont,WV,26554,US,261,0,"{""gas_station"":""true"",""active"":""true"",""pump_perk"":""true""}",,39.435618,-80.183637,,
