locator_domain,location_name,street_address,city,state,zip,county_code,phone
https://www.marriott.com/hotels/travel/srqri-residence-inn-sarasota-bradenton/,Residence Inn Sarasota Bradenton,1040 University Parkway,Sarasota,Florida,34234,USA,+1 941-358-1468
https://www.marriott.com/hotels/travel/stlof-residence-inn-st-louis-ofallon/,Residence Inn St. Louis O'Fallon,101 Progress Point Ct.,OFallon,Missouri,63368,USA,+1 636-300-3535
https://www.marriott.com/hotels/travel/dalnl-aloft-plano/,Aloft Plano,6853 North Dallas Parkway,Plano,Texas,75024,USA,+1 214-474-2520
https://www.marriott.com/hotels/travel/sacsh-springhill-suites-sacramento-airport-natomas/,SpringHill Suites Sacramento Airport Natomas,2555 Venture Oaks Way,Sacramento,California,95833,USA,+1 916-925-2280
https://www.marriott.com/hotels/travel/lgaew-courtyard-edgewater-nyc-area/,Courtyard Edgewater NYC Area,3 Pembroke Place,Edgewater,New Jersey,07020,USA,+1 201-945-5440
https://www.marriott.com/hotels/travel/atlll-courtyard-carrollton/,Courtyard Carrollton,180 Barnes Avenue,Carrollton,Georgia,30117,USA,+1 678-664-5200
https://www.marriott.com/hotels/travel/psmsi-sheraton-portsmouth-harborside-hotel/,Sheraton Portsmouth Harborside Hotel,250 Market Street,Portsmouth,New Hampshire,03801,USA,+1 603-431-2300
https://www.marriott.com/hotels/travel/bosdv-courtyard-boston-danvers/,Courtyard Boston Danvers,275 Independence Way,Danvers,Massachusetts,01923,USA,+1 978-777-8630
https://www.marriott.com/hotels/travel/bhmsd-springhill-suites-birmingham-downtown-at-uab/,SpringHill Suites Birmingham Downtown at UAB,2024 4th Avenue South,Birmingham,Alabama,35233,USA,+1 205-322-8600
https://www.marriott.com/hotels/travel/sjcac-ac-hotel-san-jose-downtown/,AC Hotel San Jose Downtown,350 West Santa Clara Street,San Jose,California,95113,USA,+1 408-924-0900
https://www.marriott.com/hotels/travel/atlxs-sheraton-atlanta-hotel/,Sheraton Atlanta Hotel,165 Courtland Street NE,Atlanta,Georgia,30303,USA,+1 404-659-6500
https://www.marriott.com/hotels/travel/bwiem-element-arundel-mills-bwi-airport/,Element Arundel Mills BWI Airport,7522 Teague Road,Hanover,Maryland,21076,USA,+1 443-577-0050
https://www.marriott.com/hotels/travel/velts-towneplace-suites-vernal/,TownePlace Suites Vernal,1219 West Highway 40,Vernal,Utah,84078,USA,+1 435-789-8050
https://www.marriott.com/hotels/travel/ilgss-springhill-suites-newark-downtown/,SpringHill Suites Newark Downtown,402 Ogletown Road,Newark,Delaware,19711,USA,+1 302-273-1000
https://www.marriott.com/hotels/travel/dalps-springhill-suites-dallas-plano-frisco/,SpringHill Suites Dallas Plano/Frisco,8401 Angels Drive,Plano,Texas,75024,USA,+1 469-362-7773
https://www.marriott.com/hotels/travel/agssh-springhill-suites-augusta/,SpringHill Suites Augusta,1110 Marks Church Road,Augusta,Georgia,30909,USA,+1 706-396-6600
https://www.marriott.com/hotels/travel/bhmfo-fairfield-inn-and-suites-anniston-oxford/,Fairfield Inn & Suites Anniston Oxford,143 Colonial Drive,Oxford,Alabama,36203,USA,+1 256-831-1921
https://www.marriott.com/hotels/travel/denmw-denver-marriott-westminster/,Denver Marriott Westminster,7000 Church Ranch Boulevard,Westminster,Colorado,80021,USA,+1 720-887-1177
https://www.marriott.com/hotels/travel/wasts-towneplace-suites-falls-church/,TownePlace Suites Falls Church,205 Hillwood Ave.,Falls Church,Virginia,22046,USA,+1 703-237-6172
https://www.marriott.com/hotels/travel/hrlcy-courtyard-harlingen/,Courtyard Harlingen,1725 W Filmore Avenue at Expressway 83,Harlingen,Texas,78550,USA,+1 956-412-7800
https://www.marriott.com/hotels/travel/denwr-residence-inn-denver-north-westminster/,Residence Inn Denver North/Westminster,5010 W. 88th Place,Westminster,Colorado,80031,USA,+1 303-427-9500
https://www.marriott.com/hotels/travel/slcfp-four-points-salt-lake-city-airport/,Four Points by Sheraton Salt Lake City Airport,200 N Admiral Byrd Road,Salt Lake City,Utah,84116,USA,+1 801-746-5200
https://www.marriott.com/hotels/travel/nycmd-courtyard-new-york-manhattan-times-square/,Courtyard New York Manhattan/Times Square,114 West 40th Street,New York,New York,10018,USA,+1 212-391-0088
https://www.marriott.com/hotels/travel/memme-fairfield-inn-and-suites-memphis-east-galleria/,Fairfield Inn & Suites Memphis East/Galleria,8489 US Highway 64,Memphis,Tennessee,38133,USA,+1 901-381-0085
https://www.marriott.com/hotels/travel/mbsmd-residence-inn-midland/,Residence Inn Midland,850 Joe Mann Blvd,Midland,Michigan,48642,USA,+1 989-837-9990
https://www.marriott.com/hotels/travel/bosdn-residence-inn-boston-north-shore-danvers/,Residence Inn Boston North Shore/Danvers,"51 Newbury Street, Route 1",Danvers,Massachusetts,01923,USA,+1 978-777-7171
https://www.marriott.com/hotels/travel/atljc-courtyard-atlanta-norcross-i-85/,Courtyard Atlanta Norcross/I-85,6235 McDonough Drive,Norcross,Georgia,30093,USA,+1 770-242-7172
https://www.marriott.com/hotels/travel/oaklv-residence-inn-livermore-pleasanton/,Residence Inn Livermore Pleasanton,1000 Airway Blvd,Livermore,California,94551,USA,+1 925-373-1800
https://www.marriott.com/hotels/travel/laxel-residence-inn-los-angeles-lax-el-segundo/,Residence Inn Los Angeles LAX/El Segundo,2135 East El Segundo Blvd.,El Segundo,California,90245,USA,+1 310-333-0888
https://www.marriott.com/hotels/travel/dalbd-courtyard-dallas-fort-worth-bedford/,Courtyard Dallas-Fort Worth/Bedford,2201 Airport Freeway,Bedford,Texas,76021,USA,+1 817-545-2202
https://www.marriott.com/hotels/travel/mkewe-residence-inn-milwaukee-west/,Residence Inn Milwaukee West,1300 Discovery Parkway,Wauwatosa,Wisconsin,53226,USA,+1 414-258-2575
https://www.marriott.com/hotels/travel/bosow-the-westin-boston-waterfront/,The Westin Boston Waterfront,425 Summer Street,Boston,Massachusetts,02210,USA,+1 617-532-4600
https://www.marriott.com/hotels/travel/grrcy-courtyard-grand-rapids-airport/,Courtyard Grand Rapids Airport,4741 28th Street SE,Grand Rapids,Michigan,49512,USA,+1 616-954-0500
https://www.marriott.com/hotels/travel/wasok-residence-inn-springfield-old-keene-mill/,Residence Inn Springfield Old Keene Mill,6412 Backlick Road,Springfield,Virginia,22150,USA,+1 703-644-0020
https://www.marriott.com/hotels/travel/lwcks-springhill-suites-lawrence-downtown/,SpringHill Suites Lawrence Downtown,One Riverfront Plaza,Lawrence,Kansas,66044,USA,+1 785-841-2700
https://www.marriott.com/hotels/travel/bwisi-springhill-suites-baltimore-downtown-inner-harbor/,SpringHill Suites Baltimore Downtown/Inner Harbor,120 East Redwood Street,Baltimore,Maryland,21202,USA,+1 410-685-1095
https://www.marriott.com/hotels/travel/ewrnp-residence-inn-neptune-at-gateway-centre/,Residence Inn Neptune at Gateway Centre,230 Jumping Brook Road,Neptune,New Jersey,07753,USA,+1 732-643-9350
https://www.marriott.com/hotels/travel/rkhcy-courtyard-rock-hill/,Courtyard Rock Hill,1300 River Run Court,Rock Hill,South Carolina,29732,USA,+1 803-324-1400
https://www.marriott.com/hotels/travel/iadxm-residence-inn-fairfax-merrifield/,Residence Inn Fairfax Merrifield,8125 Gatehouse Road,Falls Church,Virginia,22042,USA,+1 703-573-5200
https://www.marriott.com/hotels/travel/pnstf-towneplace-suites-foley-at-owa/,TownePlace Suites Foley at OWA,1070 North OWA Boulevard,Foley,Alabama,36535,USA,+1 251-581-9222
https://www.marriott.com/hotels/travel/sanhc-residence-inn-san-diego-mission-valley/,Residence Inn San Diego Mission Valley,1865 Hotel Circle South,San Diego,California,92108,USA,+1 619-881-3600
https://www.marriott.com/hotels/travel/mcous-fairfield-inn-and-suites-orlando-near-universal-orlando-resort/,Fairfield Inn & Suites Orlando Near Universal Orlando Resort,5614 Vineland Road,Orlando,Florida,32819,USA,+1 407-581-5600
https://www.marriott.com/hotels/travel/bvuwa-residence-inn-seattle-bellevue/,Residence Inn Seattle Bellevue,14455 NE 29th Place,Bellevue,Washington,98007,USA,+1 425-882-1222
https://www.marriott.com/hotels/travel/sdfre-residence-inn-louisville-east-oxmoor/,Residence Inn Louisville East/Oxmoor,401 Bullitt Lane,Louisville,Kentucky,40222,USA,+1 502-409-8071
https://www.marriott.com/hotels/travel/sfocn-courtyard-san-francisco-union-square/,Courtyard San Francisco Union Square,761 Post Street,San Francisco,California,94109,USA,+1 415-346-3800
https://www.marriott.com/hotels/travel/bgmwb-fairfield-inn-and-suites-towanda-wysox/,Fairfield Inn & Suites Towanda Wysox,1248 Golden Mile Road,Towanda,Pennsylvania,18848,USA,+1 570-265-5553
https://www.marriott.com/hotels/travel/bdlmn-residence-inn-hartford-manchester/,Residence Inn Hartford Manchester,201 Hale Road,Manchester,Connecticut,06042,USA,+1 860-432-4242
https://www.marriott.com/hotels/travel/ewrfi-fairfield-inn-and-suites-edison-south-plainfield/,Fairfield Inn & Suites Edison-South Plainfield,875 New Durham Road,Edison,New Jersey,08817,USA,+1 732-650-0011
https://www.marriott.com/hotels/travel/daysp-fairfield-inn-and-suites-springfield/,Fairfield Inn & Suites Springfield,1870 West First Street,Springfield,Ohio,45504,USA,+1 937-323-9554
https://www.marriott.com/hotels/travel/pgvcy-courtyard-greenville/,Courtyard Greenville,2225 Stantonsburg Road (US 264),Greenville,North Carolina,27834,USA,+1 252-329-2900
https://www.marriott.com/hotels/travel/dtwcp-courtyard-detroit-pontiac-auburn-hills/,Courtyard Detroit Pontiac/Auburn Hills,3555 Centerpoint Parkway,Pontiac,Michigan,48341,USA,+1 248-858-9595
https://www.marriott.com/hotels/travel/sacro-residence-inn-roseville/,Residence Inn Roseville,1930 Taylor Rd,Roseville,California,95661,USA,+1 916-772-5500
https://www.marriott.com/hotels/travel/phlmw-the-westin-mount-laurel/,The Westin Mount Laurel,555 Fellowship Road,Mount Laurel,New Jersey,08054,USA,+1 856-778-7300
https://www.marriott.com/hotels/travel/gnvgi-residence-inn-gainesville-i-75/,Residence Inn Gainesville I-75,3275 SW 40th Boulevard,Gainesville,Florida,32608,USA,+1 352-264-0000
https://www.marriott.com/hotels/travel/pvddt-courtyard-providence-downtown/,Courtyard Providence Downtown,32 Exchange Terrace at Memorial Blvd,Providence,Rhode Island,02903,USA,+1 401-272-1191
https://www.marriott.com/hotels/travel/fsmfi-fairfield-inn-and-suites-fort-smith/,Fairfield Inn & Suites Fort Smith,7601 Phoenix Avenue,Fort Smith,Arkansas,72903,USA,+1 479-755-3111
https://www.marriott.com/hotels/travel/lasvr-residence-inn-las-vegas-airport/,Residence Inn Las Vegas Airport,7690 South Las Vegas Boulevard,Las Vegas,Nevada,89123,USA,+1 702-407-1942
https://www.marriott.com/hotels/travel/fatch-courtyard-fresno/,Courtyard Fresno,140 East Shaw Avenue,Fresno,California,93710,USA,+1 559-221-6000
https://www.marriott.com/hotels/travel/syrsi-sheraton-syracuse-university-hotel-and-conference-center/,Sheraton Syracuse University Hotel & Conference Center,801 University Avenue,Syracuse,New York,13210,USA,+1 315-475-3000
https://www.marriott.com/hotels/travel/mcokk-springhill-suites-orlando-kissimmee/,SpringHill Suites Orlando Lake Buena Vista South,4991 Calypso Cay Way,Kissimmee,Florida,34746,USA,+1 407-997-1300
https://www.marriott.com/hotels/travel/cltcw-the-westin-charlotte/,The Westin Charlotte,601 South College Street,Charlotte,North Carolina,28202,USA,+1 704-375-2600
https://www.marriott.com/hotels/travel/ttnsh-springhill-suites-ewing-princeton-south/,SpringHill Suites Ewing Princeton South,1000 Charles Ewing Blvd,Ewing,New Jersey,08628,USA,+1 609-530-0900
https://www.marriott.com/hotels/travel/chadl-courtyard-dalton/,Courtyard Dalton,785 College Drive,Dalton,Georgia,30720,USA,+1 706-275-7215
https://www.marriott.com/hotels/travel/cmpfi-fairfield-inn-and-suites-champaign/,Fairfield Inn & Suites Champaign,1807 Moreland Boulevard,Champaign,Illinois,61822,USA,+1 217-355-0604
https://www.marriott.com/hotels/travel/houcn-courtyard-houston-nw-290-corridor/,Courtyard Houston NW/290 Corridor,6708 Gessner Road,Houston,Texas,77040,USA,+1 832-786-6400
https://www.marriott.com/hotels/travel/pitro-residence-inn-pittsburgh-university-medical-center/,Residence Inn Pittsburgh University/Medical Center,3896 Bigelow Boulevard,Pittsburgh,Pennsylvania,15213,USA,+1 412-621-2200
https://www.marriott.com/hotels/travel/satri-residence-inn-san-antonio-downtown-market-square/,Residence Inn San Antonio Downtown/Market Square,628 South Santa Rosa Ave,San Antonio,Texas,78204,USA,+1 210-231-6000
https://www.marriott.com/hotels/travel/wascw-the-westin-washington-dc-city-center/,"The Westin Washington, D.C. City Center",1400 M Street NW,Washington,District Of Columbia,20005,USA,+1 202-429-1700
https://www.marriott.com/hotels/travel/dhnet-fairfield-inn-and-suites-enterprise/,Fairfield Inn & Suites Enterprise,100 Brabham Drive,Enterprise,Alabama,36330,USA,+1 334-348-1580
https://www.marriott.com/hotels/travel/dalfi-fairfield-inn-and-suites-dallas-dfw-airport-north-irving/,Fairfield Inn & Suites Dallas DFW Airport North/Irving,4800 W. John Carpenter Freeway,Irving,Texas,75063,USA,+1 972-929-7257
https://www.marriott.com/hotels/travel/nycwe-westchester-marriott/,Westchester Marriott,670 White Plains Road,Tarrytown,New York,10591,USA,+1 914-631-2200
https://www.marriott.com/hotels/travel/mcoce-courtyard-orlando-east-ucf-area/,Courtyard Orlando East/UCF Area,12000 Collegiate Way,Orlando,Florida,32817,USA,+1 407-277-7676
https://www.marriott.com/hotels/travel/mktcy-courtyard-mankato/,Courtyard Mankato,901 Raintree Road,Mankato,Minnesota,56001,USA,+1 507-388-1234
https://www.marriott.com/hotels/travel/hlnfi-fairfield-inn-and-suites-helena/,Fairfield Inn & Suites Helena,2150 11th Avenue,Helena,Montana,59601,USA,+1 406-449-9944
https://www.marriott.com/hotels/travel/syrca-courtyard-syracuse-carrier-circle/,Courtyard Syracuse Carrier Circle,6415 Yorktown Circle,East Syracuse,New York,13057,USA,+1 315-432-0300
https://www.marriott.com/hotels/travel/miacs-courtyard-miami-airport/,Courtyard Miami Airport,1201 NW Le Jeune Road,Miami,Florida,33126,USA,+1 305-642-8200
https://www.marriott.com/hotels/travel/snaiv-residence-inn-irvine-john-wayne-airport-orange-county/,Residence Inn Irvine John Wayne Airport/Orange County,2855 Main Street,Irvine,California,92614,USA,+1 949-261-2020
https://www.marriott.com/hotels/travel/okcxw-residence-inn-oklahoma-city-north-quail-springs/,Residence Inn Oklahoma City North/Quail Springs,13900 McAuley Boulevard,Oklahoma City,Oklahoma,73134,USA,+1 405-286-1020
https://www.marriott.com/hotels/travel/atleg-atlanta-evergreen-marriott-conference-resort/,Atlanta Evergreen Marriott Conference Resort,4021 Lakeview Drive,Stone Mountain,Georgia,30083,USA,+1 770-879-9900
https://www.marriott.com/hotels/travel/litrn-residence-inn-little-rock-north/,Residence Inn Little Rock North,4110 Health Care Drive,North Little Rock,Arkansas,72117,USA,+1 501-945-7777
https://www.marriott.com/hotels/travel/ilegt-sheraton-austin-georgetown-hotel-and-conference-center/,Sheraton Austin Georgetown Hotel & Conference Center,1101 Woodlawn Avenue,Georgetown,Texas,78628,USA,+1 737-444-2700
https://www.marriott.com/hotels/travel/fsdss-towneplace-suites-sioux-falls-south/,TownePlace Suites Sioux Falls South,6400 South Connie Avenue,Sioux Falls,South Dakota,57108,USA,+1 605-274-2480
https://www.marriott.com/hotels/travel/cltgs-fairfield-inn-charlotte-gastonia/,Fairfield Inn Charlotte Gastonia,1860 Remount Road,Gastonia,North Carolina,28054,USA,+1 704-867-5073
https://www.marriott.com/hotels/travel/hhhhr-marriotts-heritage-club/,Marriott's Heritage Club,12 Lighthouse Lane,Hilton Head Island,South Carolina,29928,USA,+1 843-363-3012
https://www.marriott.com/hotels/travel/chics-courtyard-chicago-schaumburg-woodfield-mall/,Courtyard Chicago Schaumburg/Woodfield Mall,1311 American Lane,Schaumburg,Illinois,60173,USA,+1 847-619-8100
https://www.marriott.com/hotels/travel/wasdc-residence-inn-washington-dc-downtown/,"Residence Inn Washington, DC Downtown","1199 Vermont Avenue, NW",Washington,District Of Columbia,20005,USA,+1 202-898-1100
https://www.marriott.com/hotels/travel/cltun-courtyard-charlotte-university-research-park/,Courtyard Charlotte University Research Park,333 West W.T. Harris Blvd,Charlotte,North Carolina,28262,USA,+1 704-549-4888
https://www.marriott.com/hotels/travel/pitwh-springhill-suites-wheeling-triadelphia-area/,SpringHill Suites Wheeling Triadelphia Area,908 National Road,Wheeling,West Virginia,26003,USA,+1 304-232-8903
https://www.marriott.com/hotels/travel/hougl-residence-inn-houston-by-the-galleria/,Residence Inn Houston by The Galleria,2500 McCue Road,Houston,Texas,77056,USA,+1 713-840-9757
https://www.marriott.com/hotels/travel/mspnw-minneapolis-marriott-northwest/,Minneapolis Marriott Northwest,7025 Northland Drive North,Brooklyn Park,Minnesota,55428,USA,+1 763-536-8300
https://www.marriott.com/hotels/travel/tfofi-fairfield-inn-and-suites-tifton/,Fairfield Inn & Suites Tifton,806 W. 7th St.,Tifton,Georgia,31794,USA,+1 229-387-8288
https://www.marriott.com/hotels/travel/jaxar-residence-inn-amelia-island/,Residence Inn Amelia Island,2301 Sadler Road,Fernandina Beach,Florida,32034,USA,+1 904-277-2440
https://www.marriott.com/hotels/travel/omadm-omaha-marriott-downtown-at-the-capitol-district/,Omaha Marriott Downtown at the Capitol District,222 North 10th Street,Omaha,Nebraska,68102,USA,+1 402-807-8000
https://www.marriott.com/hotels/travel/bnafp-four-points-nashville-brentwood/,Four Points by Sheraton Nashville - Brentwood,760 Old Hickory Boulevard,Brentwood,Tennessee,37027,USA,+1 615-964-5500
https://www.marriott.com/hotels/travel/mcisi-sheraton-suites-country-club-plaza/,Sheraton Suites Country Club Plaza,770 W 47th Street,Kansas City,Missouri,64112,USA,+1 816-931-4400
https://www.marriott.com/hotels/travel/satdw-fairfield-inn-and-suites-san-antonio-alamo-plaza-convention-center/,Fairfield Inn & Suites San Antonio Alamo Plaza/Convention Center,422 Bonham,San Antonio,Texas,78205,USA,+1 210-212-6262
https://www.marriott.com/hotels/travel/chinv-residence-inn-chicago-naperville-warrenville/,Residence Inn Chicago Naperville/Warrenville,28500 Bella Vista Parkway,Warrenville,Illinois,60555,USA,+1 630-393-3444
https://www.marriott.com/hotels/travel/rocfi-fairfield-inn-rochester-south/,Fairfield Inn Rochester South,4695 W. Henrietta Rd.,Henrietta,New York,14467,USA,+1 585-334-3350
https://www.marriott.com/hotels/travel/gsonc-greensboro-high-point-marriott-airport/,Greensboro-High Point Marriott Airport,One Marriott Drive,Greensboro,North Carolina,27409,USA,+1 336-852-6450
https://www.marriott.com/hotels/travel/ilmcy-courtyard-wilmington-wrightsville-beach/,Courtyard Wilmington/Wrightsville Beach,151 Van Campen Boulevard,Wilmington,North Carolina,28403,USA,+1 910-395-8224
https://www.marriott.com/hotels/travel/phlwg-courtyard-philadelphia-willow-grove/,Courtyard Philadelphia Willow Grove,2350 Easton Road Route 611,Willow Grove,Pennsylvania,19090,USA,+1 215-830-0550
https://www.marriott.com/hotels/travel/dalll-courtyard-dallas-lewisville/,Courtyard Dallas Lewisville,2701 Lake Vista Drive,Lewisville,Texas,75067,USA,+1 972-316-3100
https://www.marriott.com/hotels/travel/bosyw-courtyard-boston-dedham-westwood/,Courtyard Boston Dedham/Westwood,64 University Avenue,Westwood,Massachusetts,02090,USA,+1 781-467-1252
https://www.marriott.com/hotels/travel/dentk-towneplace-suites-denver-west-federal-center/,TownePlace Suites Denver West/Federal Center,800 Tabor Street,Golden,Colorado,80401,USA,+1 303-232-7790
https://www.marriott.com/hotels/travel/mcilv-fairfield-inn-and-suites-leavenworth/,Fairfield Inn & Suites Leavenworth,1101 North 4th Street,Leavenworth,Kansas,66048,USA,+1 913-758-9303
https://www.marriott.com/hotels/travel/mspcc-minneapolis-marriott-city-center/,Minneapolis Marriott City Center,30 South 7th Street,Minneapolis,Minnesota,55402,USA,+1 612-349-4000
https://www.marriott.com/hotels/travel/myrfb-fairfield-inn-myrtle-beach-broadway-at-the-beach/,Fairfield Inn Myrtle Beach Broadway at the Beach,3150 Oleander Drive,Myrtle Beach,South Carolina,29577,USA,+1 843-444-8097
https://www.marriott.com/hotels/travel/bdlho-fairfield-inn-and-suites-springfield-holyoke/,Fairfield Inn & Suites Springfield Holyoke,229 Whiting Farms Road,Holyoke,Massachusetts,01040,USA,+1 413-533-2800
https://www.marriott.com/hotels/travel/iadgv-springhill-suites-gainesville-haymarket/,SpringHill Suites Gainesville Haymarket,7921 Gateway Promenade Place,Gainesville,Virginia,20155,USA,+1 703-753-0121
https://www.marriott.com/hotels/travel/iadap-washington-dulles-airport-marriott/,Washington Dulles Airport Marriott,45020 Aviation Drive,Dulles,Virginia,20166,USA,+1 703-471-9500
https://www.marriott.com/hotels/travel/cakso-fairfield-inn-and-suites-akron-south/,Fairfield Inn & Suites Akron South,1025 Interstate Parkway,Akron,Ohio,44312,USA,+1 330-245-0041
https://www.marriott.com/hotels/travel/tpadt-courtyard-tampa-downtown/,Courtyard Tampa Downtown,102 East Cass Street,Tampa,Florida,33602,USA,+1 813-229-1100
https://www.marriott.com/hotels/travel/bnacc-courtyard-franklin-cool-springs/,Courtyard Franklin Cool Springs,2001 Meridian Blvd.,Franklin,Tennessee,37067,USA,+1 615-778-0080
https://www.marriott.com/hotels/travel/fatcv-fairfield-inn-and-suites-fresno-clovis/,Fairfield Inn & Suites Fresno Clovis,50 N. Clovis Ave.,Clovis,California,93612,USA,+1 559-323-8080
https://www.marriott.com/hotels/travel/denlg-courtyard-boulder-longmont/,Courtyard Boulder Longmont,1410 Dry Creek Drive,Longmont,Colorado,80503,USA,+1 303-682-1166
https://www.marriott.com/hotels/travel/rduak-the-siena-hotel-autograph-collection/,"The Siena Hotel, Autograph Collection",1505 East Franklin Street,Chapel Hill,North Carolina,27514,USA,+1 919-929-4000
https://www.marriott.com/hotels/travel/sford-courtyard-redwood-city/,Courtyard Redwood City,600 Bair Island Road,Redwood City,California,94063,USA,+1 650-216-9435
https://www.marriott.com/hotels/travel/dtwno-residence-inn-detroit-novi/,Residence Inn Detroit Novi,27477 Cabaret Drive,Novi,Michigan,48377,USA,+1 248-735-7400
https://www.marriott.com/hotels/travel/memgt-courtyard-memphis-germantown/,Courtyard Memphis Germantown,7750 Wolf River Blvd,Germantown,Tennessee,38138,USA,+1 901-751-0230
https://www.marriott.com/hotels/travel/msplc-hotel-ivy-a-luxury-collection-hotel-minneapolis/,"Hotel Ivy, a Luxury Collection Hotel, Minneapolis",201 South Eleventh Street,Minneapolis,Minnesota,55403,USA,+1 612-746-4600
https://www.marriott.com/hotels/travel/chifn-fairfield-inn-and-suites-chicago-naperville/,Fairfield Inn & Suites Chicago Naperville,1820 Abriter Court,Naperville,Illinois,60563,USA,+1 630-577-1820
https://www.marriott.com/hotels/travel/psmww-wentworth-by-the-sea-a-marriott-hotel-and-spa/,"Wentworth by the Sea, A Marriott Hotel & Spa",588 Wentworth Rd.,New Castle,New Hampshire,03854,USA,+1 603-422-7322
https://www.marriott.com/hotels/travel/orfst-towneplace-suites-suffolk-chesapeake/,TownePlace Suites Suffolk Chesapeake,8050 Harbour View Blvd,Suffolk,Virginia,23435,USA,+1 757-483-5177
https://www.marriott.com/hotels/travel/chish-springhill-suites-chicago-lincolnshire/,SpringHill Suites Chicago Lincolnshire,300 Marriott Drive,Lincolnshire,Illinois,60069,USA,+1 847-793-7500
https://www.marriott.com/hotels/travel/chies-sheraton-suites-chicago-elk-grove/,Sheraton Suites Chicago Elk Grove,121 Northwest Point Boulevard,Elk Grove Village,Illinois,60007,USA,+1 847-290-1600
https://www.marriott.com/hotels/travel/gspch-courtyard-greenville-haywood-mall/,Courtyard Greenville Haywood Mall,70 Orchard Park Drive,Greenville,South Carolina,29615,USA,+1 864-234-0300
https://www.marriott.com/hotels/travel/chilc-the-gwen-a-luxury-collection-hotel-michigan-avenue-chicago/,"The Gwen, a Luxury Collection Hotel, Michigan Avenue Chicago",521 North Rush Street,Chicago,Illinois,60611,USA,+1 312-645-1500
https://www.marriott.com/hotels/travel/bmgcf-fairfield-inn-and-suites-columbus-in/,"Fairfield Inn & Suites Columbus, IN",2820 Merchants Mile,Columbus,Indiana,47201,USA,+1 812-552-5333
https://www.marriott.com/hotels/travel/sdffd-fairfield-inn-and-suites-louisville-downtown/,Fairfield Inn & Suites Louisville Downtown,100 E Jefferson,Louisville,Kentucky,40202,USA,+1 502-569-3553
https://www.marriott.com/hotels/travel/clesh-springhill-suites-cleveland-solon/,SpringHill Suites Cleveland Solon,30100 Aurora Road,Solon,Ohio,44139,USA,+1 440-248-9600
https://www.marriott.com/hotels/travel/houiw-springhill-suites-houston-i-10-west-energy-corridor/,SpringHill Suites Houston I-10 West/Energy Corridor,1350 Broadfield Boulevard,Houston,Texas,77084,USA,+1 281-398-3555
https://www.marriott.com/hotels/travel/wassv-courtyard-silver-spring-downtown/,Courtyard Silver Spring Downtown,8506 Fenton Street,Silver Spring,Maryland,20910,USA,+1 301-589-4899
