"city","country_code","hours_of_operation","latitude","location_name","location_type","locator_domain","longitude","page_url","phone","state","store_number","street_address","zip"
"Union","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.719621","Union","BranchId: 311","https://www.loansbyworld.com/","-81.640368","https://www.loansbyworld.com/locations/union/","8644290144","SC","19335","403 N. Duncan Bypass","29379"
"Greenville","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.854391","Greenville West","BranchId: 345","https://www.loansbyworld.com/","-82.455783","https://www.loansbyworld.com/locations/greenville-2/","864-269-0588","SC","19320","6135 White Horse Road,  Suite C","29611"
"Piedmont","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.782686","Powdersville","BranchId: 239","https://www.loansbyworld.com/","-82.475378","https://www.loansbyworld.com/locations/powdersville/","8645689291","SC","18324","22 Halter Drive","29673"
"Laurens","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.493785","Laurens","BranchId: 209","https://www.loansbyworld.com/","-81.986684","https://www.loansbyworld.com/locations/laurens/","(864) 715-0155","SC","19360","810 E. Main Street,  Suite E","29360"
"Williamston","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.620457","Williamston","BranchId: 361","https://www.loansbyworld.com/","-82.471074","https://www.loansbyworld.com/locations/williamston/","8648477260","SC","19307","310 East Main Street,  Suite C","29697"
"Easley","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.829933","Easley","BranchId: 240","https://www.loansbyworld.com/","-82.612401","https://www.loansbyworld.com/locations/easley/","8648597534","SC","19341","504 West Main Street,  Suite G","29640"
"Belton","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.522084","Belton","BranchId: 220","https://www.loansbyworld.com/","-82.495056","https://www.loansbyworld.com/locations/belton/","8643386202","SC","19351","769 Anderson St.","29627"
"York","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.994398","York","BranchId: 355","https://www.loansbyworld.com/","-81.242042","https://www.loansbyworld.com/locations/york/","8036281554","SC","19312","1734 Old York Road","29745"
"Anderson","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.533453","Anderson","BranchId: 210","https://www.loansbyworld.com/","-82.665804","https://www.loansbyworld.com/locations/anderson/","8642262444","SC","19361","2927 North Main Street","29621"
"Anderson","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.513748","Anderson","BranchId: 245","https://www.loansbyworld.com/","-82.652652","https://www.loansbyworld.com/locations/anderson-3/","864-532-2007","SC","18270","1108 N Main St Ste C","29621-4871"
"Chester","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.693249","Chester","BranchId: 208","https://www.loansbyworld.com/","-81.194889","https://www.loansbyworld.com/locations/chester/","803-403-0986","SC","19363","1452 J A Cochran Bypass,  Suite C","29706"
"Newberry","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.295097","Newberry","BranchId: 280","https://www.loansbyworld.com/","-81.608448","https://www.loansbyworld.com/locations/newberry/","8032765880","SC","19340","2010 Bear Village Court","29108"
"Greenwood","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.196572","Greenwood","BranchId: 338","https://www.loansbyworld.com/","-82.166264","https://www.loansbyworld.com/locations/greenwood/","8642297989","SC","19324","310 Calhoun Ave. Suite E & F","29649"
"Rock Hill","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.952338","Rock Hill","BranchId: 247","https://www.loansbyworld.com/","-81.018829","https://www.loansbyworld.com/locations/rock-hill-2/","803-681-2931","SC","18263","1030 Edwards St Ste 105","29732"
"Abbeville","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.161886","Abbeville","BranchId: 200","https://www.loansbyworld.com/","-82.38238","https://www.loansbyworld.com/locations/abbeville/","8644595031","SC","19368","815 West Greenwood Street,  Suite 2","29620"
"Rock Hill","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.951393","Rock Hill","BranchId: 313","https://www.loansbyworld.com/","-80.997493","https://www.loansbyworld.com/locations/rock-hill/","8039800360","SC","19332","562 North Anderson Road","29730"
"Seneca","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.689707","Seneca","BranchId: 310","https://www.loansbyworld.com/","-82.992385","https://www.loansbyworld.com/locations/seneca/","8648821947","SC","19334","15871 Wells Hwy.","29678"
"Fort Mill","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","35.035434","Fort Mill","BranchId: 224","https://www.loansbyworld.com/","-80.972118","https://www.loansbyworld.com/locations/fort-mill/","8035788055","SC","19345","1754 Highway 160 West,  Suite 107","29708"
"Winnsboro","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.379016","Winnsboro","BranchId: 369","https://www.loansbyworld.com/","-81.085665","https://www.loansbyworld.com/locations/winnsboro/","8036351327","SC","19305","152 S. Congress St.","29180"
"Saluda","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","33.999998","Saluda","BranchId: 395","https://www.loansbyworld.com/","-81.772846","https://www.loansbyworld.com/locations/saluda/","8644453770","SC","19287","115 West Eutaw Street","29138"
"Hartwell","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.341498","Hartwell","BranchId: 19","https://www.loansbyworld.com/","-82.923081","https://www.loansbyworld.com/locations/hartwell/","7063766361","GA","19470","936 Benson St.","30643"
"Lavonia","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.442862","Lavonia","BranchId: 194","https://www.loansbyworld.com/","-83.114062","https://www.loansbyworld.com/locations/lavonia/","7063564760","GA","19374","13375 Jones St Suite D","30553"
"Lancaster","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.718265","Lancaster","BranchId: 348","https://www.loansbyworld.com/","-80.769931","https://www.loansbyworld.com/locations/lancaster/","8038368168","SC","19317","214 S. Main St.","29720"
"Elberton","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.101843","Elberton","BranchId: 30","https://www.loansbyworld.com/","-82.84888","https://www.loansbyworld.com/locations/elberton/","7062834322","GA","19464","709-A Elbert Street","30635"
"Leesville","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","33.914866","Batesburg","BranchId: 359","https://www.loansbyworld.com/","-81.526714","https://www.loansbyworld.com/locations/batesburg/","8035323381","SC","19309","141 E. Church Street,  Suite A","29070"
"Irmo","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.095105","Irmo","BranchId: 233","https://www.loansbyworld.com/","-81.15576","https://www.loansbyworld.com/locations/irmo/","(803) 749-1524","SC","18351","7210 Broad River Road,  Suite E","29063"
"Lexington","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","33.991417","Lexington West","BranchId: 235","https://www.loansbyworld.com/","-81.306776","https://www.loansbyworld.com/locations/lexington-west/","(803) 490-0590","SC","18342","851 Highway 378,  Suite 108","29072"
"Toccoa","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.566118","Toccoa","BranchId: 176","https://www.loansbyworld.com/","-83.302674","https://www.loansbyworld.com/locations/toccoa/","7068868434","GA","19387","1496 Big A Road","30577"
"Lexington","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","33.99795","Lexington","BranchId: 219","https://www.loansbyworld.com/","-81.218444","https://www.loansbyworld.com/locations/lexington/","8033582386","SC","19350","5483 Sunset Blvd.,  Ste. E","29072"
"Columbia","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.024651","Columbia","BranchId: 202","https://www.loansbyworld.com/","-81.081376","https://www.loansbyworld.com/locations/columbia/","8037506446","SC","19369","1013 Broad River Road,  Suite A","29210"
"Columbia","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.042218","Columbia","BranchId: 341","https://www.loansbyworld.com/","-80.993768","https://www.loansbyworld.com/locations/columbia-2/","8036916817","SC","19322","3906 Two Notch Road","29204"
"West Columbia","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","33.984778","West Columbia","BranchId: 207","https://www.loansbyworld.com/","-81.071857","https://www.loansbyworld.com/locations/west-columbia/","8037914381","SC","19362","620 12th St.","29169"
"West Columbia","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","33.970625","West Columbia","BranchId: 370","https://www.loansbyworld.com/","-81.079321","https://www.loansbyworld.com/locations/west-columbia-2/","8039269393","SC","19306","1630 Airport Blvd.","29169"
"Columbia","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.112156","Columbia Northeast","BranchId: 237","https://www.loansbyworld.com/","-80.893493","https://www.loansbyworld.com/locations/columbia-northeast/","803-788-8565","SC","18337","10008 Two Notch Rd. Ste B","29223"
"Erwin","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","36.157109","Erwin","BranchId: 844","https://www.loansbyworld.com/","-82.405671","https://www.loansbyworld.com/locations/erwin/","4237351090","TN","18933","1069 North Main Avenue,  Suite 1","37650"
"Columbia","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","33.990263","Columbia East","BranchId: 344","https://www.loansbyworld.com/","-80.977194","https://www.loansbyworld.com/locations/columbia-east/","8037908877","SC","19319","4464 Devine Street,  Suite I","29205"
"Cornelia","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.511488","Cornelia","BranchId: 124","https://www.loansbyworld.com/","-83.527117","https://www.loansbyworld.com/locations/cornelia/","7067763803","GA","19433","700 441 Business Highway,  Suite C","30531"
"Pageland","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.773922","Pageland","BranchId: 356","https://www.loansbyworld.com/","-80.383011","https://www.loansbyworld.com/locations/pageland/","8438658284","SC","19313","713 East McGregor St.","29728"
"Camden","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.245699","Camden","BranchId: 349","https://www.loansbyworld.com/","-80.605244","https://www.loansbyworld.com/locations/camden/","8034328411","SC","19318","1009 Market St.","29020"
"Aiken","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","33.5618","Aiken","BranchId: 335","https://www.loansbyworld.com/","-81.764234","https://www.loansbyworld.com/locations/aiken/","8036482631","SC","19326","3555 Richland Avenue,  West,  Suite 164","29801"
"North Augusta","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","33.54245","North Augusta","BranchId: 223","https://www.loansbyworld.com/","-81.941717","https://www.loansbyworld.com/locations/north-augusta/","8032020302","SC","19349","616 Edgefield Road,  Suite 160","29841"
"Greeneville","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","36.178335","Greeneville","BranchId: 822","https://www.loansbyworld.com/","-82.800756","https://www.loansbyworld.com/locations/greeneville/","4236389491","TN","18953","104 Village Drive,  Suite 5","37745"
"Commerce","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","34.205852","Commerce","BranchId: 136","https://www.loansbyworld.com/","-83.464124","https://www.loansbyworld.com/locations/commerce/","7063357504","GA","19423","2155 N. Elm Street","30529"
"Johnson City","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","36.31454","Johnson City","BranchId: 811","https://www.loansbyworld.com/","-82.377631","https://www.loansbyworld.com/locations/johnson-city/","4239288139","TN","18962","1012 West Market Street,  Suites 1&2","37604"
"Newport","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","35.97183","Newport","BranchId: 836","https://www.loansbyworld.com/","-83.208441","https://www.loansbyworld.com/locations/newport/","4236231888","TN","18938","129 Western Plaza Way","37821"
"Martinez","United States","monday: 9:00 AM-6:00 PM; tuesday: 9:00 AM-6:00 PM; wednesday: 9:00 AM-6:00 PM; thursday: 9:00 AM-6:00 PM; friday: 9:00 AM-6:00 PM; saturday: 9:00 AM-12:00 PM; sunday: False-False","33.512697","Martinez","BranchId: 18","https://www.loansbyworld.com/","-82.089006","https://www.loansbyworld.com/locations/martinez/","7068631229","GA","19469","3821 Washington Rd. Ste D","30907"
