"locator_domain","location_name","street_address","city","state","zip","country_code","store_number","phone","location_type","latitude","longitude","hours_of_operation"
"http://www.redapplestores.com/locations.htm","Red Apple - Lac La Biche,AB","10032-101st Street","Lac La Biche","AB","T0A 2C0","CA","21","780-623-4623","<MISSING>","54.7702163","-111.9754338","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:21:00|Tuesday-opens:9:00-closes:21:00|Wednesday-opens:9:00-closes:21:00|Thursday-opens:9:00-closes:21:00|Friday-opens:9:00-closes:21:00|Saturday-opens:9:00-closes:19:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Lacombe,AB","5214-45th Street","Lacombe","AB","T4L 2A1","CA","23","403-782-3334","<MISSING>","52.4669572","-113.7229866","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:20:00|Tuesday-opens:9:00-closes:20:00|Wednesday-opens:9:00-closes:20:00|Thursday-opens:9:00-closes:20:00|Friday-opens:9:00-closes:20:00|Saturday-opens:9:00-closes:19:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Medicine Hat,AB","450 Third Street","Medicine Hat","AB","T1A 0H1","CA","44","403-528-4348","<MISSING>","50.0386864","-110.67868","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:19:00|Tuesday-opens:9:00-closes:19:00|Wednesday-opens:9:00-closes:19:00|Thursday-opens:9:00-closes:19:00|Friday-opens:9:00-closes:21:00|Saturday-opens:9:00-closes:19:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Peace River,AB","10122 100Th Street","Peace River","AB","T8S 1S7","CA","6","780-624-3277","<MISSING>","56.2312435","-117.2904457","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:18:00|Tuesday-opens:9:00-closes:18:00|Wednesday-opens:9:00-closes:18:00|Thursday-opens:9:00-closes:19:00|Friday-opens:9:00-closes:21:00|Saturday-opens:9:00-closes:18:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Ponoka,AB","5011 - 48th Avenue Unit #30","Ponoka","AB","T4J 1J3","CA","90","403-783-2929","<MISSING>","52.6744844","-113.5773102","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:21:00|Tuesday-opens:9:00-closes:21:00|Wednesday-opens:9:00-closes:21:00|Thursday-opens:9:00-closes:21:00|Friday-opens:9:00-closes:21:00|Saturday-opens:09:00-closes:20:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Provost,AB","5037 - 51 Avenue","Provost","AB","T0B 3S0","CA","105","780-753-4987","<MISSING>","52.3524997","-110.2655286","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:19:00|Tuesday-opens:9:00-closes:19:00|Wednesday-opens:9:00-closes:19:00|Thursday-opens:9:00-closes:19:00|Friday-opens:9:00-closes:21:00|Saturday-opens:9:00-closes:19:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Redwater,AB","4916-49 Avenue","Redwater","AB","T0A 2W0","CA","71","780-942-4022","<MISSING>","53.9503092","-113.1086229","Sunday-opens:10:00-closes:18:00|Monday-opens:8:00-closes:20:00|Tuesday-opens:8:00-closes:20:00|Wednesday-opens:8:00-closes:20:00|Thursday-opens:8:00-closes:20:00|Friday-opens:8:00-closes:20:00|Saturday-opens:9:00-closes:19:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Rimbey,AB","4929 - 50th Avenue","Rimbey","AB","T0C 2J0","CA","82","403-843-4141","<MISSING>","52.6395726","-114.2374478","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:19:00|Tuesday-opens:9:00-closes:19:00|Wednesday-opens:9:00-closes:19:00|Thursday-opens:9:00-closes:19:00|Friday-opens:9:00-closes:21:00|Saturday-opens:9:00-closes:19:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Rocky Mountain House,AB","4904-50th Avenue","Rocky Mountain House","AB","T4T 1C1","CA","110","403-845-3465","<MISSING>","52.3744521","-114.9177132","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:21:00|Tuesday-opens:9:00-closes:21:00|Wednesday-opens:9:00-closes:21:00|Thursday-opens:9:00-closes:21:00|Friday-opens:9:00-closes:21:00|Saturday-opens:09:00-closes:20:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Stony Plain,AB","4401-48th Street Unit #151","Stony Plain","AB","T7Z 1N3","CA","147","780-968-3973","<MISSING>","53.5346685","-114.001776","Sunday-opens:10:00-closes:18:00|Monday-opens:09:00-closes:21:00|Tuesday-opens:09:00-closes:21:00|Wednesday-opens:09:00-closes:21:00|Thursday-opens:09:00-closes:21:00|Friday-opens:9:00-closes:21:00|Saturday-opens:9:00-closes:19:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Three Hills,AB","130-4th Avenue","Three Hills","AB","T0M 2A0","CA","77","403-443-5313","<MISSING>","51.7052581","-113.2679506","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:19:00|Tuesday-opens:9:00-closes:19:00|Wednesday-opens:9:00-closes:19:00|Thursday-opens:9:00-closes:19:00|Friday-opens:9:00-closes:21:00|Saturday-opens:9:00-closes:19:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Valleyview,AB","4803 A 50th Avenue","Valleyview","AB","T0H 3N0","CA","95","780-524-3208","<MISSING>","55.0686135","-117.2776332","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:19:00|Tuesday-opens:9:00-closes:19:00|Wednesday-opens:9:00-closes:19:00|Thursday-opens:9:00-closes:19:00|Friday-opens:9:00-closes:21:00|Saturday-opens:9:00-closes:19:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Vermilion,AB","5018 - 51st Avenue","Vermilion","AB","T9X 1B3","CA","134","780-853-2456","<MISSING>","53.3548857","-110.8550269","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:19:00|Tuesday-opens:9:00-closes:19:00|Wednesday-opens:9:00-closes:19:00|Thursday-opens:9:00-closes:19:00|Friday-opens:9:00-closes:21:00|Saturday-opens:9:00-closes:19:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Westlock,AB","10720 100th Avenue","Westlock","AB","T7P 2J7","CA","24","780-349-6644","<MISSING>","54.1181875","-114.402905","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:19:00|Tuesday-opens:9:00-closes:19:00|Wednesday-opens:9:00-closes:19:00|Thursday-opens:9:00-closes:19:00|Friday-opens:9:00-closes:21:00|Saturday-opens:9:00-closes:19:00"
"http://www.redapplestores.com/locations.htm","Red Apple - 100 Mile House,BC","575B Alder Ave Unit 10","100 Mile House","BC","V0K 2E0","CA","87","250-395-6045","<MISSING>","51.6400483","-121.2975095","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:19:00|Tuesday-opens:9:00-closes:19:00|Wednesday-opens:9:00-closes:19:00|Thursday-opens:9:00-closes:19:00|Friday-opens:9:00-closes:21:00|Saturday-opens:9:00-closes:19:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Agassiz,BC","7116 Pioneer Avenue","Agassiz","BC","V0M 1A0","CA","151","604-796-9591","<MISSING>","49.238805","-121.7630679","Sunday-opens:10:00-closes:18:00|Monday-opens:09:00-closes:21:00|Tuesday-opens:09:00-closes:21:00|Wednesday-opens:09:00-closes:21:00|Thursday-opens:09:00-closes:21:00|Friday-opens:9:00-closes:21:00|Saturday-opens:09:00-closes:20:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Armstrong,BC","3305 Smith Drive RR1","Armstrong","BC","V0E 1B0","CA","149","250-546-2928","<MISSING>","50.446398","-119.1841779","Sunday-opens:10:00-closes:18:00|Monday-opens:09:00-closes:21:00|Tuesday-opens:09:00-closes:21:00|Wednesday-opens:09:00-closes:21:00|Thursday-opens:09:00-closes:21:00|Friday-opens:9:00-closes:21:00|Saturday-opens:09:00-closes:20:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Burns Lake,BC","354 Highway 16 West","Burns Lake","BC","V0J 1E0","CA","155","250-692-0074","<MISSING>","54.2284323","-125.762207","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:19:00|Tuesday-opens:9:00-closes:19:00|Wednesday-opens:9:00-closes:19:00|Thursday-opens:9:00-closes:19:00|Friday-opens:9:00-closes:21:00|Saturday-opens:9:00-closes:19:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Chetwynd,BC","5300 North Access Road","Chetwynd","BC","V0C 1J0","CA","126","250-788-9607","<MISSING>","55.6964296","-121.6356684","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:19:00|Tuesday-opens:9:00-closes:19:00|Wednesday-opens:9:00-closes:19:00|Thursday-opens:9:00-closes:19:00|Friday-opens:9:00-closes:21:00|Saturday-opens:9:00-closes:19:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Creston,BC","1119 Canyon Street","Creston","BC","V0B 1G0","CA","89","250-402-6266","<MISSING>","49.0955213","-116.5113769","Sunday-opens:10:00-closes:18:00|Monday-opens:09:00-closes:20:00|Tuesday-opens:09:00-closes:20:00|Wednesday-opens:09:00-closes:20:00|Thursday-opens:09:00-closes:20:00|Friday-opens:9:00-closes:21:00|Saturday-opens:09:00-closes:20:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Enderby,BC","507 Cliff Avenue","Enderby","BC","V0E 1V0","CA","47","250-838-0771","<MISSING>","50.5503054","-119.1379579","Sunday-opens:10:00-closes:18:00|Monday-opens:09:00-closes:21:00|Tuesday-opens:09:00-closes:21:00|Wednesday-opens:09:00-closes:21:00|Thursday-opens:09:00-closes:21:00|Friday-opens:9:00-closes:21:00|Saturday-opens:09:00-closes:20:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Fernie,BC","1102 Hwy # 3","Fernie","BC","V0B 1M0","CA","38","250-423-3484","<MISSING>","49.6338915","-116.954608","Sunday-opens:10:00-closes:18:00|Monday-opens:09:00-closes:20:00|Tuesday-opens:09:00-closes:20:00|Wednesday-opens:09:00-closes:20:00|Thursday-opens:09:00-closes:20:00|Friday-opens:9:00-closes:21:00|Saturday-opens:09:00-closes:20:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Fort Nelson,BC","5104 Liard Street","Fort Nelson","BC","V0C 1R0","CA","154","250 774-7740","<MISSING>","58.807581","-122.701216","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:20:00|Tuesday-opens:9:00-closes:20:00|Wednesday-opens:9:00-closes:20:00|Thursday-opens:9:00-closes:20:00|Friday-opens:9:00-closes:21:00|Saturday-opens:9:00-closes:20:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Fort St. James,BC","289 Stuart Drive West","Fort St. James","BC","V0J 1P0","CA","156","250 996-0246","<MISSING>","54.442579","-124.2557624","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:21:00|Tuesday-opens:9:00-closes:21:00|Wednesday-opens:9:00-closes:21:00|Thursday-opens:9:00-closes:21:00|Friday-opens:9:00-closes:21:00|Saturday-opens:09:00-closes:19:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Gibsons,BC","876 Gibsons Way","Gibsons","BC","V0N 1V7","CA","123","604-886-8949","<MISSING>","49.4067319","-123.5181367","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:20:00|Tuesday-opens:9:00-closes:20:00|Wednesday-opens:9:00-closes:20:00|Thursday-opens:9:00-closes:20:00|Friday-opens:9:00-closes:21:00|Saturday-opens:9:00-closes:20:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Golden,BC","619 - 9th Avenue North","Golden","BC","V0A 1H0","CA","14","250-344-4630","<MISSING>","51.3022762","-116.9687219","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:20:00|Tuesday-opens:9:00-closes:20:00|Wednesday-opens:9:00-closes:20:00|Thursday-opens:9:00-closes:20:00|Friday-opens:9:00-closes:21:00|Saturday-opens:09:00-closes:20:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Invermere,BC","755-13th Street","Invermere","BC","V0A 1K0","CA","80","250-342-0548","<MISSING>","50.5031628","-116.0290737","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:21:00|Tuesday-opens:9:00-closes:21:00|Wednesday-opens:9:00-closes:21:00|Thursday-opens:9:00-closes:21:00|Friday-opens:9:00-closes:21:00|Saturday-opens:09:00-closes:20:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Mackenzie,BC","403 MacKenzie Blvd. Unit#100","Mackenzie","BC","V0J 2C0","CA","88","250-997-5722","<MISSING>","55.3396415","-123.0909537","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:19:00|Tuesday-opens:9:00-closes:19:00|Wednesday-opens:9:00-closes:19:00|Thursday-opens:9:00-closes:19:00|Friday-opens:9:00-closes:19:00|Saturday-opens:9:00-closes:18:00"
"http://www.redapplestores.com/locations.htm","Red Apple - New Hazelton,BC","4553 10th Avenue","New Hazelton","BC","V0J 2J0","CA","152","250-842-0169","<MISSING>","55.2466376","-127.6016609","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:19:00|Tuesday-opens:9:00-closes:19:00|Wednesday-opens:9:00-closes:19:00|Thursday-opens:9:00-closes:19:00|Friday-opens:9:00-closes:21:00|Saturday-opens:9:00-closes:19:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Oliver,BC","5955 Main Street Unit#1360","Oliver","BC","V0H 1T0","CA","113","250-498-4802","<MISSING>","49.1780611","-119.5519719","Sunday-opens:10:00-closes:18:00|Monday-opens:09:00-closes:21:00|Tuesday-opens:09:00-closes:21:00|Wednesday-opens:09:00-closes:21:00|Thursday-opens:09:00-closes:21:00|Friday-opens:09:00-closes:21:00|Saturday-opens:09:00-closes:20:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Osoyoos,BC","9150 Main Street","Osoyoos","BC","V0H 1V0","CA","150","250-495-5448","<MISSING>","49.0356634","-119.4729335","Sunday-opens:10:00-closes:18:00|Monday-opens:09:00-closes:21:00|Tuesday-opens:09:00-closes:21:00|Wednesday-opens:09:00-closes:21:00|Thursday-opens:09:00-closes:21:00|Friday-opens:9:00-closes:21:00|Saturday-opens:09:00-closes:20:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Parksville,BC","Unit#10 - 826 Island Highway West","Parksville","BC","V9P 2B7","CA","140","250-248-8845","<MISSING>","49.3228563","-124.3229842","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:21:00|Tuesday-opens:9:00-closes:21:00|Wednesday-opens:9:00-closes:21:00|Thursday-opens:9:00-closes:21:00|Friday-opens:9:00-closes:21:00|Saturday-opens:09:00-closes:20:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Port Hardy,BC","8775 Granville Street","Port Hardy","BC","V0N 2P0","CA","114","250-902-0460","<MISSING>","50.7210776","-127.4948676","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:19:00|Tuesday-opens:9:00-closes:19:00|Wednesday-opens:9:00-closes:19:00|Thursday-opens:9:00-closes:19:00|Friday-opens:9:00-closes:21:00|Saturday-opens:9:00-closes:19:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Port McNeill,BC","311 Hemlock Street","Port McNeill","BC","V0N 2R0","CA","92","250-956-2129","<MISSING>","50.5877604","-127.0839055","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:19:00|Tuesday-opens:9:00-closes:19:00|Wednesday-opens:9:00-closes:19:00|Thursday-opens:9:00-closes:19:00|Friday-opens:9:00-closes:21:00|Saturday-opens:9:00-closes:19:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Prince Rupert,BC","405 West Third","Prince Rupert","BC","V8J 1L6","CA","18","250-624-4226","<MISSING>","54.3127756","-130.3247299","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:19:00|Tuesday-opens:9:00-closes:19:00|Wednesday-opens:9:00-closes:19:00|Thursday-opens:9:00-closes:19:00|Friday-opens:9:00-closes:21:00|Saturday-opens:9:00-closes:19:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Revelstoke,BC","406 First Street West","Revelstoke","BC","V0E 2S0","CA","139","250-837-7105","<MISSING>","51.0007414","-118.1975274","Sunday-closes:18:00-|Monday-opens:09:00-closes:21:00|Tuesday-opens:09:00-closes:21:00|Wednesday-opens:09:00-closes:21:00|Thursday-opens:09:00-closes:21:00|Saturday-opens:09:00-closes:20:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Sicamous,BC","1133 Eagle Pass Way #1","Sicamous","BC","V0E 2V0","CA","69","250-836-4956","<MISSING>","50.8356553","-118.9790637","Sunday-opens:10:00-closes:18:00|Monday-opens:09:00-closes:21:00|Tuesday-opens:09:00-closes:21:00|Wednesday-opens:09:00-closes:21:00|Thursday-opens:09:00-closes:21:00|Friday-opens:9:00-closes:21:00|Saturday-opens:09:00-closes:20:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Smithers,BC","1321 Queen Street","Smithers","BC","V0J 2N0","CA","135","250-847-8704","<MISSING>","54.7831285","-127.170091","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:20:00|Tuesday-opens:9:00-closes:20:00|Wednesday-opens:9:00-closes:20:00|Thursday-opens:9:00-closes:20:00|Friday-opens:9:00-closes:21:00|Saturday-opens:9:00-closes:20:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Sparwood,BC","101 Red Cedar Drive Unit 22-46","Sparwood","BC","V0B 2G0","CA","85","250-425-2521","<MISSING>","49.7319226","-114.8843557","Sunday-opens:10:00-closes:18:00|Monday-opens:09:00-closes:20:00|Tuesday-opens:09:00-closes:20:00|Wednesday-opens:09:00-closes:20:00|Thursday-opens:09:00-closes:20:00|Friday-opens:9:00-closes:21:00|Saturday-opens:09:00-closes:20:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Altona,MB","257 Center Ave East","Altona","MB","R0G 0B0","CA","42","204-324-9429","<MISSING>","49.1035271","-97.5507501","Sunday-opens:12:00-closes:18:00|Monday-opens:9:00-closes:19:00|Tuesday-opens:9:00-closes:19:00|Wednesday-opens:9:00-closes:19:00|Thursday-opens:9:00-closes:19:00|Friday-opens:9:00-closes:21:00|Saturday-opens:9:00-closes:19:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Arborg,MB","266 Main St.","Arborg","MB","R0C 0A0","CA","61","204-376-5230","<MISSING>","50.9070562","-97.218066","Sunday-opens:12:00-closes:18:00|Monday-opens:9:00-closes:19:00|Tuesday-opens:9:00-closes:19:00|Wednesday-opens:9:00-closes:19:00|Thursday-opens:9:00-closes:19:00|Friday-opens:9:00-closes:21:00|Saturday-opens:9:00-closes:19:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Beausejour,MB","518 Park Ave.","Beausejour","MB","R0E 0C0","CA","91","204-268-4844","<MISSING>","50.0617784","-96.5172434","Sunday-opens:12:00-closes:18:00|Monday-opens:9:00-closes:19:00|Tuesday-opens:9:00-closes:19:00|Wednesday-opens:9:00-closes:19:00|Thursday-opens:9:00-closes:19:00|Friday-opens:9:00-closes:21:00|Saturday-opens:9:00-closes:19:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Carman,MB","35 Main Street North","Carman","MB","R0G 0J0","CA","101","204-745-2167","<MISSING>","49.5094278","-98.0015817","Sunday-opens:12:00-closes:18:00|Monday-opens:9:00-closes:19:00|Tuesday-opens:9:00-closes:19:00|Wednesday-opens:9:00-closes:19:00|Thursday-opens:9:00-closes:19:00|Friday-opens:9:00-closes:21:00|Saturday-opens:9:00-closes:19:00"
"http://www.redapplestores.com/locations.htm","Red Apple - Dauphin,MB","1450 Main Street South","Dauphin","MB","R7N 3H4","CA","128","204-638-1264","<MISSING>","51.1361752","-100.0628258","Sunday-opens:10:00-closes:18:00|Monday-opens:9:00-closes:21:00|Tuesday-opens:9:00-closes:21:00|Wednesday-opens:9:00-closes:21:00|Thursday-opens:9:00-closes:21:00|Friday-opens:9:00-closes:21:00|Saturday-opens:9:00-closes:21:00"
