"locator_domain","location_name","street_address","city","state","zip","country_code","store_number","phone","location_type","latitude","longitude","hours_of_operation"
"https://papemachinery.com/locations","Papé Kenworth Northwest","907 South 18th Street","Yakima","WA","98901","US	","<MISSING>","(509) 452-8564","<MISSING>","46.59192","-120.47851	","Monday-Friday 7:30am-12:00am  Saturday 7:30am-4:00pm  Sunday Closed"
"https://papemachinery.com/locations","Papé Material Handling","909 S 18th St.","Yakima","WA","98901","US	","<MISSING>","509-248-5637","<MISSING>","46.5912","-120.47661	","Monday - Friday 8:00am - 5:00pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Agriculture &amp; Turf","42951 SR 195","Colfax","WA","99111","US	","<MISSING>","509-397-4377","<MISSING>","46.95463","-117.332504	","Mon - Fri 7:30am - 5:00pm  Saturday 7:30am - 5:00pm  Sunday  Closed"
"https://papemachinery.com/locations","Papé Kenworth","2504 Talley Way","Kelso","WA","98626","US	","<MISSING>","1-360-575-3267","<MISSING>","46.1132","-122.88925	","Monday - Friday 7:30am - Midnight  Saturday Closed  Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Construction &amp; Forestry","2504 Talley Way","Kelso","WA","98626","US	","<MISSING>","1-360-575-9959","<MISSING>","46.11284","-122.88984	","Mon - Fri 7:00am - 5:00pm"
"https://papemachinery.com/locations","Papé Machinery Agriculture &amp; Turf","1906 S. Main St.","Moscow","ID","83843","US	","<MISSING>","208-882-0303","<MISSING>","46.7164","-117.00238	","Mon - Fri 7:30am - 5:00pm  Saturday 7:30am - 12:00pm  Sunday Closed"
"https://papemachinery.com/locations","Papé Material Handling","360 Expressway","Missoula","MT","59808","US	","<MISSING>","406-728-9221","<MISSING>","46.90646","-114.04709	","Monday - Friday 8:00am - 5:00pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Construction &amp; Forestry","1925 East James St","Pasco","WA","99301","US	","<MISSING>","1-509-547-8813","<MISSING>","46.2487","-119.07862	","Mon - Fri 7:00am - 5:00pm"
"https://papemachinery.com/locations","Papé Material Handling","1224 N California Avenue","Pasco","WA","99301","US	","<MISSING>","509-545-3131","<MISSING>","46.2452","-119.08348	","Monday - Friday 7:30am - 5:00pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Ditch Witch West","7909 N Upland Dr","Portland","OR","97203","US	","<MISSING>","503-286-6400","<MISSING>","45.60252","-122.74137	","Monday - Friday 7:00am - 5:00pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Agriculture &amp; Turf","3793 Baseline St.","Cornelius","OR","97113","US	","<MISSING>","503-648-1171","<MISSING>","45.5191","-123.02498	","Mon - Fri 8:00am - 5:00pm  Saturday 8:00am - 5:00pm  Sunday Closed"
"https://papemachinery.com/locations","Papé Kenworth","550 NE Columbia Blvd.","Portland","OR","97211","US	","<MISSING>","1-503-240-6282","<MISSING>","45.5800","-122.6587	","Monday - Friday 7:00 am - Midnight  Saturday 7:00 am - 3:30 pm  Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Construction &amp; Forestry","1425 NE Columbia Blvd","Portland","OR","97211","US	","<MISSING>","1-503-289-1103","<MISSING>","45.5786","-122.64998	","Mon - Fri 7:00am - 5:00pm"
"https://papemachinery.com/locations","Papé Machinery Agriculture &amp; Turf","3037 E. Melrose Ave","Walla Walla","WA","99362","US	","<MISSING>","509-525-2010","<MISSING>","46.08146","-118.28322	","Mon - Fri 7:00 am – 5:30 pm  Saturday Closed  Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Agriculture &amp; Turf","1510 East Powell Blvd","Gresham","OR","97030","US	","<MISSING>","503-663-4353","<MISSING>","45.49783","-122.41591	","Mon - Fri 8:00am - 5:00pm  Saturday 8:00am - 5:00pm  Sunday Closed"
"https://papemachinery.com/locations","Papé Material Handling","7000 SW Sandburg Street","Tigard","OR","97223","US	","<MISSING>","503-639-4432","<MISSING>","45.42177","-122.74791	","Monday - Friday 7:30am - 5:00pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Papé Material Handling","13850 South East Ambler","Clackamas","OR","97015","US	","<MISSING>","503-278-3530","<MISSING>","45.42295","-122.573074	","Monday - Friday 7:00am - 5:00pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Agriculture &amp; Turf","9889 SW HWY 99W","McMinnville","OR","97128","US	","<MISSING>","503-472-5184","<MISSING>","45.18763","-123.20911	","Mon - Fri 8:00am - 5:00pm  Saturday 8:00am - 2:00pm  Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Agriculture &amp; Turf","11693 Ehlen Road NE","Aurora","OR","97002","US	","<MISSING>","503-678-3200","<MISSING>","45.23399","-122.81636	","Monday / Tuesday / Friday 8:00am - 5:00pm  Wednesday 8:00am - 6:00pm  Thursday 8:00am - 6:00pm  Saturday 8:00am - 5:00pm  Sunday Closed"
"https://papemachinery.com/locations","Papé Kenworth","11693 Ehlen Road NE","Aurora","OR","97002","US	","<MISSING>","503-678-2124","<MISSING>","45.23399","-122.816055	","Monday - Friday 8:00 am - 5:00 pm  Saturday 8:00 am - 4:30 pm  Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Agriculture &amp; Turf","5101 Lardon Road NE","Salem","OR","97305","US	","<MISSING>","503-581-5033","<MISSING>","44.97266","-122.95535	","Mon - Fri 8:00am - 5:00pm  Saturday 8:00am - 2:00pm  Sunday Closed"
"https://papemachinery.com/locations","Papé Kenworth","33687 McFarland Road","Tangent","OR","97389","US	","<MISSING>","1-541-497-6006","<MISSING>","44.5629","-123.11707	","Monday - Friday 7:00 am - 7:00 pm  Saturday Closed  Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Construction &amp; Forestry","33693 McFarland Rd","Tangent","OR","97389","US	","<MISSING>","1-541-812-0207","<MISSING>","44.56299","-123.11706	","Mon - Fri 7:00am - 5:00pm"
"https://papemachinery.com/locations","Papé Machinery Agriculture &amp; Turf","31970 Old Highway 34","Tangent","OR","97389","US	","<MISSING>","541-926-1534","<MISSING>","44.55853","-123.111046	","Mon - Fri 8:00am - 5:00pm  Saturday 8:00am - 2:00pm  Sunday Closed"
"https://papemachinery.com/locations","Papé Material Handling","190-A Rock Road","Belgrade","MT","59741","US	","<MISSING>","(406) 579-0903","<MISSING>","45.76241","-111.175949	","<MISSING>"
"https://papemachinery.com/locations","Ditch Witch West","2220 Old Hardin Rd","Billings","MT","59101","US	","<MISSING>","406-252-7667","<MISSING>","45.8061","-108.42757	","Monday - Friday 7:00am - 5:00pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Papé Material Handling","2220 Old Hardin Rd","Billings","MT","59101","US	","<MISSING>","406-252-7667","<MISSING>","45.8061","-108.427567	","Monday - Friday 8:00am - 5:00pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Agriculture &amp; Turf","23838 HWY 99E","Harrisburg","OR","97446","US	","<MISSING>","541-995-8400","<MISSING>","44.28954","-123.15509	","Mon - Fri 8:00am - 5:00pm  Saturday 8:00am - 2:00pm  Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Agriculture &amp; Turf","2347 S.W. Hwy 97","Madras","OR","97741","US	","<MISSING>","541-475-6116","<MISSING>","44.60170","-121.1409	","Mon - Fri 8:00am - 5:00pm  Saturday 8:00am - 12:00pm  Sunday Closed"
"https://papemachinery.com/locations","Papé Kenworth","91195 Coburg Industrial Way","Coburg","OR","97408","US	","<MISSING>","1-541-485-1191","<MISSING>","44.1422","-123.055786	","Monday - Friday 7:00 am - 11:00 pm  Saturday 8:00 am - 4:00 pm  Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Agriculture &amp; Turf","90496 Hwy 99 N.","Eugene","OR","97402","US	","<MISSING>","(541) 334-7060","<MISSING>","44.118229","-123.186391	","Mon - Fri 8:00am - 5:00pm  Saturday 8:00am - 2:00pm  Sunday Closed"
"https://papemachinery.com/locations","Papé Material Handling","29550 Airport Road","Eugene","OR","97402","US	","<MISSING>","541-689-7478","<MISSING>","44.11204","-123.181656	","Monday - Friday 7:30am - 5:00pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Construction &amp; Forestry","460 North Danebo Avenue","Eugene","OR","97402","US	","<MISSING>","1-541-463-2900","<MISSING>","44.0635","-123.17931	","Mon - Fri 8:00am - 5:00pm"
"https://papemachinery.com/locations","Papé Kenworth","352 NE Hemlock Ave","Redmond","OR","97756","US	","<MISSING>","1-541-504-7731","<MISSING>","44.28246","-121.166435	","Monday - Friday 7:00 am - 8:00 pm  Saturday 8:00 am - 5:00 pm  Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Agriculture &amp; Turf","20444 Cady Way","Bend","OR","97701","US	","<MISSING>","541-633-7671","<MISSING>","44.0952","-121.30181	","Mon - Fri 8:00am - 5:00pm  Saturday 8:00am - 12:00pm  Sunday Closed  Labor Day  Closed"
"https://papemachinery.com/locations","Papé Machinery Construction &amp; Forestry","20434 Cady Way","Bend","OR","97701","US	","<MISSING>","1-541-389-5869","<MISSING>","44.0949","-121.30189	","Mon - Fri 7:00am - 5:00pm"
"https://papemachinery.com/locations","Papé Kenworth","7151 Old Highway 99 North","Roseburg","OR","97470","US	","<MISSING>","541-672-4056","<MISSING>","43.29910","-123.34898	","Monday - Friday 8:00 am - 5:00 pm  Saturday 8:00 am - 4:00 pm  Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Agriculture &amp; Turf","7101 Old Highway 99 N","Roseburg","OR","97470","US	","<MISSING>","541-673-7567","<MISSING>","43.2984","-123.348785	","Mon - Fri 8:00am - 5:00pm  Saturday 8:00am - 2:00pm  Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Agriculture &amp; Turf","500 Pech Rd","Central Point","OR","97502","US	","<MISSING>","541-826-2422","<MISSING>","42.37973","-122.88457	","Mon - Fri 8:00am - 5:00pm  Saturday 9:00am - 1:00pm  Sunday Closed"
"https://papemachinery.com/locations","Papé Kenworth","4300 Hadley Dr","Central Point","OR","97502","US	","<MISSING>","1-541-772-5211","<MISSING>","42.38067","-122.88307	","Monday - Friday 7:00 am - 11:00 pm  Saturday 8:00 am - 4:00 pm  Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Construction &amp; Forestry","4300 Hadley Drive","Central Point","OR","97502","US	","<MISSING>","1-541-772-4706","<MISSING>","42.3810","-122.883415	","Mon - Fri 8:00am - 5:00pm"
"https://papemachinery.com/locations","Papé Material Handling","500 Pech Road","Central Point","OR","97502","US	","<MISSING>","541-622-6649","<MISSING>","42.3799","-122.88456	","Monday - Friday 8:00am - 5:00pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Papé Kenworth","9135 Highway 97 South","Klamath Falls","OR","97603","US	","<MISSING>","1-541-850-6440","<MISSING>","42.14346","-121.8086	","Monday - Friday 8:00 am - 5:00 pm  Saturday 8:00 am - 4:00 pm  Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Construction &amp; Forestry","9135 Highway 97 South","Klamath Falls","OR","97603","US	","<MISSING>","1-541-884-5683","<MISSING>","42.14352","-121.808655	","Mon - Fri 7:00am - 5:00pm"
"https://papemachinery.com/locations","Papé Machinery Agriculture &amp; Turf","21600 Oregon 39","Merrill","OR","97633","US	","<MISSING>","541-798-5660","<MISSING>","42.028","-121.61311	","Mon - Fri 7:30am - 5:30pm  Saturday 8:00am - 4:00pm  Sunday Closed (on call only)"
"https://papemachinery.com/locations","Papé Material Handling","2736 Jacobs Avenue","Eureka","CA","95501","US	","<MISSING>","707-443-3015","<MISSING>","40.8052","-124.13594	","Monday - Friday 8:00am - 5:00pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Agriculture &amp; Turf","20 Depot St","Fortuna","CA","95540","US	","<MISSING>","707-725-5174","<MISSING>","40.61558","-124.20176	","Mon - Fri 8:00am - 5:00pm  Saturday 8:00am - noon  Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Agriculture &amp; Turf","43428 State Highway 299 E","Fall River Mills","CA","96028","US	","<MISSING>","530-336-5549","<MISSING>","41.0177","-121.43078	","Mon - Fri 8:00am - 5:00pm  Saturday Closed  Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Agriculture &amp; Turf","3119 Twin View Blvd","Shasta Lake","CA","96019","US	","<MISSING>","530-226-9226","<MISSING>","40.6579","-122.357239	","Monday - Friday 8:00am - 5:00pm"
"https://papemachinery.com/locations","Papé Machinery Construction &amp; Forestry","5065 Caterpillar Road","Redding","CA","96003","US	","<MISSING>","1-530-241-4555","<MISSING>","40.62528","-122.37381	","Mon - Fri 7:00am - 5:00pm"
"https://papemachinery.com/locations","Papé Material Handling","25 Vista Boulevard","Sparks","NV","89434","US	","<MISSING>","775-352-6260","<MISSING>","39.52855","-119.70183	","Monday - Friday 7:00am - 5:00pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Construction &amp; Forestry","1255 Spice Island Drive","Sparks","NV","89431","US	","<MISSING>","1-775-353-0440","<MISSING>","39.51618","-119.72388	","Mon - Fri 7:00am - 5:00pm"
"https://papemachinery.com/locations","Papé Material Handling","1500 Case Place","Woodland","CA","95776","US	","<MISSING>","530-661-6777","<MISSING>","38.67813","-121.7520421	","Monday - Friday 8:00am - 5:00pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Construction &amp; Forestry","2850 El Centro Road","Sacramento","CA","95833","US	","<MISSING>","1-916-922-7181","<MISSING>","38.61931","-121.53823	","Mon - Fri 7:00am - 5:00pm"
"https://papemachinery.com/locations","Papé Material Handling","2410 Grand Avenue","Sacramento","CA","95838","US	","<MISSING>","916-641-3434","<MISSING>","38.63611","-121.41085	","Monday - Friday 7:30am - 5:00pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Ditch Witch West","929 Stillwater Rd","West Sacramento","CA","95605","US	","<MISSING>","916-371-6000","<MISSING>","38.5852","-121.559746	","Monday - Friday 7:30am - 5:30pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Construction &amp; Forestry","5380 Commerce Boulevard","Rohnert Park","CA","94928","US	","<MISSING>","1-707-584-9161","<MISSING>","38.35836","-122.71226	","Mon - Fri 7:00am - 5:00pm"
"https://papemachinery.com/locations","Papé Material Handling","210 Mason Circle","Concord","CA","94520","US	","<MISSING>","925-521-5400","<MISSING>","38.0108","-122.04036	","Monday - Friday 8:00am - 5:00pm"
"https://papemachinery.com/locations","Papé Machinery Construction &amp; Forestry","8621 South El Dorado St.","French Camp","CA","95231","US	","<MISSING>","1-209-983-8122","<MISSING>","37.877","-121.277115	","Mon - Fri 7:00am - 5:00pm"
"https://papemachinery.com/locations","Papé Kenworth","10998 South Harlan Rd.","French Camp","CA","95231","US	","<MISSING>","1-209-983-6970","<MISSING>","37.85633","-121.28005	","Monday - Friday 7:30 am - 10:00 pm  Saturday 7:00 am - 3:30 pm  Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Construction &amp; Forestry","38600 Cedar Boulevard","Newark","CA","94560","US	","<MISSING>","1-510-790-3600","<MISSING>","37.53202","-122.00807	","Main: Mon - Fri 7:00am - 5:00pm  Rental: Mon - Fri 7:00am - 4:00pm"
"https://papemachinery.com/locations","Ditch Witch West","8240 Enterprise Dr.","Newark","CA","94560","US	","<MISSING>","(800) 510-6262","<MISSING>","37.5222","-122.04631	","Monday - Friday 7:30am - 5:30pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Papé Material Handling","1024 N Emerald Avenue","Modesto","CA","95351","US	","<MISSING>","209-526-1577","<MISSING>","37.6489","-121.02069	","Monday - Friday 8:00am - 5:00pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Papé Material Handling","47132 Kato Road","Fremont","CA","94538","US	","<MISSING>","510-661-5700","<MISSING>","37.4827","-121.9344	","Monday - Friday 7:30am - 5:00pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Papé Kenworth","3200 Commerce Way","Turlock","CA","95380","US	","<MISSING>","209-252-8114","<MISSING>","37.48629","-120.882674	","<MISSING>"
"https://papemachinery.com/locations","Papé Machinery Construction &amp; Forestry","415 East 9th Street","Gilroy","CA","95020","US	","<MISSING>","1-408-848-4150","<MISSING>","37.00373","-121.560585	","General: Mon - Fri 7:00am - 4:00pm  Service: Mon - Fri 7:00am - 3:30pm  Rental: Mon - Fri 7:00am - 4:00pm"
"https://papemachinery.com/locations","Papé Material Handling","500 John Street","Salinas","CA","93905","US	","<MISSING>","831-442-3000","<MISSING>","36.6700","-121.636635	","Monday - Friday 7:30am - 5:00pm"
"https://papemachinery.com/locations","Papé Kenworth","2892 E. Jensen Ave","Fresno","CA","93706","US	","<MISSING>","1-559-268-4344","<MISSING>","36.70623","-119.776306	","Monday - Friday 7:00 am - 12:00 am  Saturday 7:00 am - 3:30 pm  Sunday Closed"
"https://papemachinery.com/locations","Papé Material Handling","3732 S Bagley Avenue","Fresno","CA","93725","US	","<MISSING>","559-487-1160","<MISSING>","36.67943","-119.73849	","Monday - Friday 8:00am - 5:00pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Ditch Witch West","7323 E. Manning Ave.","Fowler","CA","93625","US	","<MISSING>","800-350-2595","<MISSING>","36.60465","-119.66065	","Monday - Friday 7:30am - 5:30pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Papé Machinery Construction &amp; Forestry","3000 San Antonio Drive","Fowler","CA","96325","US	","<MISSING>","1-559-834-4774","<MISSING>","36.6025","-119.65505	","Mon - Fri 7:00am - 5:00pm"
"https://papemachinery.com/locations","Papé Kenworth","1444 S Blackstone Street","Tulare","CA","93274","US	","<MISSING>","559-368-7900","<MISSING>","36.1894","-119.33104	","Monday - Friday 8:00 am - 5:00 pm  Saturday Closed  Sunday Closed"
"https://papemachinery.com/locations","Papé Kenworth","19414 Quinn Road","Bakersfield","CA","93308","US	","<MISSING>","1-661-323-2931","<MISSING>","35.4476","-119.084236	","Monday - Friday 7:00 am - 12:00 am  Saturday 7:00 am - 3:30 pm  Sunday Closed"
"https://papemachinery.com/locations","Papé Material Handling","34782 Lencioni Avenue","Bakersfield","CA","93308","US	","<MISSING>","661-393-3673","<MISSING>","35.44758","-119.08415	","Monday - Friday 8:00am - 5:00pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Papé Kenworth","1322 White Court","Santa Maria","CA","93458","US	","<MISSING>","1-805-614-1629","<MISSING>","34.9474","-120.45749	","Monday - Friday 8:00 am - 6:00 pm  Saturday 8:00 am - Noon  Sunday Closed"
"https://papemachinery.com/locations","Papé Material Handling","1322 White Court","Santa Maria","CA","93458","US	","<MISSING>","805-226-8007","<MISSING>","34.9474","-120.45749	","Monday - Friday 8:00am - 6:00pm  Saturday 8:00am - noon"
"https://papemachinery.com/locations","Papé Material Handling","1061 S. Industrial Ave.","Oxnard","CA","93030","US	","<MISSING>","800-248-6389","<MISSING>","34.1908","-119.17354	","Monday - Friday 7:00am - 4:30pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Papé Material Handling","2600 S Peck Rd.","City of Industry","CA","90601","US	","<MISSING>","562-692-9311","<MISSING>","34.02891","-118.03683	","Monday - Friday 8:00am - 5:00pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Papé Material Handling","14535 Rancho Vista Dr.","Fontana","CA","92335","US	","<MISSING>","909-334-7800","<MISSING>","34.08874","-117.48779	","Monday - Friday 7:00am - 4:30pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Papé Material Handling","3650 E. Miraloma Ave.","Anaheim","CA","92806","US	","<MISSING>","714-630-6161","<MISSING>","33.86230","-117.84003	","Monday - Friday 7:00am - 4:30pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Ditch Witch West","1201 E. 6th St.","Corona","CA","92879","US	","<MISSING>","800-491-9004","<MISSING>","33.87521","-117.55204	","Monday - Friday 7:30am - 5:30pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Papé Material Handling","7227 Carroll Rd.","San Diego","CA","92121","US	","<MISSING>","858-566-4181","<MISSING>","32.88518","-117.16664	","Monday - Friday 7:00am - 4:30pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Ditch Witch West","349 S. Marshall Ave.","El Cajon","CA","92020","US	","<MISSING>","619-448-0770","<MISSING>","32.79213","-116.977325	","Monday - Friday 7:30am - 5:30pm  Saturday - Sunday Closed"
"https://papemachinery.com/locations","Papé Material Handling","307 S. Dogwood Rd","El Centro","CA","92243","US	","<MISSING>","760-352-6265","<MISSING>","32.79060","-115.5354842	","Monday - Friday 7:00am - 4:30am  Saturday - Sunday Closed"
