locator_domain,location_name,street_address,city,state,zip,country_code,store_number,phone,location_type,latitude,longitude,hours_of_operation,raw_address
https://www.robertwayne.com/pages/locations,Ontario Mills,One Mills Circle #521,Ontario,CA,91764,US,<MISSING>,9099806237,<MISSING>,<MISSING>,<MISSING>,"Mon-Fri 10am-9pm, Sat 10am-7pm, Sun 11am-6pm","['One Mills Circle #521', 'Ontario', 'CA 91764']"
https://www.robertwayne.com/pages/locations,Mission Valley,1640 Camino Del Rio North #319,San Diego,CA,92108,US,<MISSING>,6192987686,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 11am-6pm","['1640 Camino Del Rio North #319', 'San Diego', 'CA 92108']"
https://www.robertwayne.com/pages/locations,Del Amo Fashion Center,3525 Carson St. #82,Torrance,CA,90503,US,<MISSING>,3103710307,<MISSING>,<MISSING>,<MISSING>,"Mon-Fri 10am-9pm, Sat 10am-8pm, Sun 11am-7pm","['3525 Carson St. #82', 'Torrance', 'CA 90503']"
https://www.robertwayne.com/pages/locations,Del Amo Fashion Center 2,21712 Hawthorne Blvd #228C,Torrance,CA,90503,US,<MISSING>,3103717167,<MISSING>,<MISSING>,<MISSING>,"Mon-Fri 10am-9pm, Sat 10am-8pm, Sun 11am-7pm","['21712 Hawthorne Blvd #228C', 'Torrance', 'CA 90503']"
https://www.robertwayne.com/pages/locations,Great Mall,447 Great Mall Drive #404,Milpitas,CA,95035,US,<MISSING>,4085868226,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 11am-8pm","['447 Great Mall Drive #404', 'Milpitas', 'CA 95035']"
https://www.robertwayne.com/pages/locations,Eastridge Mall,2200 Eastridge Loop #1099,San Jose,CA,95122,US,<MISSING>,4082232233,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 11am-7pm","['2200 Eastridge Loop #1099', 'San Jose', 'CA 95122']"
https://www.robertwayne.com/pages/locations,Southland Mall,One Southland Mall Drive #54,Hayward,CA,94545,US,<MISSING>,5102641681,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 11am-7pm","['One Southland Mall Drive #54', 'Hayward', 'CA 94545']"
https://www.robertwayne.com/pages/locations,San Francisco Premium Outlets,3272 Livermore Outlets Drive #632,Livermore,CA,94551,US,<MISSING>,9254554100,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 10am-7pm","['3272 Livermore Outlets Drive #632', 'Livermore', 'CA 94551']"
https://www.robertwayne.com/pages/locations,Westfield Topanga,6600 Topanga Canyon Blvd.,Los Angeles,CA,91303,US,<MISSING>,8188888550,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 11am-7pm","['6600 Topanga Canyon Blvd.', 'Los Angeles', 'CA 91303']"
https://www.robertwayne.com/pages/locations,Northridge Fashion Center,9301 Tampa Ave. #93,Northridge,CA,91324,US,<MISSING>,8187721094,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 11am-7pm","['9301 Tampa Ave. #93 Northridge', 'CA 91324']"
https://www.robertwayne.com/pages/locations,Las Americas Premium Outlets,4211 Camino De La Plaza,San Diego,CA,92173,US,<MISSING>,6194945690,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 10am-7pm","['4211 Camino De La Plaza', 'San Diego', 'CA 92173']"
https://www.robertwayne.com/pages/locations,Sawgrass Mills,12801 W. Sunrise Blvd. #649,Sunrise,FL,33323,US,<MISSING>,9548380094,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9:30pm, Sun 11am-8pm","['12801 W. Sunrise Blvd. #649', 'Sunrise', 'FL 33323']"
https://www.robertwayne.com/pages/locations,Dolphin Mall,11401 NW 12th St. #E208,Miami,NW,33172,US,<MISSING>,7863368127,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 9:30am-10pm, Sun 11am-7pm","['11401 NW 12th St. #E208', 'Miami', 'FL 33172']"
https://www.robertwayne.com/pages/locations,Orlando Premium Outlets - Vineland Avenue,8200 Vineland Ave. #1541,Orlando,FL,32821,US,<MISSING>,4074771360,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-11pm, Sun 10am-9pm","['8200 Vineland Ave. #1541', 'Orlando', 'FL 32821']"
https://www.robertwayne.com/pages/locations,Westland Shopping Center,1675 West 49th Street Space #1344,Hialeah,FL,33012,US,<MISSING>,3058238680,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 11am-6pm","['1675 West 49th Street Space #1344', 'Hialeah', 'FL 33012']"
https://www.robertwayne.com/pages/locations,Broward Shopping Mall,8000 W. Broward Blvd #1626,Plantation,FL,33388,US,<MISSING>,9544720234,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 11am-6pm","['8000 W. Broward Blvd', '#1626', 'Plantation', 'FL 33388']"
https://www.robertwayne.com/pages/locations,Tampa Premium Outlets,2244 Grand Cypress Drive #635,Lutz,FL,33559,US,<MISSING>,8132613728,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 10am-7pm","['2244 Grand Cypress Drive #635 Lutz', 'FL 33559']"
https://www.robertwayne.com/pages/locations,Gurnee Mills,6170 W Grand Ave #437,Gurnee,IL,60031,US,<MISSING>,8478551068,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sat 10am-9:30pm, Sun 11am-7pm","['6170 W Grand Ave #437', 'Gurnee', 'IL 60031']"
https://www.robertwayne.com/pages/locations,Chicago Premium Outlets,1650 Premium Outlets Blvd #1225,Aurora,IL,60502,US,<MISSING>,6304999701,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 10am-7pm","['1650 Premium Outlets Blvd #1225', 'Aurora', 'IL 60502']"
https://www.robertwayne.com/pages/locations,Arundel Mills,7000 Arundel Mills Circle #149,Hanover,MD,21076,US,<MISSING>,4103790480,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9:30pm, Sun 11am-7pm","['7000 Arundel Mills Circle #149', 'Hanover', 'MD 21076']"
https://www.robertwayne.com/pages/locations,Westfield Wheaton,11160 Veirs Mill Road #B214,Wheaton,MD,20902,US,<MISSING>,3019460242,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 11am-7pm","['11160 Veirs Mill Road #B214', 'Wheaton', 'MD 20902']"
https://www.robertwayne.com/pages/locations,Great Lakes Crossing Outlets,4224 Baldwin Road #537,Auburn Hills,MI,48326,US,<MISSING>,2483337494,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 11am-6pm","['4224 Baldwin Road #537', 'Auburn Hills', 'MI 48326']"
https://www.robertwayne.com/pages/locations,Meadows Mall,4300 Meadows Lane #240,Las Vegas,NV,89107,US,<MISSING>,7028703844,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 11am-6pm","['4300 Meadows Lane #240', 'Las Vegas', 'NV 89107']"
https://www.robertwayne.com/pages/locations,Galleria at Sunset,1300 West Sunset Road #1520,Henderson,NV,89014,US,<MISSING>,7024355346,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 11am-6pm","['1300 West Sunset Road #1520', 'Henderson', 'NV 89014']"
https://www.robertwayne.com/pages/locations,Las Vegas Premium Outlets - North,705 South Grand Central Parkway #1078,Las Vegas,NV,89106,US,<MISSING>,7024744508,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 10am-8pm","['705 South Grand Central Parkway #1078', 'Las Vegas', 'NV 89106']"
https://www.robertwayne.com/pages/locations,Las Vegas Premium Outlets - South,7400 Las Vegas Blvd. South #207A,Las Vegas,NV,89123,US,<MISSING>,7028373876,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 10am-8pm","['7400 Las Vegas Blvd. South #207A', 'Las Vegas', 'NV 89123']"
https://www.robertwayne.com/pages/locations,The Mills at Jersey Gardens,651 Kapkowski Road #1102,Elizabeth,NJ,07201,US,<MISSING>,9082824404,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 11am-7pm","['651 Kapkowski Road #1102', 'Elizabeth', 'NJ 07201']"
https://www.robertwayne.com/pages/locations,Woodbridge Center,230 Woodbridge Center Dr #2385,Woodbridge,NJ,07095,US,<MISSING>,7326346757,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9:30pm, Sun 11am-7pm","['230 Woodbridge Center Dr #2385', 'Woodbridge', 'NJ 07095']"
https://www.robertwayne.com/pages/locations,Freehold Mall,3710 Route #9 Space B130,Freehold,NJ,07728,US,<MISSING>,7324622611,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9:30pm, Sun 11am-7pm","['3710 Route #9 Space B130', 'Freehold', 'NJ 07728']"
https://www.robertwayne.com/pages/locations,Gloucester Premium Outlets,100 Premium Outlets Drive #785,Blackwood,NJ,08012,US,<MISSING>,8563024550,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 10am-7pm","['100 Premium Outlets Drive #785', 'Blackwood', 'NJ 08012']"
https://www.robertwayne.com/pages/locations,Coronado Center,6600 Menaul NE #J013,Albuquerque,NE,87110,US,<MISSING>,5058722494,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 12pm-6pm","['6600 Menaul NE #J013', 'Albuquerque', 'NM 87110']"
https://www.robertwayne.com/pages/locations,Staten Island Mall,2655 Richmond Ave #2162,Staten Island,NY,10314,US,<MISSING>,7189830785,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 11am-6pm","['2655 Richmond Ave #2162', 'Staten Island', 'NY 10314']"
https://www.robertwayne.com/pages/locations,Concord Mills,8111 Concord Mills Blvd #604,Concord,NC,28027,US,<MISSING>,7049790087,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 10am-7pm","['8111 Concord Mills Blvd #604', 'Concord', 'NC 28027']"
https://www.robertwayne.com/pages/locations,Charlotte Premium Outlets,5518 New Fashion Way #550,Charlotte,NC,28217,US,<MISSING>,7045832866,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 10am-7pm","['5518 New Fashion Way #550', 'Charlotte', 'NC 28217']"
https://www.robertwayne.com/pages/locations,Cincinnati Premium Outlets,805 Premium Outlets Drive,Monroe,OH,45050,US,<MISSING>,5135393416,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 10am-6pm","['805 Premium Outlets Drive', 'Monroe', 'OH 45050']"
https://www.robertwayne.com/pages/locations,Philadelphia Premium Outlets,18 Lightcap Road #835,Pottstown,PA,19464,US,<MISSING>,6103274920,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 10am-7pm","['18 Lightcap Road #835', 'Pottstown', 'PA 19464']"
https://www.robertwayne.com/pages/locations,Philadelphia Mills,1272 Franklin Mills Circle,Philadelphia,PA,19154,US,<MISSING>,2156322481,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9:30pm, Sun 11am-7pm","['1272 Franklin Mills Circle', 'Philadelphia', 'PA 19154']"
https://www.robertwayne.com/pages/locations,Puerto Rico Premium Outlets,1 Premium Outlets Blvd. Space #225,Barceloneta,PR,00617,US,<MISSING>,7878463077,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 9am-9pm, Sun 11am-7pm","['1 Premium Outlets Blvd. Space #225', 'Barceloneta', 'PR 00617']"
https://www.robertwayne.com/pages/locations,Plaza Del Sol,RT 167 Intersection PR 29 #1608,Bayamon,RT,00961,US,<MISSING>,7877782259,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 11am-7pm","['RT 167 Intersection PR 29', '#1608', 'Bayamon', 'PR 00961']"
https://www.robertwayne.com/pages/locations,Plaza Rio Hondo,60 Ave. Rio Hondo #B053,Bayamon,PR,00961,US,<MISSING>,7877954312,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 11am-7pm","['60 Ave. Rio Hondo', '#B053', 'Bayamon', 'PR 00961']"
https://www.robertwayne.com/pages/locations,Plaza Del Norte,506 Calle Truncado #E132,Hatillo,PR,00659,US,<MISSING>,7878155407,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 11am-7pm","['506 Calle Truncado #E132', 'Hatillo', 'PR 00659']"
https://www.robertwayne.com/pages/locations,Round Rock Premium Outlets,4401 North IH-35 #825,Round Rock,TX,78664,US,<MISSING>,5129300100,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 11am-7pm","['4401 North IH-35 #825', 'Round Rock', 'TX 78664']"
https://www.robertwayne.com/pages/locations,Grand Prairie Premium Outlets,2950 W Interstate 20 Suite 235,Grand Praire,TX,75052,US,<MISSING>,9725227987,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 11am-6pm","['2950 W Interstate 20', 'Suite 235', 'Grand Praire', 'TX 75052']"
https://www.robertwayne.com/pages/locations,Houston Premium Outlets,29300 Hempstead Road #619,Cypress,TX,77433,US,<MISSING>,2812567866,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 11am-7pm","['29300 Hempstead Road #619', 'Cypress', 'TX 77433']"
https://www.robertwayne.com/pages/locations,San Marcos Tanger Outlets,4015 IH-35 South #865,San Marcos,TX,78666,US,<MISSING>,5123927307,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 9am-9pm, Sun 10am-7pm","['4015 IH-35 South #865', 'San Marcos', 'TX 78666']"
https://www.robertwayne.com/pages/locations,Katy Mills,5000 Katy Mills Circle #712,Katy,TX,77494,US,<MISSING>,2815740577,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 11am-6pm","['5000 Katy Mills Circle #712', 'Katy', 'TX 77494']"
https://www.robertwayne.com/pages/locations,Tanger Outlets Galveston/Houston,5886 Gulf Freeway #750,Texas City,TX,79835,US,<MISSING>,2813378962,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 9am-9pm, Sun 11am-7pm","['5886 Gulf Freeway #750', 'Texas City', 'TX 79835']"
https://www.robertwayne.com/pages/locations,The Outlet Shoppes at El Paso,7051 S. Desert Blvd #E548,Canutillo,TX,79835,US,<MISSING>,9158779364,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 10am-7pm","['7051 S. Desert Blvd', '#E548', 'Canutillo', 'TX 79835']"
https://www.robertwayne.com/pages/locations,Town East Mall,2112 Town East Mall,Mesquite,TX,75150,US,<MISSING>,9726827551,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 12am-6pm","['2112 Town East Mall', 'Mesquite', 'TX 75150']"
https://www.robertwayne.com/pages/locations,Parks Mall at Arlington,3811 S. Cooper St. #2170,Arlington,TX,75150,US,<MISSING>,8174667170,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 12am-6pm","['3811 S. Cooper St. #2170 Arlington', 'TX 75150']"
https://www.robertwayne.com/pages/locations,North East Mall,1101 Melbourne Rd. #3024,Hurst,TX,76053,US,<MISSING>,8175909522,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 12am-6pm","['1101 Melbourne Rd. #3024 Hurst', 'TX 76053']"
https://www.robertwayne.com/pages/locations,Grapevine Mills,3000 Grapevine Mills Pkwy #507,Grapevine,TX,76051,US,<MISSING>,9725382076,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 11am-7pm","['3000 Grapevine Mills Pkwy #507 Grapevine', 'TX 76051']"
https://www.robertwayne.com/pages/locations,Potomac Mills,2700 Potomac Mills Circle #742,Prince William,VA,22192,US,<MISSING>,7034999058,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 11am-6pm","['2700 Potomac Mills Circle #742', 'Prince William', 'VA 22192']"
https://www.robertwayne.com/pages/locations,Norfolk Premium Outlets,1600 Premium Outlets Blvd #812,Norfolk,VA,23502,US,<MISSING>,7576733510,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 10am-7pm","['1600 Premium Outlets Blvd #812', 'Norfolk', 'VA 23502']"
https://www.robertwayne.com/pages/locations,Seattle Premium Outlets,10600 Quil Ceda Blvd. #415,Tulalip,WA,98271,US,<MISSING>,3607163151,<MISSING>,<MISSING>,<MISSING>,"Mon-Sat 10am-9pm, Sun 10am-7pm","['10600 Quil Ceda Blvd. #415', 'Tulalip', 'WA 98271']"
