"locator_domain","business_name","location_name","street_address","city","state","zip","store_number","Phone","store_type","location_type","naics_code","latitude","longitude","hours_of_operation","payment_options","amenities","unique_Id","Domain ID","Toll_Free_Phone","Company_Website","Company_Email_Address","Primary_Contact_Name","Primary_Contact_Title","Contact_Email_Address","Has_Ecommerce","Year_Established","Facebook_URL","GooglePlus_URL","Instagram_URL","LinkedIn_URL","Pinterest_URL","Twitter_URL","YouTube_URL","Foursquare_URL","Tumblr_URL","Yelp_URL","reservations","atm","country_code","fax_number","Source URL","Update_time"
"https://www.wendys.com/","THE WENDY'S COMPANY","UPPER MARLBORO","15400 CHRYSLER DRIVE","UPPER MARLBORO","MD","20772","7803","3015743921","","Brand store","722511 - Full-Service Restaurants","38.8179058","-76.7379583","[{days:[mon|tue|wed|thu|fri|sat|sun],start_time:10:00:00|end_time:13:00:00}]","Gift card, Credit Card, Debit Card","","14699","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","15400 E. COLFAX","15400 E. COLFAX AVE","AURORA","CO","80011","697","3033668085","","Brand store","722511 - Full-Service Restaurants","39.7396162","-104.8085959","[{days:[mon|tue|wed|thu|fri|sat|sun],start_time:10:00:00|end_time:13:00:00}]","Gift card, Credit Card, Debit Card","","14700","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","WALDO","15408 NE US HIGHWAY 301","WALDO","FL","32694","9150","3522449176","","Brand store","722511 - Full-Service Restaurants","29.7966551","-82.1681128","[{days:[mon],start_time:10:30:00|end_time:00:00:00},{days:[tue|wed|thu|fri],start_time:10:00:00|end_time:00:00:00},{days:[sat|sun],start_time:10:00:00|end_time:13:00:00}]","Gift card, Credit Card, Debit Card","","14701","1466","","https://www.wendys.com/","","","","","","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","S. NEVADA, CO","1541 S. NEVADA AVE.","COLORADO SPGS.","CO","80905","3467","7194738393","","Brand store","722511 - Full-Service Restaurants","38.8117676","-104.8219202","[{days:[mon|tue|wed|thu|fri|sat|sun],start_time:10:00:00|end_time:00:00:00}]","Gift card, Credit Card, Debit Card","","14702","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","15416 N PIMA ROAD","15416 N PIMA ROAD","SCOTTSDALE","AZ","85260","2171","4809050672","","Brand store","722511 - Full-Service Restaurants","33.6261868","-111.8914658","[{days:[mon|tue|wed|thu|fri|sat|sun],start_time:10:00:00|end_time:00:00:00}]","Gift card, Credit Card, Debit Card","","14703","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","MANKATO","1545 MADISON AVENUE","MANKATO","MN","56001","7792","5076251888","","Brand store","722511 - Full-Service Restaurants","44.1664125","-93.9654847","[{days:[mon|tue|wed|thu|fri],start_time:10:00:00|end_time:23:00:00},{days:[sat|sun],start_time:10:00:00|end_time:13:00:00}]","Gift card, Credit Card, Debit Card","","14704","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","DAVENPORT #2","1545 W LOCUST","DAVENPORT","IA","52804","3937","5633248307","","Brand store","722511 - Full-Service Restaurants","41.5379739","-90.5983829","[{days:[mon|tue|wed|thu|fri|sat|sun],start_time:10:00:00|end_time:14:00:00}]","Gift card, Credit Card, Debit Card","","14705","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","BUTNER03","1546 NC HWY 56","CREEDMOOR","NC","27522","1359","9195283997","","Brand store","722511 - Full-Service Restaurants","36.1455737","-78.7236846","[{days:[mon|tue|wed|thu|fri|sat|sun],start_time:10:30:00|end_time:00:00:00}]","Gift card, Credit Card, Debit Card","","14706","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","15492 WARWICK BLVD","15492 WARWICK BLVD","NEWPORT NEWS","VA","23608","2163","7578872489","","Brand store","722511 - Full-Service Restaurants","37.1582382","-76.5561158","[{days:[mon|tue|wed|thu|fri|sat|sun],start_time:10:00:00|end_time:14:00:00}]","Gift card, Credit Card, Debit Card","","14707","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","APOPKA-MAIN STREET","155 E. MAIN STREET","APOPKA","FL","32703","5281","4078807114","","Brand store","722511 - Full-Service Restaurants","28.6735348","-81.508314","[{days:[mon|tue|wed|thu|fri],start_time:10:00:00|end_time:14:00:00},{days:[sat|sun],start_time:10:00:00|end_time:15:00:00}]","Gift card, Credit Card, Debit Card","","14708","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","HWY 28-HAZLEHURST","155 MARKET PLACE","HAZLEHURST","MS","39083","2058","6018941800","","Brand store","722511 - Full-Service Restaurants","31.8738905","-90.4037838","[{days:[mon|tue|wed|thu|fri],start_time:10:00:00|end_time:13:00:00},{days:[sat|sun],start_time:10:00:00|end_time:14:00:00}]","Gift card, Credit Card, Debit Card","","14709","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","PAINSVILLE #23","1550 MENTOR AVE.","PAINESVILLE","OH","44077","3324","4403570583","","Brand store","722511 - Full-Service Restaurants","41.6995618","-81.277649","[{days:[mon|tue|wed|thu|fri|sat|sun],start_time:10:00:00|end_time:13:00:00}]","Gift card, Credit Card, Debit Card","","14710","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","MT HOPE 450","1550 MT HOPE AVE","ROCHESTER","NY","14620","4096","5852713030","","Brand store","722511 - Full-Service Restaurants","43.1199756","-77.6194765","[{days:[tue],start_time:06:00:00|end_time:00:00:00}]","Gift card, Credit Card, Debit Card","","14711","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","1550 PLEASANT HILL ROAD","1550 PLEASANT HILL ROAD","KISSIMMEE","FL","34746","10647","4073437434","","Brand store","722511 - Full-Service Restaurants","28.2618199","-81.4367614","[{days:[mon|tue|wed|thu|fri|sat|sun],start_time:09:00:00|end_time:14:00:00}]","Gift card, Credit Card, Debit Card","","14712","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","RYMAL ROAD","1550 UPPER JAMES STREET","HAMILTON","ON","L9B1K2","6379","9053891787","","Brand store","722511 - Full-Service Restaurants","43.2036167","-79.8955239","[{days:[mon|tue|wed|thu|fri|sat|sun],start_time:10:30:00|end_time:00:00:00}]","Gift card, Credit Card, Debit Card","","14713","1466","","https://www.wendys.com/","","","","","","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","CA","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","F WABASH #7","1551 E. WABASH","FRANKFORT","IN","46041","4189","7656592811","","Brand store","722511 - Full-Service Restaurants","40.2786157","-86.4944033","[{days:[mon|tue|wed|thu|fri],start_time:10:30:00|end_time:23:00:00},{days:[sat|sun],start_time:10:30:00|end_time:00:00:00}]","Gift card, Credit Card, Debit Card","","14714","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","PARSONS #30","155-33 JAMAICA AVENUE","JAMAICA","NY","11432","2483","7182911008","","Brand store","722511 - Full-Service Restaurants","40.7034421","-73.8003874","[{days:[mon|tue|wed|thu|fri|sat|sun],start_time:10:00:00|end_time:14:00:00}]","Gift card, Credit Card, Debit Card","","14715","1466","","https://www.wendys.com/","","","","","","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","AHOSKIE","1558 E MEMORIAL DRIVE","AHOSKIE","NC","27910","5438","2523328633","","Brand store","722511 - Full-Service Restaurants","36.2715574","-76.9706294","[{days:[tue],start_time:06:00:00|end_time:22:00:00}]","Gift card, Credit Card, Debit Card","","14716","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","TILTON","156 LACONIA RD","TILTON","NH","03276","8943","6032869644","","Brand store","722511 - Full-Service Restaurants","43.4597456","-71.5579063","[{days:[mon|tue|wed|thu|fri],start_time:10:00:00|end_time:22:00:00},{days:[sat|sun],start_time:10:00:00|end_time:23:00:00}]","Gift card, Credit Card, Debit Card","","14717","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","1560 N. STATE ROUTE 59","1560 N. STATE ROUTE 59","NAPERVILLE","IL","60563","1991","6309619683","","Brand store","722511 - Full-Service Restaurants","41.7955189","-88.2050663","[{days:[mon|tue|wed|thu|fri|sat|sun],start_time:09:00:00|end_time:14:00:00}]","Gift card, Credit Card, Debit Card","","14718","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","PACIFIC BLVD","1560 PACIFIC BLVD SE","ALBANY","OR","97321","11792","5419264618","","Brand store","722511 - Full-Service Restaurants","44.6336135","-123.0853471","[{days:[mon|tue|wed|thu|fri|sat|sun],start_time:10:00:00|end_time:00:00:00}]","Gift card, Credit Card, Debit Card","","14719","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","ROUTE 23 NORTH","1560 ROUTE 23 NORTH","WAYNE","NJ","07470","7733","9738721400","","Brand store","722511 - Full-Service Restaurants","40.9375153","-74.2687796","[{days:[mon|tue|wed|thu|fri|sat|sun],start_time:10:00:00|end_time:13:00:00}]","Gift card, Credit Card, Debit Card","","14720","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","1560 S HAMILTON CIRCLE","1560 S HAMILTON CIRCLE","OLATHE","KS","66061","2264","9138297590","","Brand store","722511 - Full-Service Restaurants","38.8581025","-94.8136114","[{days:[mon|tue|wed|thu|fri],start_time:10:00:00|end_time:23:00:00},{days:[sat|sun],start_time:10:00:00|end_time:00:00:00}]","Gift card, Credit Card, Debit Card","","14721","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","BURLINGTON","1560 S. BURLINGTON BLVD.","BURLINGTON","WA","98233","1657","3607570828","","Brand store","722511 - Full-Service Restaurants","48.455587","-122.3350962","[{days:[mon|tue|wed|thu|fri|sat|sun],start_time:10:00:00|end_time:00:00:00}]","Gift card, Credit Card, Debit Card","","14722","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","72ND STREET AND PORTLAND AVE","1401 72ND ST. E.","TACOMA","WA","98404","11353","2534731659","","Brand store","722511 - Full-Service Restaurants","47.1919799","-122.4098973","[{days:[mon|tue|wed|thu|fri|sat|sun],start_time:10:00:00|end_time:13:00:00}]","Gift card, Credit Card, Debit Card","","14383","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","W40 ANGLETON","1401 N. VELASCO ROAD","ANGLETON","TX","77515","11606","9792677048","","Brand store","722511 - Full-Service Restaurants","29.1813518","-95.4334381","[{days:[mon|tue|wed|thu|fri|sat|sun],start_time:10:30:00|end_time:01:00:00}]","Gift card, Credit Card, Debit Card","","14384","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","UNION CITY","1401 S. 1ST","UNION CITY","TN","38261","3304","7318853823","","Brand store","722511 - Full-Service Restaurants","36.4140749","-89.0585595","[{days:[mon|tue|wed|thu|fri|sat|sun],start_time:10:00:00|end_time:00:00:00}]","Gift card, Credit Card, Debit Card","","14385","1466","","https://www.wendys.com/","","","","","","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","VICTORIA","1401 VICTORIA","VENTURA","CA","93003","3883","8056428790","","Brand store","722511 - Full-Service Restaurants","34.2623082","-119.2123193","[{days:[mon|tue|wed|thu|fri],start_time:10:00:00|end_time:22:00:00},{days:[sat|sun],start_time:10:00:00|end_time:00:00:00}]","Gift card, Credit Card, Debit Card","","14386","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","UNIV ILL STUDENT UNION","1401 W. GREEN STREET","URBANA","IL","61801","11374","2173374805","","Brand store","722511 - Full-Service Restaurants","40.1092101","-88.2272225","[{days:[mon|sun],start_time:11:00:00|end_time:18:00:00},{days:[tue|wed|thu|fri|sat],start_time:11:00:00|end_time:21:00:00}]","Gift card, Credit Card, Debit Card","","14387","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","1401 W. KIRBY ST","1401 W. KIRBY ST","WYLIE","TX","75098","9412","9729617143","","Brand store","722511 - Full-Service Restaurants","33.0070527","-96.5545387","[{days:[mon|tue|wed|thu|fri],start_time:10:00:00|end_time:00:00:00},{days:[sat|sun],start_time:10:00:00|end_time:13:00:00}]","Gift card, Credit Card, Debit Card","","14388","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","#507 MUSCLE SHOALS, AL","1401 WOODWARD AVE.","MUSCLE SHOALS","AL","35661","3769","2563819470","","Brand store","722511 - Full-Service Restaurants","34.7493639","-87.6669363","[{days:[mon|tue|wed|thu|fri|sat|sun],start_time:10:00:00|end_time:14:00:00}]","Gift card, Credit Card, Debit Card","","14389","1466","","https://www.wendys.com/","","","","","","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","ASPEN HILL","14012 CONNECTICUT_AVENUE","SILVER SPRING","MD","20906","4873","3018715580","","Brand store","722511 - Full-Service Restaurants","39.0847367","-77.0767276","[{days:[mon|tue|wed|thu|fri|sat|sun],start_time:10:00:00|end_time:13:00:00}]","Gift card, Credit Card, Debit Card","","14390","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","140TH + LORAIN","14015 LORAIN AVE.","CLEVELAND","OH","44111","1908","2162521990","","Brand store","722511 - Full-Service Restaurants","41.4546933","-81.790696","[{days:[mon|tue|wed|thu|fri],start_time:10:30:00|end_time:01:00:00},{days:[sat|sun],start_time:10:30:00|end_time:14:00:00}]","Gift card, Credit Card, Debit Card","","14391","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","W24 WESTHOLLOW","14027 WESTHEIMER","HOUSTON","TX","77077","2247","8325095448","","Brand store","722511 - Full-Service Restaurants","29.7353332","-95.6369846","[{days:[mon|tue|wed|thu|fri|sat|sun],start_time:10:00:00|end_time:13:00:00}]","Gift card, Credit Card, Debit Card","","14392","1466","","https://www.wendys.com/","","","","","","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","#506 SCOTTSBORO, AL","1403 COUNTY PARK RD","SCOTTSBORO","AL","35769","4183","2562593710","","Brand store","722511 - Full-Service Restaurants","34.6476519","-86.0311881","[{days:[mon|tue|wed|thu|fri],start_time:10:00:00|end_time:00:00:00},{days:[sat|sun],start_time:10:00:00|end_time:13:00:00}]","Gift card, Credit Card, Debit Card","","14393","1466","","https://www.wendys.com/","","","","","","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","71ST-QUINCY 6117","1403 E 71ST ST","TULSA","OK","74136","5606","9184888478","","Brand store","722511 - Full-Service Restaurants","36.0611718","-95.9735299","[{days:[mon|tue|wed|thu|fri|sat|sun],start_time:10:00:00|end_time:13:00:00}]","Gift card, Credit Card, Debit Card","","14394","1466","","https://www.wendys.com/","","","","","Yes","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","GARDEN CITY,# 5","1403 E. KANSAS AVE.","GARDEN CITY","KS","67846","3990","6202757178","","Brand store","722511 - Full-Service Restaurants","37.97531","-100.8565768","[{days:[mon|tue|wed|thu|fri],start_time:10:00:00|end_time:00:00:00},{days:[sat|sun],start_time:10:00:00|end_time:13:00:00}]","Gift card, Credit Card, Debit Card","","14395","1466","","https://www.wendys.com/","","","","","","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
"https://www.wendys.com/","THE WENDY'S COMPANY","KINGSVILLE","1404 GENERAL CAVAZOS BLVD.","KINGSVILLE","TX","78363","9647","3612219011","","Brand store","722511 - Full-Service Restaurants","27.4920495","-97.8501826","[{days:[mon|tue|wed|thu|fri],start_time:10:30:00|end_time:00:00:00},{days:[sat|sun],start_time:10:30:00|end_time:01:00:00}]","Gift card, Credit Card, Debit Card","","14396","1466","","https://www.wendys.com/","","","","","","","https://www.facebook.com/Wendys","","https://instagram.com/wendys/#","","","https://twitter.com/Wendys","","","","","","","US","","https://find.wendys.com/",""
