"locator_domain","location_name","street_address","city","state","zip","country_code","store_number","phone","location_type","latitude","longitude","hours_of_operation","page_url","raw_address"
"https://www.kiyonna.com","Growntastic","4699 N. High Street","Columbus","<INACCESSIBLE>","<INACCESSIBLE>","US","26","614-589-5622","kiyonna","40.0582002","-83.020056","<MISSING>","https://www.kiyonna.com/GMAP.html","Ohio 43214 USA"
"https://www.kiyonna.com","Swift Gilly Boutique","19 N. Center street","Versailles","<INACCESSIBLE>","<INACCESSIBLE>","US","27","419-852-9029","kiyonna","40.2230176","-84.4842906","M:Closed |  T","https://www.kiyonna.com/GMAP.html","Ohio 45380 USA"
"https://www.kiyonna.com","Above Average Boutique","110 1st Ave. SE","Wincester","<INACCESSIBLE>","<INACCESSIBLE>","US","28","(931) 315-9920","kiyonna","35.1858742","-86.111419","<MISSING>","https://www.kiyonna.com/GMAP.html","Tennessee 37398 USA"
"https://www.kiyonna.com","Antique and Co.","8700 NE Vancouver Mall Dr","Vancouver","<INACCESSIBLE>","<INACCESSIBLE>","US","29","360-256-6456","kiyonna","45.6579045","-122.5839999","Mon- Sat 10-9p","https://www.kiyonna.com/GMAP.html","Washington 98662 USA"
"https://www.kiyonna.com","Voluptuous","100 Kingston Rd","Ajax","<INACCESSIBLE>","<INACCESSIBLE>","CA","37","905-686-9031","kiyonna","43.8635097","-79.0229887","M-Fri: 10am-8pm; Sat: 10am-6pm; Sun: 12pm-5pm","https://www.kiyonna.com/GMAP.html","Ontario L1Z1E9 Canada"
"https://www.kiyonna.com","Lena &amp; Mae Bridal","337 Connell Street Unit 3","Woodstock","<INACCESSIBLE>","<INACCESSIBLE>","CA","38","506-328-4376","kiyonna","46.1658259","-67.5969639","Tues-Sat: 10am - 5pm  |   By Appointment","https://www.kiyonna.com/GMAP.html","New Brunswick E7M 5G5 Canada"
"https://www.kiyonna.com","L.U.C.Y. Clothing","20565 Fraser Hwy #101","Langley","<INACCESSIBLE>","<INACCESSIBLE>","CA","39","604-532-5898","kiyonna","49.104103","-122.65326","<MISSING>","https://www.kiyonna.com/GMAP.html","British Columbia V3A 4G3 Canada"
"https://www.kiyonna.com","Curvalicious Clothes","<MISSING>","Maple","<INACCESSIBLE>","<INACCESSIBLE>","CA","40","Local: 647-723-2176","kiyonna","43.8517618","-79.5272836","<MISSING>","https://www.kiyonna.com/GMAP.html","Ontario Canada"
"https://www.kiyonna.com","SexyPlus Clothing","5100 Maingate Drive Unit 14","Mississauga","<INACCESSIBLE>","<INACCESSIBLE>","CA","41","905-625-0813","kiyonna","43.6302843","-79.629023","<MISSING>","https://www.kiyonna.com/GMAP.html","Ontario L4W 1X6 Canada"
"https://www.kiyonna.com","Voluptuous","5985 Rodeo Drive #8A","Mississauga","<INACCESSIBLE>","<INACCESSIBLE>","CA","42","416-533-5253","kiyonna","43.6147335","-79.6908224","M-Thurs:11am-7pm;Friday-Sat:11am-8pm;Sun:12pm-5pm","https://www.kiyonna.com/GMAP.html","Ontario L5R3X8 Canada"
"https://www.kiyonna.com","Gestion Ipsa inc.","732A boulevard Perron","Carleton","<INACCESSIBLE>","<INACCESSIBLE>","CA","44","418-364-2012","kiyonna","48.1014073","-66.1117259","<MISSING>","https://www.kiyonna.com/GMAP.html","Quebec G0C 1J0 Canada"
"https://www.kiyonna.com","David's Bridal #50","2600 West Sahara Avenue Suite 109","Las Vegas","<INACCESSIBLE>","<INACCESSIBLE>","US","49","702-367-4779","kiyonna","36.1452628","-115.1766418","<MISSING>","https://www.kiyonna.com/GMAP.html","Nevada 89102 USA"
"https://www.kiyonna.com","David's Bridal #63","301 Hawyood Road","Greenville","<INACCESSIBLE>","<INACCESSIBLE>","US","50","864-675-0088","kiyonna","34.8381787","-82.3450619","<MISSING>","https://www.kiyonna.com/GMAP.html","South Carolina 29607 USA"
"https://www.kiyonna.com","David's Bridal #81","4229 Louisburg Road","Raleigh","<INACCESSIBLE>","<INACCESSIBLE>","US","51","919-877-9828","kiyonna","35.841465","-78.5784166","<MISSING>","https://www.kiyonna.com/GMAP.html","North Carolina 27604 USA"
"https://www.kiyonna.com","David's Bridal #87","3200-B Kirkwood Highway","Wilmington","<INACCESSIBLE>","<INACCESSIBLE>","US","52","302-683-0207","kiyonna","39.736434","-75.6239552","<MISSING>","https://www.kiyonna.com/GMAP.html","Delaware 19808 USA"
"https://www.kiyonna.com","David's Bridal #91","4410 Ontario Mills Parkway","Ontario","<INACCESSIBLE>","<INACCESSIBLE>","US","53","909-476-8414","kiyonna","34.0684109","-117.5557757","<MISSING>","https://www.kiyonna.com/GMAP.html","California 91764 USA"
"https://www.kiyonna.com","David's Bridal #105","125 NW Loop 410 Suite 570","San Antonio","<INACCESSIBLE>","<INACCESSIBLE>","US","54","210-340-5385","kiyonna","29.5231887","-98.4955211","<MISSING>","https://www.kiyonna.com/GMAP.html","Texas 78216 USA"
"https://www.kiyonna.com","David's Bridal #123","1286 Worcester Street","Natick","<INACCESSIBLE>","<INACCESSIBLE>","US","55","508-655-6464","kiyonna","42.2981218","-71.382159","<MISSING>","https://www.kiyonna.com/GMAP.html","Massachusetts 01760 USA"
"https://www.kiyonna.com","David's Bridal #227","3111 Stevens Creek Blvd.","San Jose","<INACCESSIBLE>","<INACCESSIBLE>","US","56","408-554-0025","kiyonna","37.3241044","-121.9506434","<MISSING>","https://www.kiyonna.com/GMAP.html","California 95117 USA"
"https://www.kiyonna.com","David's Bridal #304","5841 NW Loop 410 Suite 101","San Antonio","<INACCESSIBLE>","<INACCESSIBLE>","US","57","210-680-5094","kiyonna","29.4774727","-98.6100751","<MISSING>","https://www.kiyonna.com/GMAP.html","Texas 78238 USA"
