"page_url","location_name","street_address","city","state","zip","country_code","store_number","phone","location_type","latitude","longitude","locator_domain","hours_of_operation","raw_address"
"<MISSING>","MUJI Hunter City Mall Guiyang","<MISSING>","<MISSING>","<MISSING>","<MISSING>","CN","CN500315","0851-85628775","MUJI Hunter City Mall Guiyang","26.5760722327","106.7192167993","muji.com","SUN-THU 10:30~22:00　FRI-SAT 10:30~22:30","<MISSING>"
"<MISSING>","MUJI Chengdu IY","<MISSING>","<MISSING>","<MISSING>","<MISSING>","CN","CN500334","028-8338-6512","MUJI Chengdu IY","30.6451513542","104.0211743702","muji.com","SUN-THU 9:00~22:30  　FRI,SAT  9:00~23:00","<MISSING>"
"<MISSING>","MUJI FoShan NanHai WanKe Plaza","<MISSING>","<MISSING>","<MISSING>","<MISSING>","CN","CN500337","0757-81637680","MUJI FoShan NanHai WanKe Plaza","23.0351880129","113.1551716676","muji.com","SUN-THU 10:00~22:00　FRI,SAT 10:00~22:30","<MISSING>"
"<MISSING>","MUJI ShangHai ChamTime Plaza","<MISSING>","<MISSING>","<MISSING>","<MISSING>","CN","CN500413","021-68589002","MUJI ShangHai ChamTime Plaza","31.2047615488","121.6013835265","muji.com","10:00~22:00","<MISSING>"
"<MISSING>","MUJI Shanghai The Hub Mall","<MISSING>","<MISSING>","<MISSING>","<MISSING>","CN","CN500422","021-5473-1700","MUJI Shanghai The Hub Mall","31.1924277092","121.3149031861","muji.com","10:00~22:00","<MISSING>"
"<MISSING>","MUJI Chengdu Joy City","<MISSING>","<MISSING>","<MISSING>","<MISSING>","CN","CN500444","028-82363711","MUJI Chengdu Joy City","30.6270716734","104.0100491305","muji.com","MON-THU  10:00~22:00 　FRI-SUN    10:00~22:30","<MISSING>"
"<MISSING>","Muji Shanghai The River Mall","<MISSING>","<MISSING>","<MISSING>","<MISSING>","CN","CN500446","021-68782675","Muji Shanghai The River Mall","31.1822662558","121.493188787","muji.com","10:00~22:00","<MISSING>"
"<MISSING>","MUJI Chongqing ZhongYu Plaza","<MISSING>","<MISSING>","<MISSING>","<MISSING>","CN","CN500448","023-67795139","MUJI Chongqing ZhongYu Plaza","29.5977011635","106.5212909845","muji.com","10:00~22:00","<MISSING>"
"<MISSING>","MUJI ShangHai Westgate Mall","<MISSING>","<MISSING>","<MISSING>","<MISSING>","CN","CN500480","021-62415277","MUJI ShangHai Westgate Mall","31.2285402645","121.4567053061","muji.com","10:00~22:00","<MISSING>"
"<MISSING>","MUJI Wangfujing Chongqing Shapingba","<MISSING>","<MISSING>","<MISSING>","<MISSING>","CN","CN500498","023-65802752","MUJI Wangfujing Chongqing Shapingba","29.5571430306","106.464283906","muji.com","10:00～21:50　10:00～22:00","<MISSING>"
"<MISSING>","MUJI HangZhou Binjiang Powerlong Mall","<MISSING>","<MISSING>","<MISSING>","<MISSING>","CN","CN500530","0571-8779-1925","MUJI HangZhou Binjiang Powerlong Mall","30.1891271102","120.1654994861","muji.com","SUN-THU 10:00～22:00　FRI-SAT 10:00～22:30","<MISSING>"
"<MISSING>","MUJI NanTong WenFeng CITY SQUARE","<MISSING>","<MISSING>","<MISSING>","<MISSING>","CN","CN500538","0513-55010056","MUJI NanTong WenFeng CITY SQUARE","31.9968516529","120.8842963887","muji.com","SUN-THU 10:00~21:30　FRI-SAT 10:00~22:00","<MISSING>"
"<MISSING>","MUJI to GO ChongQing Airport T3A","<MISSING>","<MISSING>","<MISSING>","<MISSING>","CN","CN500624","023-67156380","MUJI to GO ChongQing Airport T3A","29.7081487004","106.6553676205","muji.com","MON-SUN 07:00～22:00","<MISSING>"
"<MISSING>","MUJI HangZhou XIXI INTIME","<MISSING>","<MISSING>","<MISSING>","<MISSING>","CN","CN500644","0571-87095978","MUJI HangZhou XIXI INTIME","30.2920176565","120.0760784958","muji.com","MON-SUN 10:00～22:00","<MISSING>"
"<MISSING>","MUJI WuHu YaoHan Living Plaza","<MISSING>","<MISSING>","<MISSING>","<MISSING>","CN","CN500646","0553-5598166","MUJI WuHu YaoHan Living Plaza","31.3405739547","118.3664165269","muji.com","MON-THU : 10:00~21:30　FRI-SUN : 10:00~22:00","<MISSING>"
"<MISSING>","MUJI Nanchang Wangfujing Mall","<MISSING>","<MISSING>","<MISSING>","<MISSING>","CN","CN500666","0791-86209938","MUJI Nanchang Wangfujing Mall","28.6542990828","115.9049325866","muji.com","MON-SUN 10:00~22:00","<MISSING>"
"<MISSING>","MUJI Yancheng Zhong Nan Cheng Shopping Mall","<MISSING>","<MISSING>","<MISSING>","<MISSING>","CN","CN500674","0515-88333311","MUJI Yancheng Zhong Nan Cheng Shopping Mall","33.3224460175","120.1785268237","muji.com","MON-SUN 10:00～22:00","<MISSING>"
"<MISSING>","MUJI to GO ShenZhen Airport Chu Fa","<MISSING>","<MISSING>","<MISSING>","<MISSING>","CN","CN500685","0755-23453420","MUJI to GO ShenZhen Airport Chu Fa","22.6245489837","113.8111434817","muji.com","MON-SUN 8:00～22:00","<MISSING>"
"<MISSING>","MUJI to GO ShenZhen Airport Yuan Ji Wei","<MISSING>","<MISSING>","<MISSING>","<MISSING>","CN","CN500687","0755-23453245","MUJI to GO ShenZhen Airport Yuan Ji Wei","22.6300238921","113.8100670216","muji.com","MON-SUN 7:00~22:00","<MISSING>"
"<MISSING>","MUJI Chang Chun MoTian Huolicheng MALL","<MISSING>","<MISSING>","<MISSING>","<MISSING>","CN","CN500698","0431-80518827","MUJI Chang Chun MoTian Huolicheng MALL","43.8351553687","125.3792758714","muji.com","MON-SUN  10:00~22:00","<MISSING>"
"<MISSING>","MUJI Diner Shanghai Huaihai 755","<MISSING>","<MISSING>","<MISSING>","<MISSING>","CN","CN500701","021-3356-5883","MUJI Diner Shanghai Huaihai 755","31.2187703716","121.464120745","muji.com","10:00～22：00","<MISSING>"
"<MISSING>","MUJI Shang Zhi Du Xin Guang Chang","B-1F No.4 SuZhou RdLuYang Dist","<MISSING>","AnHui Prov","<MISSING>","CN","CN500608","0551-65994147","MUJI Shang Zhi Du Xin Guang Chang","31.8592609491","117.2898764729","muji.com","Summer SUN-THU 10:00～21:30 FRI-SAT 10:00～22:00　Winter SUN-THU 10:00～21:00 FRI-SAT 10:00～21:30","<MISSING>"
"<MISSING>","MUJI HeFei ID Mall","1F No.2868 LuZhou AvBinHu New Area","<MISSING>","AnHui Prov.","<MISSING>","CN","CN500544","0551-66019201","MUJI HeFei ID Mall","31.740183948","117.3027832361","muji.com","SUN~THU 10:00~21:30　FRI~SAT 10:00~22:00","<MISSING>"
"<MISSING>","MUJI Tianehu Wanda Hefei","1F No.3818 South 2nd Ring Rd Shushan Dist","<MISSING>","Anhui Prov.","<MISSING>","CN","CN500071","0551-65990190","MUJI Tianehu Wanda Hefei","31.819212","117.221653","muji.com","MON~SUN 10:00-22:00","<MISSING>"
"<MISSING>","MUJI WuHu Golden Eagle Shopping mall","1F No.189 South ZhongShan Rd Yijiang Dist","<MISSING>","Anhui Prov.","<MISSING>","CN","CN500370","0553-2885606","MUJI WuHu Golden Eagle Shopping mall","31.3163093532","118.3663673572","muji.com","MON-THU 10:00～21:30　FRI-SUN 10:00～22:00","<MISSING>"
"<MISSING>","MUJI COFCO SHINE CITY Beijing","1F building No.7","<MISSING>","Antai Street Shunyi Dist.Beijing","<MISSING>","CN","CN500658","010-80494468","MUJI COFCO SHINE CITY Beijing","40.0892213572","116.5375861608","muji.com","MON-SUN 10:00～21:00","<MISSING>"
"<MISSING>","MUJI Chaoyang Joycity Beijing","3F NO.101 Chaoyang(N)Rd","<MISSING>","BeiJing","<MISSING>","CN","CN500098","010-85526752","MUJI Chaoyang Joycity Beijing","39.9245420507","116.5189386938","muji.com","Mon-Sun 10:00~22:00","<MISSING>"
"<MISSING>","MUJI Beijing BHG Mall Tiantongyuan","1F Buiding FTiantong Zhongyuan (E) Xiaokou Town","<MISSING>","Beijing","<MISSING>","CN","CN500454","010-57859558","MUJI Beijing BHG Mall Tiantongyuan","40.0703931317","116.4144727661","muji.com","9:30~21:30","<MISSING>"
"<MISSING>","MUJI Youtown plaza Beijing","2F NO.5 Sanfeng Beili","<MISSING>","Beijing","<MISSING>","CN","CN500033","010-8563-5386","MUJI Youtown plaza Beijing","39.921783","116.440247","muji.com","10:00-22:00","<MISSING>"
"<MISSING>","MUJI Indigo Beijing","2F NO.18 Jiuxianqiao Rd","<MISSING>","Beijing","<MISSING>","CN","CN500209","010-84260883","MUJI Indigo Beijing","39.969161","116.49044","muji.com","10:00~22:00","<MISSING>"
"<MISSING>","MUJI  Shimao Plaza Beijing","1F Building 3 NO.13 Workers Stadium(N) Rd","<MISSING>","Beijing","<MISSING>","CN","CN500260","010-84185438","MUJI  Shimao Plaza Beijing","39.934536","116.449388","muji.com","10:00-22:00","<MISSING>"
"<MISSING>","MUJI BeiJing Liang Ma Qiao Guan She","2F No.19 Dongfang(E) Rd Liangmaqiao","<MISSING>","Beijing","<MISSING>","CN","CN500401","010-85315253","MUJI BeiJing Liang Ma Qiao Guan She","39.951874","116.46365","muji.com","MON-SUN 10:00~22:00","<MISSING>"
"<MISSING>","MUJI Beijing BHG Changying Mall","1FNo.17 Chaoyang(N) Rd","<MISSING>","Beijing","<MISSING>","CN","CN500450","010-56857395","MUJI Beijing BHG Changying Mall","39.9261064399","116.5968045213","muji.com","MON~SUN 9:30-21:30","<MISSING>"
"<MISSING>","MUJI BEIJING THE PLACE","1F Building No.2No.9 Guanghua Rd","<MISSING>","Beijing","<MISSING>","CN","CN500679","010-65075107","MUJI BEIJING THE PLACE","39.916138295","116.4518821161","muji.com","MON-SUN 10:00～22:00","<MISSING>"
"<MISSING>","MUJI Wangfujing Bejing","3F No.251-253Wangfujing Str","<MISSING>","Beijing","<MISSING>","CN","CN500010","010-6528-2148","MUJI Wangfujing Bejing","39.913793","116.410333","muji.com","10:00～22:00","<MISSING>"
"<MISSING>","MUJI GloryMall Beijing","2F Unit 1NO.18 Chongwen Men Wai Str","<MISSING>","Beijing","<MISSING>","CN","CN500011","010-67191889","MUJI GloryMall Beijing","39.897555","116.419287","muji.com","MON-SUN 10:00～22:00","<MISSING>"
"<MISSING>","MUJI Beijing harmony plaza","1F No.68 Wanfeng Rd","<MISSING>","Beijing","<MISSING>","CN","CN500419","010-63259192","MUJI Beijing harmony plaza","39.8830391102","116.2955943596","muji.com","May.1st-Qct.7th  MON-SUN 10:00~22:00　Oct.8th-Apr.30th   MON-SUN 10:00~21:30","<MISSING>"
"<MISSING>","MUJI Beijing Aeonmall  Fengtai","1F Building No.1 No.88 Fengbao Rd","<MISSING>","Beijing","<MISSING>","CN","CN500464","010-83628072","MUJI Beijing Aeonmall  Fengtai","39.8180403256","116.2905344601","muji.com","MON-SUN 10:00～22:00","<MISSING>"
"<MISSING>","MUJI Beijing SOLANA","2F No.69 Fuxing Rd","<MISSING>","Beijing","<MISSING>","CN","CN500490","010-88199421","MUJI Beijing SOLANA","39.9133356039","116.2794222593","muji.com","MON-SUN 10:30~22:00","<MISSING>"
"<MISSING>","MUJI CapitaMall Crystal Beijing","2F NO.51 Fuxing Rd","<MISSING>","Beijing","<MISSING>","CN","CN500254","010-88197483","MUJI CapitaMall Crystal Beijing","39.908296","116.29747","muji.com","10:00-22:00","<MISSING>"
"<MISSING>","MUJI BEIJING JINYUAN NEW SHOPPING MALL","2F No 1 Yuanda Rd","<MISSING>","Beijing","<MISSING>","CN","CN500407","010-88875158","MUJI BEIJING JINYUAN NEW SHOPPING MALL","39.9592216255","116.2896459257","muji.com","MON‐THU 10:00~21:00 　FRI‐SUN  10:00~22:00","<MISSING>"
"<MISSING>","MUJI Beijing Hualian Wanliu Shopping","1F No.2Bagou Rd","<MISSING>","Beijing","<MISSING>","CN","CN500456","010-82584989","MUJI Beijing Hualian Wanliu Shopping","39.973605","116.29513","muji.com","9:30~21:30","<MISSING>"
"<MISSING>","MUJI BeiJing Aegean","1F hospitaNo.2Building No.12","<MISSING>","Beijing","<MISSING>","CN","CN500364","010-84242620","MUJI BeiJing Aegean","39.9724376557","116.4346716518","muji.com","10:00~22:00","<MISSING>"
"<MISSING>","MUJI Beijing BHG Shun Yi  Mall","1FUnit 1 No.8 Xinshunnan StrRenHe Town","<MISSING>","Beijing","<MISSING>","CN","CN500452","010-61429693","MUJI Beijing BHG Shun Yi  Mall","40.1280017837","116.6523592659","muji.com","MON-SUN9:30-21:30","<MISSING>"
"<MISSING>","MUJI to GO BeiJing Airport T2","2F Capital airport T2 terminal","<MISSING>","Beijing","<MISSING>","CN","CN500522","010-8416-6188","MUJI to GO BeiJing Airport T2","40.0800533199","116.5944932889","muji.com","MON～SUN 06:00～22:00","<MISSING>"
"<MISSING>","AEONMALL FUTTSU","Aeon Mall Futtsu 1F Tochikukaku-seiritchinai200GaikuAoki","<MISSING>","Chiba","293-0012","JA","045434","0439-80-1162","AEONMALL FUTTSU","35.3301619274318","139.846718163609","muji.com","10:00～21:00","<MISSING>"
"<MISSING>","MUJI Fortune Mall Chongqing","Fortune MallNO.1","<MISSING>","Chongqing","<MISSING>","CN","CN500104","023-63011925","MUJI Fortune Mall Chongqing","29.607822","106.512296","muji.com","10:00-22:00","<MISSING>"
"<MISSING>","MUJI Starlight 68 Chongqing","201-203 2F Starlight 68NO.68","<MISSING>","Chongqing","<MISSING>","CN","CN500026","023-6711-5708","MUJI Starlight 68 Chongqing","29.578207","106.530443","muji.com","10:00～22:00","<MISSING>"
"<MISSING>","MUJI ChongQing PARK 108 GuoTaiYouHuoChengShiGuangChang","L1 No.108 ZouRong Rd","<MISSING>","Chongqing City","<MISSING>","CN","CN500652","023-63836275","MUJI ChongQing PARK 108 GuoTaiYouHuoChengShiGuangChang","29.5578502504","106.576028674","muji.com","MON-SUN 10:00～22:00","<MISSING>"
"<MISSING>","MUJI Parc 66","2 F HengLong Plaza No 188 Quancheng Rd Lixia Dist","<MISSING>","City，Shandong Prov.","<MISSING>","CN","CN500030","0531-5563-8108","MUJI Parc 66","36.664615","117.023918","muji.com","10:00-22:00","<MISSING>"
"<MISSING>","MUJI Wanda Taiyuan Sreet Shenyang","1F NO.2 Taiyuan (S) RdHeping Dist","<MISSING>","Dalian Prov.","<MISSING>","CN","CN500197","024-23581833","MUJI Wanda Taiyuan Sreet Shenyang","41.792137","123.399627","muji.com","MON-THU 9:30~21:30　FRI-SAT 9:30~22:00","<MISSING>"
"<MISSING>","MUJI Fu Zhou  Wangfujing Department Store","2F No.128 WuSi RdGuLou Dist","<MISSING>","FuJian Prov","<MISSING>","CN","CN500622","0591-87620770","MUJI Fu Zhou  Wangfujing Department Store","26.091157569","119.305882173","muji.com","MON-SUN 10:00～22:00","<MISSING>"
"<MISSING>","MUJI QuanZhou MS City","2F No.668 FengZe StrFengZe Dist","<MISSING>","FuJian Prov.","<MISSING>","CN","CN500620","0595-22302221","MUJI QuanZhou MS City","24.9026126587","118.607740241","muji.com","SUN-THU 10:00~22:00　FRI-SAT  10:00~22:30","<MISSING>"
"<MISSING>","MUJI ONE MALL","1F","<MISSING>","Fujian Prov.","<MISSING>","CN","CN500667","0592-5256657","MUJI ONE MALL","24.4850706156","118.1735970783","muji.com","MON-SUN 10:00～22:00","<MISSING>"
"<MISSING>","MUJI Wanda Fuzhou","1F","<MISSING>","Fujian Prov.","<MISSING>","CN","CN500037","0591-8825-7481","MUJI Wanda Fuzhou","26.0361608186","119.2751815514","muji.com","MON-SUN 10:00~22:00","<MISSING>"
"<MISSING>","MUJI Puxi Wanda Quanzhou","2F","<MISSING>","Fujian Prov.","<MISSING>","CN","CN500095","0595-28686088","MUJI Puxi Wanda Quanzhou","24.8829517784","118.5985572964","muji.com","MON~SUN 10:00-22:00","<MISSING>"
"<MISSING>","MUJI Quanzhou SCE World City","1F No.69 Anji(S) Rd Fengze Dist","<MISSING>","Fujian Prov.","<MISSING>","CN","CN500504","0595-28800696","MUJI Quanzhou SCE World City","24.9200639496","118.6582883443","muji.com","SUN-THU 10:00~22:00　FRI-SAT 10:00~22:30","<MISSING>"
"<MISSING>","MUJI SM Store Xiamen","1F NO.399 Jiahe RdSiming Dist","<MISSING>","Fujian Prov.","<MISSING>","CN","CN500024","0592-5313-505","MUJI SM Store Xiamen","24.500251","118.125365","muji.com","10:00～22:00","<MISSING>"
"<MISSING>","MUJI Xiamen China city","２F Xiamen China city，NO.175 Siming(S) Rd. Siming Dist","<MISSING>","Fujian Prov.","<MISSING>","CN","CN500257","0592-2130030","MUJI Xiamen China city","24.4525184115","118.0832226524","muji.com","MON-THU 10:00~22:00　FRI-SUN 10：00~22:30","<MISSING>"
"<MISSING>","MUJI  XiaMen WuYuanWan TianHong CCMall","1F XiaMen WuYuanWan TianHong CCMall，No.516 Jinhu Rd Huli Dist","<MISSING>","Fujian Prov.","<MISSING>","CN","CN500638","0592-5060638","MUJI  XiaMen WuYuanWan TianHong CCMall","24.5107694623","118.1602375304","muji.com","MON-THU 10:00~22:00　FRI-SUN 10:00~22:30","<MISSING>"
"<MISSING>","MUJI Xiamen Yuzhou World Trade Center","1F Area BNo. 882-888 Xiahe Rd Siming Distric","<MISSING>","Fujian Prov.","<MISSING>","CN","CN500482","0592-2028938","MUJI Xiamen Yuzhou World Trade Center","24.4670448704","118.112929439","muji.com","10:00~22:00","<MISSING>"
"<MISSING>","MUJI LanZhou Guo Fang Bai Huo","2F No.4-6 GuangChang(S)Rd ChengGuan Dist","<MISSING>","Gansu Prov.","<MISSING>","CN","CN500560","0931-8634941","MUJI LanZhou Guo Fang Bai Huo","36.0518932919","103.8442350543","muji.com","May.1st-Oct.31th  SUN-THU 9:30~21:30; FRI-SAT 9:30~22:00　Nov.1st-Apr.30th  SUN-THU 9:30~21:00; FRI-SAT 9:30~21:30","<MISSING>"
"<MISSING>","MUJI LANZHOU CENTER","1F lanzhou center No.16 Xijin(W)Rd Qilihe Dist","<MISSING>","Gansu Prov.","<MISSING>","CN","CN500691","0931-2312594","MUJI LANZHOU CENTER","36.0700092745","103.7741004688","muji.com","Oct 1st-Apr 30th:MON-SUN :10:00~21:30　May 1st-Sep 30th:MON-SUN : 10:00~22:00","<MISSING>"
"<MISSING>","MUJI G5 Guangzhou","1F","<MISSING>","Guangdong Prov.","<MISSING>","CN","CN500248","020-36484863","MUJI G5 Guangzhou","23.182295","113.264515","muji.com","10:00~22:00","<MISSING>"
"<MISSING>","MUJI Popark mall Guangzhou","B1Popark Mall NO.63 Mid Linhe RdTianhe Dist","<MISSING>","Guangdong Prov.","<MISSING>","CN","CN500157","020-38096163","MUJI Popark mall Guangzhou","23.146743","113.325196","muji.com","MON-SUN 10:00～22:00","<MISSING>"
"<MISSING>","MUJI Metropolitan Plaza Guangzhou","B1 Metropolitan Plaza No.8 Sand AvenueLiwan Dist","<MISSING>","Guangdong Prov.","<MISSING>","CN","CN500327","020-81536581","MUJI Metropolitan Plaza Guangzhou","23.1128681162","113.2364552962","muji.com","10:00~22:00","<MISSING>"
"<MISSING>","MUJI happy valley guangzhou","1F No.36 Racecourse Rd Tianhe Dist","<MISSING>","Guangdong Prov.","<MISSING>","CN","CN500404","020-38325302","MUJI happy valley guangzhou","23.123711","113.34438","muji.com","10:00~22:00","<MISSING>"
"<MISSING>","MUJI Guangzhou One Link Walk","B1 One Link WalkRoom No.232 Tianhe RdTianhe Dist","<MISSING>","Guangdong Prov.","<MISSING>","CN","CN500442","020-38875565","MUJI Guangzhou One Link Walk","23.132755031","113.3290333916","muji.com","10:00-22:00","<MISSING>"
"<MISSING>","MUJI GuangZhou Jiangyan Road Vankely","B1No.99 Jiangyan Rd Haizhu Dist","<MISSING>","Guangdong Prov.","<MISSING>","CN","CN500462","020-89635521","MUJI GuangZhou Jiangyan Road Vankely","23.0821235969","113.2784968965","muji.com","10:00~22:00","<MISSING>"
"<MISSING>","MUJI MixC Shenzhen","3F Mixc Mall Phase1No.1881 Baoan(S) Rd. Luohu Dist","<MISSING>","Guangdong Prov.","<MISSING>","CN","CN500059","0755-8266-5710","MUJI MixC Shenzhen","22.5391778085","114.1112103445","muji.com","SUN-THU 10:00～22:00　FRI,SAT,Days before holidays10:00～22:30","<MISSING>"
"<MISSING>","MUJI CocoPark Shenzhen","L2 Cocopark No.269 Fuhua 3rd RdFutian Dist","<MISSING>","Guangdong Prov.","<MISSING>","CN","CN500080","0755-83270706","MUJI CocoPark Shenzhen","22.5329606238","114.054526406","muji.com","SUN-THU 10:00～22:00　SAT,SUN 10:00～22:30","<MISSING>"
"<MISSING>","MUJI Shenzhen Scpg Center","2FShenzhen Scpg Center No.69 Nonglin RdFutian Dist","<MISSING>","Guangdong Prov.","<MISSING>","CN","CN500125","0755-82561517","MUJI Shenzhen Scpg Center","22.544666","114.011028","muji.com","SUN-THU 10:00～22:00 　FRI,SAT  10:00～22:30","<MISSING>"
"<MISSING>","MUJI ShenZhen Coastal City","3F No.33 Wenxin 5 RdNanShan Dist","<MISSING>","Guangdong Prov.","<MISSING>","CN","CN500137","0755-26918106","MUJI ShenZhen Coastal City","22.5169352056","113.9356522792","muji.com","SUN-THU 10:00~22:00　FRI-SAT 10:00~22:30","<MISSING>"
"<MISSING>","MUJI All City Shenzen","1F NO.2233 Zhongxin Rd. Nanshan Dist","<MISSING>","Guangdong Prov.","<MISSING>","CN","CN500140","0755-36889098","MUJI All City Shenzen","22.5005320724","113.9385903583","muji.com","SUN-THU 10:00～22:00　FRI,SAT 10:00～22:30","<MISSING>"
"<MISSING>","MUJI Zhuoyue INTOWN Shenzhen","2F Zhuoyue INTOWN Shenzhen，South of No.3 Fuhua Rd West of HaiTian Rd Futian Dist","<MISSING>","Guangdong Prov.","<MISSING>","CN","CN500245","0755-82713230","MUJI Zhuoyue INTOWN Shenzhen","22.53239","114.064036","muji.com","10:00~22:00","<MISSING>"
"<MISSING>","MUJI Shenzhen MH Mall","L1 No.8 Golf RdLonghua New Dist","<MISSING>","Guangdong Prov.","<MISSING>","CN","CN500306","0755-23771703","MUJI Shenzhen MH Mall","22.7226137712","114.0761525897","muji.com","SUN-THU 10:00-22:00　FRI.SAT 10:00~22:30","<MISSING>"
"<MISSING>","MUJI OCTBAY Happy Mall Shenzhen","G OCTBAY Happy Mall No.8 Baishi(E) RdNanshan Dist","<MISSING>","Guangdong Prov.","<MISSING>","CN","CN500309","0755-86966232","MUJI OCTBAY Happy Mall Shenzhen","22.5250833409","113.9878179495","muji.com","10:00-22:00","<MISSING>"
"<MISSING>","MUJI Shenzhen Longhua 9 square","1F Shenzhen Longhua 9 square，No.2020 Renmin Rd Longhua Dist","<MISSING>","Guangdong Prov.","<MISSING>","CN","CN500318","0755-23025796","MUJI Shenzhen Longhua 9 square","22.627886","114.023902","muji.com","MON-THU 10:00~22:00　FRI-SUN 10:00~22:30","<MISSING>"
"<MISSING>","MUJI to GO Shenzhen Airport GTC","2F GTC Terminal T3 International AirportBaoan Dist","<MISSING>","Guangdong Prov.","<MISSING>","CN","CN500331","0755-23453079","MUJI to GO Shenzhen Airport GTC","22.623661","113.81335","muji.com","MON-SUN  7:30~22:00","<MISSING>"
"<MISSING>","MUJI Shenzhen  Huaqiangbei 9Square Mall","2F No. 1018 Huafu Rd Futian Dist","<MISSING>","Guangdong Prov.","<MISSING>","CN","CN500470","0755-23482273","MUJI Shenzhen  Huaqiangbei 9Square Mall","22.5432829264","114.0843120566","muji.com","SUN-THU 10:00-22:00　FRI.SAT.On the eve of public holidays 10:00-22:30","<MISSING>"
