city,country_code,hours_of_operation,latitude,location_name,location_type,locator_domain,longitude,page_url,phone,state,store_number,street_address,zip
<MISSING>,US,"Hours:6AM - 12AM, 7 days a week",33.947185,LAX Airport,<MISSING>,https://www.shakeshack.com/locations/,  -118.407376,<MISSING>,<MISSING>,California,<MISSING>,"Los Angeles International Airport,Terminal 3 / Gate 34,1 World Way, Los Angeles",90045
Marina del Rey,US,"Hours:11AM to 10PM Sunday - Thursday;11AM to 11PM, Friday & Saturday",33.977892,"Marina del Rey, CA",<MISSING>,https://www.shakeshack.com/locations/,  -118.4390224,<MISSING>,213-618-3241,California,<MISSING>,4786 Admiralty Way,90292
Stanford Shopping Center,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",37.443954,"Stanford Shopping Center, CA",<MISSING>,https://www.shakeshack.com/locations/,  -122.168131,<MISSING>,<MISSING>,California,<MISSING>,180 El Camino Real,94304
"Little Italy, San Diego",US,"Hours:11AM to 10PM Sunday - Thursday;11AM to 11PM, Friday & Saturday",32.725483,"Little Italy, San Diego, CA",<MISSING>,https://www.shakeshack.com/locations/,  -117.1689792,<MISSING>,(619) 331-3958,California,<MISSING>,2008 India Street,92101
Mission Valley,US,"Hours:11AM - 11PM, 7 days a week",32.766541,"Mission Valley, CA",<MISSING>,https://www.shakeshack.com/locations/,  -117.158236,<MISSING>,<MISSING>,California,<MISSING>,675 Camino De La Reina,92108
UTC San Diego,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",32.870504,"UTC San Diego, CA",<MISSING>,https://www.shakeshack.com/locations/,  -117.212223,<MISSING>,<MISSING>,California,<MISSING>,4309 La Jolla Village Drive,92122
Westlake Village,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",34.158688,"Westlake Village, CA",<MISSING>,https://www.shakeshack.com/locations/,  -118.819745,<MISSING>,(805) 309-5941,California,<MISSING>,120 Promenade Way,91362
West Hollywood,US,"Hours:11AM - 11:30PM, 7 days a week",34.088582,"West Hollywood, CA",<MISSING>,https://www.shakeshack.com/locations/,  -118.377412,<MISSING>,323.488.3010,California,<MISSING>,8520 Santa Monica Boulevard,90069
RiNo Denver,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",39.762263,"RiNo Denver, CO",<MISSING>,https://www.shakeshack.com/locations/,  -104.980552,<MISSING>,720.543.8609,Colorado,<MISSING>,2995 Larimer Street,80205
Highlands Ranch,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM Friday & Saturday",39.554574,"Highlands Ranch, CO",<MISSING>,https://www.shakeshack.com/locations/,  -105.007580,<MISSING>,(720) 452-1007,Colorado,<MISSING>,1509 Park Central Drive Suite 100,80129
Darien,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday - Saturday",41.070116,"Darien, CT",<MISSING>,https://www.shakeshack.com/locations/,  -73.4769445,<MISSING>,203-614-1411,Connecticut,<MISSING>,1340 Post Road,06820
New Haven,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",41.306836,"New Haven, CT",<MISSING>,https://www.shakeshack.com/locations/,  -72.928528,<MISSING>,203.747.8483,Connecticut,<MISSING>,986 Chapel Street,06510
West Hartford,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",41.726738,"West Hartford, CT",<MISSING>,https://www.shakeshack.com/locations/,  -72.756572,<MISSING>,(860) 900-0559,Connecticut,<MISSING>,"1445 New Britain Ave, Unit # 1385",06110
Westport,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",41.138442,"Westport, CT",<MISSING>,https://www.shakeshack.com/locations/,  -73.299224,<MISSING>,203.682.6570,Connecticut,<MISSING>,1849 Post Road East,<MISSING>
Christiana,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",39.672328,"Christiana, DE",<MISSING>,https://www.shakeshack.com/locations/,  -75.648706,<MISSING>,302-597-7417,Delaware,<MISSING>,2120 Fashion Center Blvd,19702
Aventura Mall,US,"Hours:11AM - 9:30PM, Monday - Saturday;12PM - 8PM, Sunday",25.957929,"Aventura Mall, FL",<MISSING>,https://www.shakeshack.com/locations/,  -80.142710,<MISSING>,786-204-3807,Florida,<MISSING>,Aventura Mall,33180
Boca Raton,US,"Hours:11AM - 10PM, Sunday - Wednesday;11AM - 11PM, Thursday - Saturday;Just off I-95, Exit 45",26.365411,"Boca Raton, FL",<MISSING>,https://www.shakeshack.com/locations/,  -80.109813,<MISSING>,561.923.0847,Florida,<MISSING>,"University Commons,1400 Glades Road",33431
Coral Gables,US,"Hours:11AM - 11PM, Sunday - Thursday;11AM - 12AM, Friday & Saturday",25.710108,"Coral Gables, FL",<MISSING>,https://www.shakeshack.com/locations/,  -80.282033,<MISSING>,786.470.3701,Florida,<MISSING>,1450 South Dixie Highway (US1),33146
Fort Lauderdale,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",26.155452,"Fort Lauderdale, FL",<MISSING>,https://www.shakeshack.com/locations/,  -80.117601,<MISSING>,(754) 216-4398,Florida,<MISSING>,2400 N Federal Hwy,33305
"Mary Brickell Village, Miami",US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",25.76506,"Mary Brickell Village, Miami, FL",<MISSING>,https://www.shakeshack.com/locations/,  -80.1934925,<MISSING>,786-292-5777,Florida,<MISSING>,901 South Miami Ave. Suite 109,33130
"The Falls, Miami",US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",25.644055,"The Falls, Miami, FL",<MISSING>,https://www.shakeshack.com/locations/,  -80.335390,<MISSING>,(786) 605-5301,Florida,<MISSING>,8810 SW 136th Street,33176
Miami Beach,US,"Hours:11AM - 11PM, Sunday - Thursday;11AM - 12AM, Friday & Saturday",25.790835,"Miami Beach, FL",<MISSING>,https://www.shakeshack.com/locations/,  -80.140210,<MISSING>,305.434.7787,Florida,<MISSING>,"1111 Lincoln Road,(at Lenox Avenue)",33139
Florida Mall,US,"Hours:11AM - 10PM, Monday - Friday;11AM - 10:30PM, Saturday;11AM - 9PM, Sunday",28.446707,"Florida Mall, Orlando",<MISSING>,https://www.shakeshack.com/locations/,  -81.395203,<MISSING>,407-627-1029,Florida,<MISSING>,8001 S. Orange Blossom Trail,32809
"International Drive, Orlando",US,"Hours:11AM - 11PM, Sunday - Thursday;11AM - 12AM, Friday & Saturday",28.444042,"International Drive, Orlando, FL",<MISSING>,https://www.shakeshack.com/locations/,  -81.470028,<MISSING>,407.205.0362,Florida,<MISSING>,8359 International Drive,32819
Mall at Millenia,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",28.486808,"Mall at Millenia, FL",<MISSING>,https://www.shakeshack.com/locations/,  -81.428488,<MISSING>,(407) 627-1101,Florida,<MISSING>,4068 Conroy Rd,32839
Sarasota,US,"Hours:11AM to 10PM, Sunday - Thursday;11AM to 11PM, Friday & Saturday",27.385865,"Sarasota, FL",<MISSING>,https://www.shakeshack.com/locations/,  -82.4551533,<MISSING>,(941) 413-1351,Florida,<MISSING>,"190 N Cattlemen Road, Unit 1",34243
Winter Park,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",28.597768,"Winter Park, FL",<MISSING>,https://www.shakeshack.com/locations/,  -81.366164,<MISSING>,321.203.5130,Florida,<MISSING>,119 N Orlando Avenue,32789
Hartsfield-Jackson Airport,US,"Hours:6AM - 10PM, 7 days a week",33.642719,"Hartsfield-Jackson Airport, Atlanta",<MISSING>,https://www.shakeshack.com/locations/,  -84.439291,<MISSING>,<MISSING>,Georgia,<MISSING>,Concourse A near Gate A28,30320
Buckhead,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",33.837701,"Buckhead, GA",<MISSING>,https://www.shakeshack.com/locations/,  -84.380871,<MISSING>,470.809.9201,Georgia,<MISSING>,Buckhead Atlanta,30305
"Old Fourth Ward, Atlanta",US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",33.7535455,"Old Fourth Ward, Atlanta, GA",<MISSING>,https://www.shakeshack.com/locations/,  -84.3650484,<MISSING>,470-377-8697,Georgia,<MISSING>,670 DeKalb Ave NE Suite 103,30312
Perimeter Mall,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",33.923292,"Perimeter Mall, GA",<MISSING>,https://www.shakeshack.com/locations/,  -84.339559,<MISSING>,<MISSING>,Georgia,<MISSING>,4400 Ashford Dunwoody Road ,30346
Chicago Athletic Association,US,"Hours:11AM - 11PM, 7 days a week",41.881603,"Chicago Athletic Association, Chicago",<MISSING>,https://www.shakeshack.com/locations/,  -87.624689,<MISSING>,312.646.6005,Illinois,<MISSING>,12 S Michigan Ave,60603
River North,US,"Hours:11AM - 11PM, Sunday - Thursday;11AM - 12AM, Friday & Saturday",41.892616,"River North, Chicago",<MISSING>,https://www.shakeshack.com/locations/,  -87.625568,<MISSING>,312.667.1701,Illinois,<MISSING>,66 E. Ohio Street,60611
West Loop,US,"Hours:11AM - 11PM, 7 days a week",41.885411,"West Loop, Chicago",<MISSING>,https://www.shakeshack.com/locations/,  -87.651979,<MISSING>,312-800-8926,Illinois,<MISSING>,185 N. Morgan Street,60607
Wrigleyville,US,"Hours:11AM - 10PM, Sunday -Thursday;11AM - 11PM, Friday - Saturday",41.946298,"Wrigleyville, IL",<MISSING>,https://www.shakeshack.com/locations/,  -87.655543,<MISSING>,(312) 766-5882,Illinois,<MISSING>,3519 North Clark St,60657
Oak Brook,US,"Hours:11AM - 10PM, Monday-Saturday;11AM - 9PM, Sunday",41.851816,"Oak Brook, IL",<MISSING>,https://www.shakeshack.com/locations/,  -87.948219,<MISSING>,(630) 413-1017,Illinois,<MISSING>,1950 Spring Road,60523
Old Orchard,US,"Hours:10:30AM - 9:30PM, Monday - Thursday;10:30AM - 10:30PM, Friday & Saturday;10:30AM - 9:00PM, Sunday",42.060039,"Old Orchard, Skokie",<MISSING>,https://www.shakeshack.com/locations/,  -87.749841,<MISSING>,847.380.1240,Illinois,<MISSING>,4999 Old Orchard Center,60077
Vernon Hills,US,"Hours:11AM — 10PM, Monday — Saturday;11AM — 9PM, Sunday",42.2405358,"Vernon Hills, IL",<MISSING>,https://www.shakeshack.com/locations/,  -87.9459313,<MISSING>,224-294-2010,Illinois,<MISSING>,"864 E. Townline Road,",60061
Leawood,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",38.9135208,"Leawood, KS",<MISSING>,https://www.shakeshack.com/locations/,  -94.6483941,<MISSING>,<MISSING>,Kansas,<MISSING>,"5200 W. 119th Street, ",66209
Lexington,US,"Hours:11AM - 9PM, Sunday - Thursday;11AM - 10PM, Friday & Saturday",37.977144,"Lexington, KY",<MISSING>,https://www.shakeshack.com/locations/,  -84.526808,<MISSING>,859.721.1295,Kentucky,<MISSING>,"115 Summit at Fritz Farm, Suite 110",40517
Metairie,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",30.0040914,"Metairie, Louisiana",<MISSING>,https://www.shakeshack.com/locations/,  -90.1604357,<MISSING>,(504) 380-0279,Louisiana,<MISSING>,"Shake Shack - Metairie,3501 Veterans Memorial,",70002
Inner Harbor,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",39.286974,"Inner Harbor, Baltimore",<MISSING>,https://www.shakeshack.com/locations/,  -76.609776,<MISSING>,443.973.3630,Maryland,<MISSING>,400 E. Pratt Street,21202
M&T Bank Stadium,US,Hours:Open two hours before game/event until the end of the game/event.,39.277361,"M&T Bank Stadium, Baltimore",<MISSING>,https://www.shakeshack.com/locations/,  -76.623021,<MISSING>,<MISSING>,Maryland,<MISSING>,M&T Bank Stadium,21230
Mall in Columbia,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",39.216619,"Mall in Columbia, MD",<MISSING>,https://www.shakeshack.com/locations/,  -76.863117,<MISSING>,<MISSING>,Maryland,<MISSING>,10300 Little Patuxent Pkwy,21044
MGM National Harbor,US,"Hours:11AM - 11PM, Sunday - Thursday;11AM - 1AM, Friday & Saturday",38.795028,"MGM National Harbor, MD",<MISSING>,https://www.shakeshack.com/locations/,  -77.007954,<MISSING>,240.672.0155,Maryland,<MISSING>,101 MGM National Avenue,20745
"Cabin John, Potomac",US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday - Saturday",39.041215,"Cabin John, Potomac, MD",<MISSING>,https://www.shakeshack.com/locations/,  -77.159077,<MISSING>,301.679.6470,Maryland,<MISSING>,7997 Tuckerman Lane,20854
"Newbury Street, Boston",US,"Hours:11AM - 10PM, 7 days a week",42.349629,"Newbury Street, Boston, MA",<MISSING>,https://www.shakeshack.com/locations/,  -71.080846,<MISSING>,617-933-5050,Massachusetts,<MISSING>,234-236 Newbury Street,02116
"Boston Seaport, Boston",US,"Hours:11AM - 10PM, 7 days a week",42.352129,"Boston Seaport, Boston, MA",<MISSING>,https://www.shakeshack.com/locations/,  -71.046655,<MISSING>,617.337.4699,Massachusetts,<MISSING>,77 Seaport Blvd,02210
Harvard Square,US,"Hours:11AM - 10PM, 7 days a week",42.372189,"Harvard Square, MA",<MISSING>,https://www.shakeshack.com/locations/,  -71.121031,<MISSING>,617.758.8495,Massachusetts,<MISSING>,Harvard Square,02138
Chestnut Hill,US,"Hours:11AM - 10PM, 7 days a week;Take T to Chestnut Hill stop, D line",42.322605,"Chestnut Hill, MA",<MISSING>,https://www.shakeshack.com/locations/,  -71.169678,<MISSING>,617.651.3406,Massachusetts,<MISSING>,"THE STREET,49 Boylston Street",02467
Dedham,US,"Hours:11AM - 10PM, Monday - Saturday;11AM - 9PM, Sunday",42.231258,"Dedham, MA",<MISSING>,https://www.shakeshack.com/locations/,  -71.176708,<MISSING>,781.489.7330,Massachusetts,<MISSING>,226 Legacy Place,02026
Ann Arbor,US,"Hours:11AM - 10PM, Sunday - Saturday",42.257025,"Ann Arbor, MI",<MISSING>,https://www.shakeshack.com/locations/,  -83.6994542,<MISSING>,<MISSING>,Michigan,<MISSING>,"Shake Shack - Ann Arbor,3030 Washtenaw Ave #107,",48104
Downtown Detroit,US,"Hours:11AM - 9:30PM, Monday - Thursday;11AM - 11PM, Friday - Saturday;11AM - 9PM, Sunday",42.331336,"Downtown Detroit, MI",<MISSING>,https://www.shakeshack.com/locations/,  -83.045911,<MISSING>,313.672.0501,Michigan,<MISSING>,Shake Shack - Downtown Detroit,48226
Troy,US,"Hours:11AM - 10PM, Monday - Sunday",42.562354,"Troy, MI",<MISSING>,https://www.shakeshack.com/locations/,  -83.164648,<MISSING>,248.817.1529,Michigan,<MISSING>,850 West Big Beaver Road,48084
Somerset Collection,US,"Hours:12PM - 6PM, Sunday;11AM - 9PM, Monday - Saturday",42.562824,"Somerset Collection, MI",<MISSING>,https://www.shakeshack.com/locations/,  -83.1853305,<MISSING>,947.209.4240,Michigan,<MISSING>,Shake Shack - Somerset Collection,48084
Southdale,US,"Hours:11AM - 10PM, Monday-Saturday;11AM - 9PM, Sunday",44.883071,"Southdale, MN",<MISSING>,https://www.shakeshack.com/locations/,  -93.328579,<MISSING>,(612) 389-1151,Minnesota,<MISSING>,6603 France Ave S.,55435
Mall of America,US,"Hours:11AM - 9:30PM, Monday - Saturday;11AM - 7PM, Sunday",44.8558425,"Mall of America, MN",<MISSING>,https://www.shakeshack.com/locations/,  -93.2421451,<MISSING>,952.466.6056,Minnesota,<MISSING>,332 North Garden,55425
"Country Club Plaza, Kansas City",US,"Hours:11AM - 10PM, Sunday - Saturday",39.042220,"Country Club Plaza, Kansas City, MO",<MISSING>,https://www.shakeshack.com/locations/,  -94.590670,<MISSING>,816.708.4030,Missouri,<MISSING>,239 West 47th Street,64112
Central West End,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",38.641604,"Central West End, MO",<MISSING>,https://www.shakeshack.com/locations/,  -90.261792,<MISSING>,314.627.5518,Missouri,<MISSING>,60 North Euclid,63108
Henderson,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",36.021622,"Henderson, NV",<MISSING>,https://www.shakeshack.com/locations/,  -115.085376,<MISSING>,<MISSING>,Nevada,<MISSING>,"2225 Village Walk Drive,Suite 191",89052
"MGM NY NY, Las Vegas",US,"Hours:10:30AM - 2AM, 7 days a week",36.103139,"MGM NY NY, Las Vegas, NV",<MISSING>,https://www.shakeshack.com/locations/,  -115.173588,<MISSING>,725.222.6730,Nevada,<MISSING>,3790 S Las Vegas Blvd,89109
Las Vegas N. Premium Outlets,US,"Hours:11AM - 10PM, Monday - Saturday;11AM - 9PM, Sunday",36.162747,"Las Vegas N. Premium Outlets, NV",<MISSING>,https://www.shakeshack.com/locations/,  -115.158589,<MISSING>,(702) 570-1613,Nevada,<MISSING>,905 South Grand Central Parkway,89106
Summerlin,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",36.151691,"Summerlin, NV",<MISSING>,https://www.shakeshack.com/locations/,  -115.332718,<MISSING>,702.964.1025,Nevada,<MISSING>,10975 Oval Park Drive,89135
"T-Mobile Arena, Nevada",US,Hours:Check the T-Mobile Arena events calendar.,36.102668,"T-Mobile Arena, Nevada, Las Vegas",<MISSING>,https://www.shakeshack.com/locations/,  -115.178209,<MISSING>,<MISSING>,Nevada,<MISSING>,3780 S Las Vegas Blvd,89109
Bridgewater,US,"Hours:11AM - 10PM, Monday - Thursday;11AM - 11PM, Friday & Saturday;11AM - 9PM, Sunday",40.583174,"Bridgewater, NJ",<MISSING>,https://www.shakeshack.com/locations/,  -74.614943,<MISSING>,732.347.8820,New Jersey,<MISSING>,"610 Commons Way,Space 4320",08807
Cherry Hill,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",39.9285589,"Cherry Hill, NJ",<MISSING>,https://www.shakeshack.com/locations/,  -75.0338983,<MISSING>,856-382-9870,New Jersey,<MISSING>,"795 Haddonfield Road, ",08002
Eatontown,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",40.289809,"Eatontown, NJ",<MISSING>,https://www.shakeshack.com/locations/,  -74.052379,<MISSING>,732-876-3641,New Jersey,<MISSING>,"180 NJ-35 South, Space OP05, ",07724
Garden State Plaza,US,"Hours:11AM - 10PM, Monday - Thursday;11AM - 11PM, Friday & Saturday;11AM - 9PM, Sunday",40.916552,"Garden State Plaza, NJ",<MISSING>,https://www.shakeshack.com/locations/,  -74.074976,<MISSING>,201.576.8096,New Jersey,<MISSING>,1 Garden State Plaza,07652
Livingston,US,"Hours:11AM to 9PM, Sunday;11AM to 10PM, Monday - Thursday;11AM to 11PM, Friday & Saturday",40.797742,"Livingston, NJ",<MISSING>,https://www.shakeshack.com/locations/,  -74.340743,<MISSING>,973-629-8329,New Jersey,<MISSING>,280 Eisenhower Parkway,07039
Marlton,US,"Hours:11AM - 10PM, Monday - Thursday;11AM - 11PM, Friday - Saturday;11AM - 9PM, Sunday",39.895434,"Marlton, NJ",<MISSING>,https://www.shakeshack.com/locations/,  -74.930225,<MISSING>,856.334.3679,New Jersey,<MISSING>,"Marlton Commons,321 Route 70 West",08053
Paramus,US,"Hours:11 AM - 10 PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",40.953506,"Paramus, NJ",<MISSING>,https://www.shakeshack.com/locations/,  -74.073585,<MISSING>,201.241.2381,New Jersey,<MISSING>,"479 Route 17 South,(between Midland & Ridgewood Avenues)",07652
Monmouth Travel Plaza,US,"Hours:8AM - 12AM, 7 days a week",40.198222,"Monmouth Travel Plaza, NJ",<MISSING>,https://www.shakeshack.com/locations/,  -74.1002272,<MISSING>,<MISSING>,New Jersey,<MISSING>,Monmouth Travel Plaza,07719
Wayne,US,"Hours:11AM - 10PM, Monday - Thursday;11AM - 11PM, Friday & Saturday;11AM - 9PM, Sunday",40.887530,"Wayne, NJ",<MISSING>,https://www.shakeshack.com/locations/,  -74.254160,<MISSING>,(862) 684-8660,New Jersey,<MISSING>,96 Willowbrook Blvd.,07470
Astor Place,US,"Hours:11AM - 11PM, Sunday - Thursday;11AM - 12AM, Friday - Saturday",40.730126,"Astor Place, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -73.989760,<MISSING>,(646) 813-2189,New York,<MISSING>,20 Third Avenue,10003
(between West Street & North End Ave),US,"Hours:10:30AM - 11PM, 7 days a week",40.715275,"Battery Park City, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -74.014799,<MISSING>,646.545.4600,New York,<MISSING>,215 Murray Street,<MISSING>
Flushing (Queens),US,Hours:Open two hours before game until the end of the game.,40.757733,"Citi Field, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -73.845506,<MISSING>,<MISSING>,New York,<MISSING>,12301 Roosevelt Ave,<MISSING>
Cross County,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",40.928596,"Cross County, NY",<MISSING>,https://www.shakeshack.com/locations/,  -73.853896,<MISSING>,914.289.1301,New York,<MISSING>,2090 Mall Walk,10704
Downtown Brooklyn,US,"Hours:10:30AM - 11PM, Monday - Friday;11AM - 11PM, Saturday - Sunday",40.692162,"Downtown Brooklyn, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -73.988626,<MISSING>,718.307.7599,New York,<MISSING>,409 Fulton Street,<MISSING>
"Dumbo, Brooklyn",US,"Hours:11AM - 11PM, 7 days a week",40.703054,"Dumbo, Brooklyn, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -73.994005,<MISSING>,347.435.2676,New York,<MISSING>,1 Old Fulton Street,11201
"Flatbush Avenue, Brooklyn",US,"Hours:11AM - 11PM, Sunday - Thursday;11AM - 11:30PM, Friday & Saturday",40.682646,"Flatbush Avenue, Brooklyn, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -73.976769,<MISSING>,347.442.7721,New York,<MISSING>,170 Flatbush Avenue,11217
Forest Hills,US,"Hours:11AM - 11PM, Monday - Sunday",40.719618,"Forest Hills, NY",<MISSING>,https://www.shakeshack.com/locations/,  -73.843874,<MISSING>,718.928.3234,New York,<MISSING>,71-26 Austin Street,11375
Fulton Transit Center,US,"Hours:10AM - 11PM, Monday - Friday;11AM - 11PM, Saturday & Sunday",40.710646,"Fulton Transit Center, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -74.008924,<MISSING>,646.230.0320,New York,<MISSING>,200 Broadway,10038
Grand Central Terminal,US,"Hours:7AM - 11PM, Sunday - Tuesday;7AM - 11:30PM, Wednesday - Saturday;Breakfast: 7AM - 10:30AM, Monday - Sunday",40.752635,"Grand Central Terminal, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -73.977136,<MISSING>,646.517.5805,New York,<MISSING>,49 Grand Central Terminal,10017
Harlem,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",40.806691,"Harlem, NY",<MISSING>,https://www.shakeshack.com/locations/,  -73.942493,<MISSING>,(929) 472-7170,New York,<MISSING>,1 West 125th Street,10027
Hartsdale,US,"Hours:11AM - 10PM, Sunday - Thursday;11AM - 11PM, Friday & Saturday",41.030252,"Hartsdale, NY",<MISSING>,https://www.shakeshack.com/locations/,  -73.788996,<MISSING>,(914) 529-8801,New York,<MISSING>,379 North Central Avenue Hartsdale,10530
Herald Square,US,"Hours:10:30AM - 12AM, 7 days a week",40.751370,"Herald Square, NYC",<MISSING>,https://www.shakeshack.com/locations/,  -73.987947,<MISSING>,646.230.0696,New York,<MISSING>,1333 Broadway,10018
Hudson Yards,US,"Hours:10:30AM - 9PM, Sunday;10:30AM - 10PM, Monday - Saturday",40.753302,"Hudson Yards, NY",<MISSING>,https://www.shakeshack.com/locations/,  -74.000577,<MISSING>,(646) 380-4944,New York,<MISSING>,20 Hudson Yards,10001
