"locator_domain","location_name","street_address","city","state","zip","country_code","store_number","phone","location_type","latitude","longitude","hours_of_operation"
"https://www.simplyss.com","Simply Self Storage Osprey","660 S. Tamiami Trail","Osprey","FL","34229","US		","<MISSING>","+1 (941) 918-8003","<MISSING>","27.186514","-82.4865839	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 12:00PM-4:00PM"
"https://www.simplyss.com","Simply Self Storage Palm Bay Babcock St.","6350 Babcock St SE","Palm Bay","FL","32909","US		","<MISSING>","+1 (321) 724-9425","<MISSING>","27.990073","-80.623085	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Palm Bay Road","888 Palm Bay Road NE","Palm Bay","FL","32905","US		","<MISSING>","+1 (321) 984-9798","<MISSING>","28.032907","-80.646803	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Palmetto","2100 US 301 North","Palmetto","FL","34221","US		","<MISSING>","+1 (941) 479-6400","<MISSING>","27.522952","-82.544101	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Sanford","4051 W. State Road 46","Sanford","FL","32771","US		","<MISSING>","+1 (407) 936-2184","<MISSING>","28.8114378","-81.3194564	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Spring Hill","14900 County Line Road","Spring Hill","FL","34610","US		","<MISSING>","+1 (727) 856-4311","<MISSING>","28.4337682","-82.5691367	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su Closed"
"https://www.simplyss.com","Simply Self Storage Valrico","1035 Starwood Ave","Valrico","FL","33596","US		","<MISSING>","+1 (813) 655-5625","<MISSING>","27.890583","-82.267947	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Windermere","13151 Reams Rd","Windermere","FL","34786","US		","<MISSING>","+1 (407) 395-2350","<MISSING>","28.431308","-81.577335	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Winter Garden","12446 W. Colonial Drive","Winter Garden","FL","34787","US		","<MISSING>","+1 (407) 654-0132","<MISSING>","28.54995","-81.565648	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Augusta","2134 Gordon Hwy","Augusta","GA","30909","US		","<MISSING>","+1 (706) 738-7867","<MISSING>","33.449354","-82.069773	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Flowery Branch","6121 Spout Springs Road","Flowery Branch","GA","30542","US		","<MISSING>","+1 (770) 967-1235","<MISSING>","34.170988","-83.901389	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Panthersville","2804 H. F. Shepherd Drive","Decatur","GA","30034","US		","<MISSING>","+1 (470) 235-4720","<MISSING>","33.712187","-84.275885	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Sandy Plains","732 Chance Road","Marietta","GA","30066","US		","<MISSING>","+1 (770) 450-6769","<MISSING>","34.026113","-84.529823	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Woodstock","140 Emma Lane","Woodstock","GA","30189","US		","<MISSING>","+1 (770) 672-0546","<MISSING>","34.085899","-84.548710	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Bolingbrook","300 Historic U.S. 66 Frontage","Bolingbrook","IL","60440","US		","<MISSING>","+1 (630) 972-0039","<MISSING>","41.690999","-88.059167	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Bourbonnais Armour Rd.","1847 Armour Road","Bourbonnais","IL","60914","US		","<MISSING>","+1 (815) 928-5000","<MISSING>","41.16344","-87.85479	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Bourbonnais Larry Power Rd.","575 Larry Power Road","Bourbonnais","IL","60914","US		","<MISSING>","+1 (815) 933-6200","<MISSING>","41.17723","-87.86265	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Danville","1810 East Voorhees Street","Danville","IL","61834","US		","<MISSING>","+1 (217) 446-6968","<MISSING>","40.1467252","-87.5915414	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Edwardsville","30 Kettle River Drive","Edwardsville","IL","<MISSING>","US		","<MISSING>","+1 (618) 515-4790","<MISSING>","38.780171","-89.962647	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Palatine","2025 North Hicks Rd","Palatine","IL","60074","US		","<MISSING>","+1 (847) 934-0470","<MISSING>","42.146751","-88.03263	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Plano","3980 Turner Avenue","Plano","IL","60545","US		","<MISSING>","+1 (331) 808-0314","<MISSING>","41.660313","-88.495941	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su Closed"
"https://www.simplyss.com","Simply Self Storage St. Charles","248 N. Randall Rd.","St. Charles","IL","60174","US		","<MISSING>","+1 (630) 587-8608","<MISSING>","41.915756","-88.338567	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Wheeling","211 North Elmhurst Rd","Wheeling","IL","60090","US		","<MISSING>","+1 (847) 459-4827","<MISSING>","42.141583","-87.935965	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Castleton","8525 Castleton Square Dr.","Indianapolis","IN","46250","US		","<MISSING>","+1 (317) 436-8436","<MISSING>","39.911006","-86.060803	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Hawthorn Park","6901 Hawthorn Park","Indianapolis","IN","46220","US		","<MISSING>","+1 (317) 849-1387","<MISSING>","39.8810672 ","-86.0733203	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Indianapolis W. 10th St.","7937 W 10th St","Indianapolis","IN","46214","US		","<MISSING>","+1 (317) 271-1840","<MISSING>","39.777504 ","-86.300841	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Lafayette Highway 231","2669 Old U.S. Highway 231","Lafayette","IN","47909","US		","<MISSING>","+1 (765) 474-3011","<MISSING>","40.391154","-86.902688	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Lafayette S. 18th Street","3607 South 18th Street","Lafayette","IN","47909","US		","<MISSING>","+1 (765) 477-7867","<MISSING>","40.369444","-86.873722	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Lafayette Sagamore Pkwy","1025 Sagamore Parkway South","Lafayette","IN","47905","US		","<MISSING>","+1 (765) 447-4919","<MISSING>","40.405442","-86.856096	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Lafayette Tazer Dr.","4900 Tazer Drive","Lafayette","IN","47905","US		","<MISSING>","+1 (765) 449-7909","<MISSING>","40.413843","-86.812084	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Munster","230 45th Avenue","Munster","IN","46321","US		","<MISSING>","+1 (219) 262-2006","<MISSING>","41.542151","-87.523692	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Valparaiso","900 Locust Street","Valparaiso","IN","46383","US		","<MISSING>","+1 (219) 262-2026","<MISSING>","41.476491","-87.054492	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage West Indianapolis","7828 West Washington Street","Indianapolis","IN","46231","US		","<MISSING>","+1 (317) 641-8000","<MISSING>","39.737802","-86.299498	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage West Lafayette","1900 Sagamore Parkway West","West Lafayette","IN","47906","US		","<MISSING>","+1 (765) 463-7867","<MISSING>","40.467818","-86.949818	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Westlake","749 Beachway Drive","Indianapolis","IN","46224","US		","<MISSING>","+1 (317) 241-2642","<MISSING>","39.776034","-86.267286	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Zionsville","4628 Northwestern Dr","Zionsville","IN","46077","US		","<MISSING>","+1 (317) 849-1387","<MISSING>","39.938131 ","-86.238491	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su Closed"
"https://www.simplyss.com","Simply Self Storage Kansas City Delaware","1201 N. 130th Street","Kansas City","KS","66109","US		","<MISSING>","+1 (913) 721-5277","<MISSING>","39.117825","-94.881279	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su Closed"
"https://www.simplyss.com","Simply Self Storage Kansas City State Ave.","5500 State Avenue","Kansas City","KS","66102","US		","<MISSING>","+1 (913) 596-1424","<MISSING>","39.117668","-94.706214	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su Closed"
"https://www.simplyss.com","Simply Self Storage Fincastle / Worthington Hills","3913 Accomack Drive","Louisville","KY","40241","US		","<MISSING>","+1 (502) 422-3007","<MISSING>","38.301843","-85.539346	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Watson","34570 LA Highway 16","Denham Springs","LA","70706","US		","<MISSING>","+1 (225) 665-3040","<MISSING>","30.575825","-90.953392	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Baltimore Park Heights","5301 Park Heights Avenue","Baltimore","MD","21215","US		","<MISSING>","+1 (410) 466-5252","<MISSING>","39.350726","-76.67936	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Fairhaven","16 Lambeth Park Road","Fairhaven","MA","02719","US		","<MISSING>","+1 (508) 992-0148","<MISSING>","41.650604","-70.887258	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Falmouth","33 Village Common Drive","East Falmouth","MA","02536","US		","<MISSING>","+1 (508) 548-9579","<MISSING>","41.572391","-70.584389	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Ann Arbor Jackson Rd.","3870 Jackson Road","Ann Arbor","MI","48103","US		","<MISSING>","+1 (734) 747-9060","<MISSING>","42.2837","-83.806539	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Ann Arbor State St.","2333 South State Street","Ann Arbor","MI","48104","US		","<MISSING>","+1 (734) 222-0277","<MISSING>","42.252263","-83.738756	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Battle Creek","110 Knapp Drive","Battle Creek","MI","49015","US		","<MISSING>","+1 (269) 964-7038","<MISSING>","42.263288","-85.202386	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Chesterfield","31755 23 Mile Road","Chesterfield","MI","48047","US		","<MISSING>","+1 (586) 949-5000","<MISSING>","42.67621","-82.790048	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Flint","2325 S Dort Highway","Flint","MI","48507","US		","<MISSING>","+1 (810) 235-4131","<MISSING>","43.001165"," -83.653512	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Grand Rapids 29th St.","2345 29th Street SE","Grand Rapids","MI","49508","US		","<MISSING>","+1 (616) 248-4674","<MISSING>","42.909899","-85.608663	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Grand Rapids Ball Ave.","1236 Ball Avenue NE","Grand Rapids","MI","49505","US		","<MISSING>","+1 (616) 454-6285","<MISSING>","42.985867","-85.628593	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Kalamazoo","2135 Sprinkle Road","Kalamazoo","MI","49001","US		","<MISSING>","+1 (269) 342-1800","<MISSING>","42.269806","-85.530855	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Lake Orion","1745 Waldon Road","Lake Orion","MI","48359","US		","<MISSING>","+1 (248) 393-1307","<MISSING>","42.732673","-83.279302	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Linden","15124 S Linden Rd","Linden","MI","48430","US		","<MISSING>","+1 (810) 735-4347","<MISSING>","42.8050088","-83.7810485	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Novi","24985 Haggerty Road","Novi","MI","48375","US		","<MISSING>","+1 (248) 478-4555","<MISSING>","42.474828"," -83.436825	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Okemos","2591 Jolly Road","Okemos","MI","48864","US		","<MISSING>","+1 (517) 332-7781","<MISSING>","42.681846","-84.445471	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Saline","1400 E Michigan Avenue","Saline","MI","48176","US		","<MISSING>","+1 (734) 944-3601","<MISSING>","42.176804","-83.755824	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage St. Clair Shores","20355 East 9 Mile Rd","St. Clair Shores","MI","48080","US		","<MISSING>","+1 (586) 778-5777","<MISSING>","42.4661525 ","-82.911828	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Waterford","6123 Highland Road","Waterford","MI","48327","US		","<MISSING>","+1 (248) 886-1670","<MISSING>","42.659052","-83.407601	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage West Lansing ","2685 Eaton Rapids Road","Lansing","MI","48911","US		","<MISSING>","+1 (517) 887-3110","<MISSING>","42.660500","-84.596300	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Westland","39205 Ford Road","Westland","MI","48185","US		","<MISSING>","+1 (734) 981-0700","<MISSING>","42.322622","-83.428041	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Wixom","50586 Pontiac Trail","Wixom","MI","48393","US		","<MISSING>","+1 (248) 960-5286","<MISSING>","42.524735","-83.550265	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Wyoming 36th St.","533 36th Street SW","Wyoming","MI","49509","US		","<MISSING>","+1 (616) 531-7560","<MISSING>","42.898982","-85.679489	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Wyoming Clyde Park Ave.","4975 Clyde Park Avenue Southwest","Wyoming","MI","49509","US		","<MISSING>","+1 (616) 532-3007","<MISSING>","42.873576","-85.684536	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Ypsilanti","521 Tyler Road","Ypsilanti","MI","48198","US		","<MISSING>","+1 (734) 485-6760","<MISSING>","42.232828","-83.600061	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Lakeville","9913 214th Street W","Lakeville","MN","55044","US		","<MISSING>","+1 (952) 985-1414","<MISSING>","44.638877","-93.264861	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage New Brighton","251 5th St NW","New Brighton","MN","55112","US		","<MISSING>","+1 (651) 628-9217","<MISSING>","45.055244 ","-93.189613 	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Woodbury","593 Commerce Drive","Woodbury","MN","55125","US		","<MISSING>","+1 (651) 621-3007","<MISSING>","44.941353","-92.912523	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Olive Branch Goodman Rd.","5365 Goodman Road","Olive Branch","MS","38654","US		","<MISSING>","+1 (662) 890-4096","<MISSING>","34.960408","-89.895025	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 12:00PM-4:00PM"
"https://www.simplyss.com","Simply Self Storage Olive Branch Mid South Dr.","8650 Mid South Drive","Olive Branch","MS","38654","US		","<MISSING>","+1 (662) 895-5555","<MISSING>","34.951073","-89.836920	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 12:00PM-4:00PM"
"https://www.simplyss.com","Simply Self Storage Southaven Airways Blvd.","7230 Airways Blvd","Southaven","MS","38671","US		","<MISSING>","+1 (662) 349-0202","<MISSING>","34.966122","-89.988044	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 12:00PM-4:00PM"
"https://www.simplyss.com","Simply Self Storage Southaven Ann Dr.","9085 Ann Drive","Southaven","MS","38671","US		","<MISSING>","+1 (662) 342-9535","<MISSING>","34.993154","-89.993512	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 12:00PM-4:00PM"
"https://www.simplyss.com","Simply Self Storage Raytown","9624 E 350 Hwy.","Raytown","MO","64133","US		","<MISSING>","+1 (816) 356-8321","<MISSING>","38.9922059","-94.4697569	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su Closed"
"https://www.simplyss.com","Simply Self Storage Barnegat","220 South Main Street","Barnegat","NJ","08005","US		","<MISSING>","+1 (609) 660-7608","<MISSING>","39.744926","-74.229921	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Manalapan","289 US Highway 9","Manalapan","NJ","07726-8254","US		","<MISSING>","+1 (732) 866-9950","<MISSING>","40.3057003","-74.3039922	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Marmora","101 US Route 9 (S. Shore Road)","Marmora","NJ","08223","US		","<MISSING>","+1 (609) 390-3333","<MISSING>","39.262422","-74.649956	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Neptune City","1515 Washington Avenue","Neptune City","NJ","07753","US		","<MISSING>","+1 (732) 775-4747","<MISSING>","40.210456","-74.031188	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Trenton","555 N. Olden Avenue","Trenton","NJ","08638","US		","<MISSING>","+1 (609) 278-0443","<MISSING>","40.232904","-74.746174	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Hauppauge","745 Old Willets Path","Hauppauge","NY","11788","US		","<MISSING>","+1 (631) 352-0671","<MISSING>","40.808552","-73.234672	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
"https://www.simplyss.com","Simply Self Storage Lindenhurst","1070 Route 109","Lindenhurst","NY","11757","US		","<MISSING>","+1 (631) 412-7014","<MISSING>","40.716129","-73.395940	","Mo- Tu- We- Th- Fr 9:30AM-6:00PM Sa 8:30AM-5:00PM Su 10:00AM-2:00PM"
