"locator_domain","page_url","location_name","street_address","city","state","zip","country_code","store_number","phone","location_type","latitude","longitude","hours_of_operation"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-brunswick-805-pearl-rd-44212","Brunswick","805 Pearl Rd","Brunswick","OH","44212","US","8","3302206166","<MISSING>","41.253274","-81.840282","Monday:10:30 AM - 9:00 PM| Tuesday:10:30 AM - 9:00 PM| Wednesday:10:30 AM - 9:00 PM| Thursday:10:30 AM - 9:00 PM| Friday:10:30 AM - 10:00 PM| Saturday:10:30 AM - 10:00 PM| Sunday:11:00 AM - 9:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-canal-fulton-365-towpath-ave-nw-44614","Canal Fulton","365 Towpath Ave NW","Canal Fulton","OH","44614","US","48","3309700700","<MISSING>","40.881361","-81.571749","Monday:10:00 AM - 10:00 PM| Tuesday:10:00 AM - 10:00 PM| Wednesday:10:00 AM - 10:00 PM| Thursday:10:00 AM - 10:00 PM| Friday:10:00 AM - 11:00 PM| Saturday:10:00 AM - 11:00 PM| Sunday:11:00 AM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-carrollton-1115-canton-rd-nw-44615","Carrollton","1115 Canton Rd NW","Carrollton","OH","44615","US","11","3306274000","<MISSING>","40.587339","-81.092571","Monday:11:00 AM - 9:00 PM| Tuesday:11:00 AM - 9:00 PM| Wednesday:11:00 AM - 9:00 PM| Thursday:11:00 AM - 9:00 PM| Friday:11:00 AM - 10:00 PM| Saturday:11:00 AM - 10:00 PM| Sunday:12:00 PM - 9:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-cleveland-3314-warren-rd-44111","Cleveland - Westpark","3314 Warren Rd","Cleveland","OH","44111","US","12","2169412700","<MISSING>","41.463196","-81.802246","Monday:10:00 AM - 10:00 PM| Tuesday:10:00 AM - 10:00 PM| Wednesday:10:00 AM - 10:00 PM| Thursday:10:00 AM - 10:00 PM| Friday:10:00 AM - 11:00 PM| Saturday:10:00 AM - 11:00 PM| Sunday:10:00 AM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-dayton-1528-e-3rd-st-45403","Dayton - Huffman","1528 E 3rd St","Dayton","OH","45403","US","51","9379994470","<MISSING>","39.7627","-84.17081","Monday:10:00 AM - 10:00 PM| Tuesday:10:00 AM - 10:00 PM| Wednesday:10:00 AM - 10:00 PM| Thursday:10:00 AM - 10:00 PM| Friday:10:00 AM - 11:00 PM| Saturday:10:00 AM - 11:00 PM| Sunday:11:00 AM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-dover-118-n-wooster-ave-44622","Dover / New Philadelphia","118 N Wooster Ave","Dover","OH","44622","US","52","<MISSING>","<MISSING>","40.52059","-81.47464","Monday:10:30 AM - 10:00 PM| Tuesday:10:30 AM - 10:00 PM| Wednesday:10:30 AM - 10:00 PM| Thursday:10:30 AM - 10:00 PM| Friday:10:30 AM - 11:00 PM| Saturday:10:30 AM - 11:00 PM| Sunday:11:00 AM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-rootstown-6982-tallmadge-rd-44272","Edinburg","6982 Tallmadge Rd","Rootstown","OH","44272","US","13","3303251040","<MISSING>","41.09928","-81.140761","Monday:10:30 AM - 10:00 PM| Tuesday:10:30 AM - 10:00 PM| Wednesday:10:30 AM - 10:00 PM| Thursday:10:30 AM - 10:00 PM| Friday:10:30 AM - 11:00 PM| Saturday:10:30 AM - 11:00 PM| Sunday:2:00 PM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-uniontown-3483-massillon-rd-44685","Green / Portage Lakes","3483 Massillon Rd","Uniontown","OH","44685","US","15","3308961002","<MISSING>","40.973645","-81.404593","Monday:11:00 AM - 10:00 PM| Tuesday:11:00 AM - 10:00 PM| Wednesday:11:00 AM - 10:00 PM| Thursday:11:00 AM - 10:00 PM| Friday:11:00 AM - 11:00 PM| Saturday:11:00 AM - 11:00 PM| Sunday:11:00 AM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-hiram-11679-hayden-st-44234","Hiram","11679 Hayden St","Hiram","OH","44234","US","16","3305693222","<MISSING>","41.309863","-81.145245","Monday:10:30 AM - 10:00 PM| Tuesday:10:30 AM - 10:00 PM| Wednesday:10:30 AM - 10:00 PM| Thursday:10:30 AM - 10:00 PM| Friday:10:30 AM - 11:00 PM| Saturday:10:30 AM - 11:00 PM| Sunday:2:00 PM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-hudson-60-w-streetsboro-st-44236","Hudson","60 W Streetsboro St","Hudson","OH","44236","US","17","3306506060","<MISSING>","41.239754","-81.442822","Monday:10:00 AM - 10:00 PM| Tuesday:10:00 AM - 10:00 PM| Wednesday:10:00 AM - 10:00 PM| Thursday:10:00 AM - 10:00 PM| Friday:10:00 AM - 11:00 PM| Saturday:10:00 AM - 11:00 PM| Sunday:10:30 AM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-canton-5288-fulton-dr-nw-44718","Jackson","5288 Fulton Dr NW","Canton","OH","44718","US","18","3304989999","<MISSING>","40.851646","-81.448114","Monday:10:30 AM - 10:00 PM| Tuesday:10:30 AM - 10:00 PM| Wednesday:10:30 AM - 10:00 PM| Thursday:10:30 AM - 10:00 PM| Friday:10:30 AM - 11:00 PM| Saturday:10:30 AM - 11:00 PM| Sunday:11:00 AM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-lake-milton-17606-mahoning-ave-44429","Lake Milton","17606 Mahoning Ave","Lake Milton","OH","44429","US","19","3306545561","<MISSING>","41.095693","-80.986962","Monday:10:00 AM - 9:00 PM| Tuesday:10:00 AM - 9:00 PM| Wednesday:10:00 AM - 9:00 PM| Thursday:10:00 AM - 9:00 PM| Friday:10:00 AM - 10:00 PM| Saturday:10:00 AM - 10:00 PM| Sunday:11:00 AM - 9:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-akron-1492-canton-rd-44312","Lakemore / Ellet","1492 Canton Rd","Akron","OH","44312","US","20","3307981234","<MISSING>","41.026335","-81.423361","Monday:10:30 AM - 10:00 PM| Tuesday:10:30 AM - 10:00 PM| Wednesday:10:30 AM - 10:00 PM| Thursday:10:30 AM - 10:00 PM| Friday:10:30 AM - 11:00 PM| Saturday:10:30 AM - 11:00 PM| Sunday:2:00 PM - 9:30 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-louisville-2110-e-main-st-44641","Louisville","2110 E Main St","Louisville","OH","44641","US","21","3308751515","<MISSING>","40.839557","-81.236878","Monday:10:30 AM - 10:00 PM| Tuesday:10:30 AM - 10:00 PM| Wednesday:10:30 AM - 10:00 PM| Thursday:10:30 AM - 10:00 PM| Friday:10:30 AM - 11:00 PM| Saturday:10:30 AM - 11:00 PM| Sunday:10:30 AM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-lexington-176-e-main-st-44904","Mansfield / Lexington","176 E. Main St","Lexington","OH","44904","US","22","4198848020","<MISSING>","40.677993","-82.576207","Monday:10:30 AM - 10:00 PM| Tuesday:10:30 AM - 10:00 PM| Wednesday:10:30 AM - 10:00 PM| Thursday:10:30 AM - 10:00 PM| Friday:10:30 AM - 11:00 PM| Saturday:10:30 AM - 11:00 PM| Sunday:12:00 PM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-mansfield-1289-ashland-rd-44905","Mansfield / Madison","1289 Ashland Rd","Mansfield","OH","44905","US","23","4195897000","<MISSING>","40.781342","-82.467258","Monday:10:30 AM - 10:00 PM| Tuesday:10:30 AM - 10:00 PM| Wednesday:10:30 AM - 10:00 PM| Thursday:10:30 AM - 10:00 PM| Friday:10:30 AM - 11:00 PM| Saturday:10:30 AM - 11:00 PM| Sunday:12:00 PM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-ontario-1131-w-4th-st-44906","Mansfield / Ontario","1131 W 4th St","Ontario","OH","44906","US","24","4195298020","<MISSING>","40.766112","-82.555287","Monday:10:30 AM - 10:00 PM| Tuesday:10:30 AM - 10:00 PM| Wednesday:10:30 AM - 10:00 PM| Thursday:10:30 AM - 10:00 PM| Friday:10:30 AM - 11:00 PM| Saturday:10:30 AM - 11:00 PM| Sunday:12:00 PM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-massillon-1515-amherst-rd-ne-44646","Massillon","1515 Amherst Rd NE","Massillon","OH","44646","US","25","3308308400","<MISSING>","40.814721","-81.517518","Monday:10:30 AM - 10:00 PM| Tuesday:10:30 AM - 10:00 PM| Wednesday:10:30 AM - 10:00 PM| Thursday:10:30 AM - 10:00 PM| Friday:10:30 AM - 11:00 PM| Saturday:11:00 AM - 11:00 PM| Sunday:11:00 AM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-medina-203-lafayette-rd-44256","Medina","203 Lafayette Rd","Medina","OH","44256","US","26","3307222727","<MISSING>","41.134466","-81.866534","Monday:10:00 AM - 10:00 PM| Tuesday:10:00 AM - 10:00 PM| Wednesday:10:00 AM - 10:00 PM| Thursday:10:00 AM - 10:00 PM| Friday:10:00 AM - 11:00 PM| Saturday:10:00 AM - 11:00 PM| Sunday:10:30 AM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-mentor-7710-lakeshore-blvd-44060","Mentor","7710 Lakeshore Blvd","Mentor","OH","44060","US","27","4402090000","<MISSING>","41.70383","-81.364589","Monday:10:30 AM - 10:00 PM| Tuesday:10:30 AM - 10:00 PM| Wednesday:10:30 AM - 10:00 PM| Thursday:10:30 AM - 10:00 PM| Friday:10:30 AM - 11:00 PM| Saturday:10:30 AM - 11:00 PM| Sunday:12:00 PM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-minerva-1145-alliance-rd-nw-44657","Minerva","1145 Alliance Rd NW","Minerva","OH","44657","US","28","3308682525","<MISSING>","40.719398","-81.116116","Monday:10:00 AM - 10:00 PM| Tuesday:10:00 AM - 10:00 PM| Wednesday:10:00 AM - 10:00 PM| Thursday:10:00 AM - 10:00 PM| Friday:10:00 AM - 11:00 PM| Saturday:10:00 AM - 11:00 PM| Sunday:12:00 PM - 9:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-akron-3571-brookwall-dr-44333","Montrose","3571 Brookwall Dr","Akron","OH","44333","US","29","3306700900","<MISSING>","41.133795","-81.638907","Monday:10:30 AM - 10:00 PM| Tuesday:10:30 AM - 10:00 PM| Wednesday:10:30 AM - 10:00 PM| Thursday:10:30 AM - 10:00 PM| Friday:10:30 AM - 11:00 PM| Saturday:10:30 AM - 11:00 PM| Sunday:2:00 PM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-munroe-falls-14-s-main-st-44262","Munroe Falls","14 S Main St","Munroe Falls","OH","44262","US","30","3306885900","<MISSING>","41.13901","-81.438733","Monday:10:30 AM - 10:00 PM| Tuesday:10:30 AM - 10:00 PM| Wednesday:10:30 AM - 10:00 PM| Thursday:10:30 AM - 10:00 PM| Friday:10:30 AM - 11:00 PM| Saturday:10:30 AM - 11:00 PM| Sunday:12:00 PM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-newton-falls-240-milton-blvd-44444","Newton Falls","240 Milton Blvd","Newton Falls","OH","44444","US","31","3308727070","<MISSING>","41.184332","-80.969988","Monday:10:30 AM - 10:00 PM| Tuesday:10:30 AM - 10:00 PM| Wednesday:10:30 AM - 10:00 PM| Thursday:10:30 AM - 10:00 PM| Friday:10:30 AM - 11:00 PM| Saturday:10:30 AM - 11:00 PM| Sunday:2:00 PM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-northfield-9750-olde-8-rd-44067","Nordonia Hills","9750 Olde 8 Rd","Northfield","OH","44067","US","32","3304686499","<MISSING>","41.325515","-81.537763","Monday:10:30 AM - 10:00 PM| Tuesday:10:30 AM - 10:00 PM| Wednesday:10:30 AM - 10:00 PM| Thursday:10:30 AM - 10:00 PM| Friday:10:30 AM - 11:00 PM| Saturday:10:30 AM - 11:00 PM| Sunday:2:00 PM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-norton-3725-s-cleveland-massillon-rd-44203","Norton / Barberton","3725 S Cleveland Massillon Rd","Norton","OH","44203","US","33","3308250999","<MISSING>","41.037299","-81.636955","Monday:11:00 AM - 9:00 PM| Tuesday:11:00 AM - 9:00 PM| Wednesday:11:00 AM - 10:00 PM| Thursday:11:00 AM - 10:00 PM| Friday:11:00 AM - 11:00 PM| Saturday:11:00 AM - 11:00 PM| Sunday:1:00 PM - 9:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-orrville-127-e-water-st-44667","Orrville","127 E Water St","Orrville","OH","44667","US","34","3306820630","<MISSING>","40.841705","-81.76361","Monday:10:30 AM - 10:00 PM| Tuesday:10:30 AM - 10:00 PM| Wednesday:10:30 AM - 10:00 PM| Thursday:10:30 AM - 10:00 PM| Friday:10:30 AM - 11:00 PM| Saturday:10:30 AM - 11:00 PM| Sunday:2:00 PM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-pickerington-12983-stonecreek-dr-43147","Pickerington","12983 Stonecreek Dr","Pickerington","OH","43147","US","50","6148688000","<MISSING>","39.923556","-82.783541","Monday:10:30 AM - 10:00 PM| Tuesday:10:30 AM - 10:00 PM| Wednesday:10:30 AM - 10:00 PM| Thursday:10:30 AM - 10:00 PM| Friday:10:30 AM - 11:00 PM| Saturday:10:30 AM - 11:00 PM| Sunday:11:30 AM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-canton-2692-easton-st-ne-44721","Plain Twp / N. Canton","2692 Easton St NE","Canton","OH","44721","US","9","3304922222","<MISSING>","40.872201","-81.331881","Monday:11:00 AM - 10:00 PM| Tuesday:11:00 AM - 10:00 PM| Wednesday:11:00 AM - 10:00 PM| Thursday:11:00 AM - 10:00 PM| Friday:11:00 AM - 10:00 PM| Saturday:11:00 AM - 10:00 PM| Sunday:11:00 AM - 9:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-ravenna-134-e-main-st-44266","Ravenna","134 E Main St","Ravenna","OH","44266","US","35","3302961233","<MISSING>","41.157387","-81.241814","Monday:10:30 AM - 9:00 PM| Tuesday:10:30 AM - 10:00 PM| Wednesday:10:30 AM - 10:00 PM| Thursday:10:30 AM - 10:00 PM| Friday:10:30 AM - 11:00 PM| Saturday:10:30 AM - 11:00 PM| Sunday:2:00 PM - 9:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-rittman-20-e-ohio-ave-44270","Rittman","20 E Ohio Ave","Rittman","OH","44270","US","36","3309251900","<MISSING>","40.972635","-81.780758","Monday:3:00 PM - 10:00 PM| Tuesday:3:00 PM - 10:00 PM| Wednesday:3:00 PM - 10:00 PM| Thursday:3:00 PM - 10:00 PM| Friday:11:00 AM - 10:00 PM| Saturday:11:00 AM - 10:00 PM| Sunday:2:00 PM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-sebring-195-e-ohio-ave-44672","Sebring","195 E Ohio Ave","Sebring","OH","44672","US","37","3309380300","<MISSING>","40.923464","-81.017165","Monday:10:00 AM - 9:00 PM| Tuesday:10:00 AM - 9:00 PM| Wednesday:10:00 AM - 9:00 PM| Thursday:10:00 AM - 9:00 PM| Friday:10:00 AM - 10:00 PM| Saturday:10:00 AM - 10:00 PM| Sunday:11:00 AM - 9:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-shelby-73-w-main-st-44875","Shelby","73 W Main St","Shelby","OH","44875","US","38","4193478020","<MISSING>","40.88148","-82.662403","Monday:3:00 PM - 9:30 PM| Tuesday:3:00 PM - 9:30 PM| Wednesday:3:00 PM - 9:30 PM| Thursday:10:30 AM - 10:00 PM| Friday:10:30 AM - 11:00 PM| Saturday:10:30 AM - 11:00 PM| Sunday:12:00 PM - 9:30 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-solon-33637-aurora-rd-44139","Solon","33637 Aurora Rd","Solon","OH","44139","US","39","4403494600","<MISSING>","41.385414","-81.43948","Monday:10:00 AM - 9:00 PM| Tuesday:10:00 AM - 9:00 PM| Wednesday:10:00 AM - 9:00 PM| Thursday:10:00 AM - 10:00 PM| Friday:10:00 AM - 10:00 PM| Saturday:10:00 AM - 10:00 PM| Sunday:11:00 AM - 9:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-streetsboro-1579-state-route-303-44241","Streetsboro","1579 State Route 303","Streetsboro","OH","44241","US","40","3306264700","<MISSING>","41.239183","-81.337622","Monday:10:30 AM - 10:00 PM| Tuesday:10:30 AM - 10:00 PM| Wednesday:10:30 AM - 10:00 PM| Thursday:10:30 AM - 10:00 PM| Friday:10:30 AM - 11:00 PM| Saturday:10:30 AM - 11:00 PM| Sunday:2:00 PM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-tallmadge-676-eastwood-ave-44278","Tallmadge","676 Eastwood Ave","Tallmadge","OH","44278","US","41","3306302010","<MISSING>","41.083323","-81.416976","Monday:10:30 AM - 10:00 PM| Tuesday:10:30 AM - 10:00 PM| Wednesday:10:30 AM - 10:00 PM| Thursday:10:30 AM - 10:00 PM| Friday:10:30 AM - 11:00 PM| Saturday:10:30 AM - 11:00 PM| Sunday:2:00 PM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-twinsburg-10755-ravenna-rd-44087","Twinsburg","10755 Ravenna Rd","Twinsburg","OH","44087","US","42","3304050707","<MISSING>","41.331756","-81.465385","Monday:11:00 AM - 9:00 PM| Tuesday:11:00 AM - 10:00 PM| Wednesday:11:00 AM - 10:00 PM| Thursday:11:00 AM - 10:00 PM| Friday:11:00 AM - 11:00 PM| Saturday:11:00 AM - 11:00 PM| Sunday:12:00 PM - 9:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-wadsworth-138-akron-rd-44281","Wadsworth","138 Akron Rd","Wadsworth","OH","44281","US","43","3303349191","<MISSING>","41.036574","-81.727408","Monday:11:00 AM - 10:00 PM| Tuesday:11:00 AM - 10:00 PM| Wednesday:11:00 AM - 10:00 PM| Thursday:11:00 AM - 10:00 PM| Friday:11:00 AM - 11:00 PM| Saturday:11:00 AM - 11:00 PM| Sunday:12:00 PM - 10:00 PM"
"https://www.gioninos.com/","https://www.gioninos.com/locations/oh-wooster-114-n-buckeye-st-44691","Wooster","114 N Buckeye St","Wooster","OH","44691","US","44","3302620093","<MISSING>","40.798787","-81.938579","Monday:10:30 AM - 10:00 PM| Tuesday:10:30 AM - 10:00 PM| Wednesday:10:30 AM - 10:00 PM| Thursday:10:30 AM - 10:00 PM| Friday:10:30 AM - 11:00 PM| Saturday:10:30 AM - 11:00 PM| Sunday:2:00 PM - 10:00 PM"
