locator_domain,location_name,street_address,city,state,zip,country_code,store_number,phone,location_type,naics_code,latitude,longitude,hours_of_operation
www.marriott.com,COURTYARD CALGARY AIRPORT,2500 48th Avenue NE,Calgary,NO-DATA,T3J 4V8,CA,YYCAP,4032381000,Courtyard,NO-DATA,51.096111,-113.998711,false,NO-DATA
www.marriott.com,Delta Hotels Calgary Downtown,209 Fourth Avenue SE,Calgary,NO-DATA,T2G 0C6,CA,YYCBV,4032661980,Delta Hotels and Resorts,NO-DATA,51.048675,-114.060119,false,NO-DATA
www.marriott.com,Delta Hotels Calgary South,135 Southland Drive SE,Calgary,NO-DATA,T2J 5X5,CA,YYCDC,4032785050,Delta Hotels and Resorts,NO-DATA,50.964786,-114.069147,false,NO-DATA
www.marriott.com,Delta Hotels Calgary Airport In-Terminal,2001 Airport Road NE,Calgary,NO-DATA,T2E 6Z8,CA,YYCCA,4032912600,Delta Hotels and Resorts,NO-DATA,51.130575,-114.008725,false,NO-DATA
www.marriott.com,COURTYARD CALGARY SOUTH,3750 Market Street SE,Calgary,NO-DATA,T3M 2P2,CA,YYCCS,5873497599,Courtyard,NO-DATA,50.8799,-113.95559,false,NO-DATA
www.marriott.com,Fairfield Inn & Suites Calgary Downtown,239 12th Avenue SW,Calgary,NO-DATA,T2R 1H7,CA,YYCFI,4033516500,Fairfield Inn & Suites,NO-DATA,51.040818,-114.067679,false,NO-DATA
www.marriott.com,RESIDENCE INN CALGARY DOWNTOWN/BELTLINE DISTRICT,610 10th Avenue SW,Calgary,NO-DATA,T2R 1M3,CA,YYCBL,5878852288,Residence Inn,NO-DATA,51.043442,-114.074443,false,NO-DATA
www.marriott.com,RESIDENCE INN CALGARY SOUTH,3710 Market Street SE.,Calgary,NO-DATA,T3M 2P2,CA,YYCCR,5873498633,Residence Inn,NO-DATA,50.88029,-113.95594,false,NO-DATA
www.marriott.com,Element Calgary Airport,2855 Sunridge Way NE,Calgary,NO-DATA,T1Y 7K7,CA,YYCEL,4039845515,NO-DATA,NO-DATA,51.07157,-113.99875,false,NO-DATA
www.marriott.com,Aloft Calgary University,2359 Banff Trail NW,Calgary,NO-DATA,T2M-4L2,CA,YYCUL,4032891973,Aloft Hotels,NO-DATA,51.06945,-114.1148,false,NO-DATA
www.marriott.com,Sheraton Suites Calgary Eau Claire,255 Barclay Parade SW,Calgary,NO-DATA,T2P 5C2,CA,YYCES,4032667200,Sheraton,NO-DATA,51.052694,-114.0709,false,NO-DATA
www.marriott.com,Four Points by Sheraton Hotel & Suites Calgary West,8220 Bowridge Crescent NW,Calgary,NO-DATA,T3B 2V1,CA,YYCFP,4032884441,Four Points by Sheraton,NO-DATA,51.0838,-114.2064,false,NO-DATA
www.marriott.com,Sheraton Cavalier Calgary Hotel,2620 32nd Avenue NE,Calgary,NO-DATA,T1Y 6B8,CA,YYCSC,4032910107,Sheraton,NO-DATA,51.0816,-114.0009,false,NO-DATA
www.marriott.com,Four Points by Sheraton Calgary Airport,2875 Sunridge Way NE,Calgary,NO-DATA,T1Y 7K7,CA,YYCCF,4036483180,Four Points by Sheraton,NO-DATA,51.071032,-113.999333,false,NO-DATA
www.marriott.com,The Westin Calgary,320 4th Avenue SW,Calgary,NO-DATA,T2P 2S6,CA,YYCWI,4032661611,Westin Hotels & Resorts,NO-DATA,51.0496,-114.0689,false,NO-DATA
www.marriott.com,"Four Points by Sheraton Cambridge Kitchener, Ontario",210 Preston Parkway,Cambridge,NO-DATA,N3H 5N1,CA,YKFFP,5196532690,Four Points by Sheraton,NO-DATA,43.399262,-80.377157,false,NO-DATA
www.marriott.com,Delta Hotels Prince Edward,18 Queen Street,Charlottetown,NO-DATA,C1A 4A1,CA,YYGDP,9025662222,Delta Hotels and Resorts,NO-DATA,46.231051,-63.12401,false,NO-DATA
www.marriott.com,The Westin Calgary Airport,"671 Aero Drive NE, Aero Drive NE & Aero Crescent NE",Calgary,NO-DATA,T2E 7Y5,CA,YYCWA,4034525406,Westin Hotels & Resorts,NO-DATA,51.137467,-114.034572,false,NO-DATA
www.marriott.com,COURTYARD HALIFAX DARTMOUTH,35 Shubie Drive,Dartmouth,NO-DATA,B3B 0N4,CA,YHZCD,9024063000,Courtyard,NO-DATA,44.708003,-63.564467,false,NO-DATA
www.marriott.com,COURTYARD COLD LAKE,"Route 28 & Highway 897, PO Box 536",Cold Lake,NO-DATA,T9M 1P4,CA,YBYCY,7805940989,Courtyard,NO-DATA,54.355431,-110.232536,false,NO-DATA
www.marriott.com,RESIDENCE INN HALIFAX DARTMOUTH,35 Shubie Drive,Dartmouth,NO-DATA,B3B 0G2,CA,YHZRD,9024064000,Residence Inn,NO-DATA,44.708075,-63.564092,false,NO-DATA
www.marriott.com,Montreal Airport Marriott In-Terminal Hotel,800 Place Leigh Capreol,Dorval,NO-DATA,H4Y 0A4,CA,YULMA,5146366700,Marriott Hotels & Resorts,NO-DATA,45.455908,-73.751942,false,NO-DATA
www.marriott.com,COURTYARD EDMONTON DOWNTOWN,"One Thornton Court, 99 Street and Jasper Avenue",Edmonton,NO-DATA,T5J 2E7,CA,YEGCY,7804239999,Courtyard,NO-DATA,53.540898,-113.488115,false,NO-DATA
www.marriott.com,Delta Hotels Dartmouth,240 Brownlow Avenue,Dartmouth,NO-DATA,B3B 1X6,CA,YHZDM,9024688888,NO-DATA,NO-DATA,44.694494,-63.579143,false,NO-DATA
www.marriott.com,Delta Hotels Edmonton South Conference Centre,4404 Gateway Boulevard NW,Edmonton,NO-DATA,T6H 5C2,CA,YEGES,7804346415,Delta Hotels and Resorts,NO-DATA,53.481419,-113.492662,false,NO-DATA
www.marriott.com,Fairfield Inn & Suites Edmonton North,581 Griesbach Parade NW,Edmonton,NO-DATA,T5E6W1,CA,YEGFI,7805405100,Fairfield Inn & Suites,NO-DATA,53.601958,-113.492886,false,NO-DATA
www.marriott.com,COURTYARD EDMONTON WEST,10011 184th Street NW,Edmonton,NO-DATA,T5S 0C7,CA,YEGEW,7806386070,Courtyard,NO-DATA,53.537772,-113.639745,false,NO-DATA
www.marriott.com,Delta Hotels Edmonton Centre Suites,10222 102 Street,Edmonton,NO-DATA,T5J 4C5,CA,YEGEC,7804293900,Delta Hotels and Resorts,NO-DATA,53.544211,-113.495931,false,NO-DATA
www.marriott.com,JW MARRIOTT EDMONTON ICE DISTRICT,10344-102 Street,Edmonton,NO-DATA,T5J 0K9,CA,YEGJW,7807847950,JW Marriott,NO-DATA,53.545722,-113.495869,false,NO-DATA
www.marriott.com,Element Edmonton West,18540 100 Avenue NW,Edmonton,NO-DATA,T5S 0C2,CA,YEGEL,7802505566,Element Hotels,NO-DATA,53.53749,-113.6398,false,NO-DATA
www.marriott.com,Four Points by Sheraton Edmonton South,7230 Argyll Road,Edmonton,NO-DATA,T6C 4A6,CA,YEGFP,7804657931,Four Points by Sheraton,NO-DATA,53.510342,-113.4393,false,NO-DATA
www.marriott.com,Four Points by Sheraton Edmonton West,18540 100 Avenue NW,Edmonton,NO-DATA,T5S 0C2,CA,YEGFW,7802448355,Four Points by Sheraton,NO-DATA,53.545611,-113.639617,false,NO-DATA
www.marriott.com,Four Points by Sheraton Edmonton Gateway,"10010, 12th Avenue SW",Edmonton,NO-DATA,T6X 0P9,CA,YEGEF,7808014000,Four Points by Sheraton,NO-DATA,53.42319,-113.484306,false,NO-DATA
www.marriott.com,TownePlace Suites Edmonton South,1115 103A Street SW,Edmonton,NO-DATA,T6W 2P6,CA,YEGTS,7805405110,TownePlace Suites,NO-DATA,53.423981,-113.495204,false,NO-DATA
www.marriott.com,Four Points by Sheraton Edmundston,100 rue Rice,Edmundston,NO-DATA,E3V 1T4,CA,YQBEP,5067397321,Four Points by Sheraton,NO-DATA,47.364031,-68.330991,false,NO-DATA
www.marriott.com,RENAISSANCE EDMONTON AIRPORT HOTEL,4236 36th Street East,Edmonton International Airport,NO-DATA,T9E 0V4,CA,YEGBR,7804887159,Renaissance Hotels,NO-DATA,53.310354,-113.581896,false,NO-DATA
www.marriott.com,The Westin Edmonton,10135 100th Street,Edmonton,NO-DATA,T5J 0N7,CA,YEGWI,7804263636,Westin Hotels & Resorts,NO-DATA,53.5422,-113.4903,false,NO-DATA
www.marriott.com,Delta Hotels Fredericton,225 Woodstock Road,Fredericton,NO-DATA,E3B 2H8,CA,YFCDF,5064577000,Delta Hotels and Resorts,NO-DATA,45.964577,-66.662979,false,NO-DATA
www.marriott.com,Four Points by Sheraton Hotel & Conference Centre Gatineau-Ottawa,35 Rue Laurier,Gatineau,NO-DATA,J8X 4E9,CA,YOWFP,8197786111,Four Points by Sheraton,NO-DATA,45.4291,-75.7104,false,NO-DATA
www.marriott.com,Four Points by Sheraton Grande Prairie,6702 106 Street,Grande Prairie,NO-DATA,T8W 0K8,CA,YQUFP,5877711300,Four Points by Sheraton,NO-DATA,55.140907,-118.81596,false,NO-DATA
www.marriott.com,TownePlace Suites Fort McMurray,321 Sakitawaw Trail,Fort McMurray,NO-DATA,T9H 5E7,CA,YMMTS,7807508530,TownePlace Suites,NO-DATA,56.6847,-111.354506,false,NO-DATA
www.marriott.com,Fairfield Inn & Suites Guelph,35 Cowan Place,Guelph,NO-DATA,N1G 0C1,CA,YKFFI,5197632339,Fairfield Inn & Suites,NO-DATA,43.493497,-80.210429,false,NO-DATA
www.marriott.com,RESIDENCE INN GRAVENHURST MUSKOKA WHARF,285 Steamship Bay Road,Gravenhurst,NO-DATA,P1P 1Z9,CA,YQARI,7056876600,Residence Inn,NO-DATA,44.919356,-79.389279,false,NO-DATA
www.marriott.com,Delta Hotels Guelph Conference Centre,50 Stone Road West,Guelph,NO-DATA,N1G 0A9,CA,YKFDG,5197803700,Delta Hotels and Resorts,NO-DATA,43.525724,-80.223642,false,NO-DATA
www.marriott.com,COURTYARD HALIFAX DOWNTOWN,5120 Salter Street,Halifax,NO-DATA,B3J 0A1,CA,YHZCY,9024281900,Courtyard,NO-DATA,44.644982,-63.571624,false,NO-DATA
www.marriott.com,RESIDENCE INN HALIFAX DOWNTOWN,1599 Grafton St.,Halifax,NO-DATA,B3J 2C3,CA,YHZRI,9024220493,Residence Inn,NO-DATA,44.645904,-63.574882,false,NO-DATA
www.marriott.com,Four Points by Sheraton Halifax,1496 Hollis Street,Halifax,NO-DATA,B3J 3Z1,CA,YHZFP,9024234444,Four Points by Sheraton,NO-DATA,44.644146,-63.571143,false,NO-DATA
www.marriott.com,COURTYARD HAMILTON,1224 Upper James Street,Hamilton,NO-DATA,L9C3B1,CA,YHMCY,9053837772,Courtyard,NO-DATA,43.214569,-79.8876,false,NO-DATA
www.marriott.com,Halifax Marriott Harbourfront Hotel,1919 Upper Water Street,Halifax,NO-DATA,B3J 3J5,CA,YHZMC,9024211700,Marriott Hotels & Resorts,NO-DATA,44.651007,-63.573443,false,NO-DATA
www.marriott.com,Four Points by Sheraton Hamilton - Stoney Creek,49 Goderich Road,Hamilton,NO-DATA,L8E 4W8,CA,YHMFP,9055781212,Four Points by Sheraton,NO-DATA,43.244257,-79.75922,false,NO-DATA
www.marriott.com,Delta Hotels Saguenay Conference Centre,2675 Boul Du Royaume,Jonquiere,NO-DATA,G7S 5B8,CA,YBGJS,4185483124,NO-DATA,NO-DATA,48.403576,-71.171853,false,NO-DATA
www.marriott.com,Sheraton Hamilton Hotel,116 King Street West,Hamilton,NO-DATA,L8P 4V3,CA,YHMSI,9055295515,Sheraton,NO-DATA,43.257959,-79.873481,false,NO-DATA
www.marriott.com,The Westin Nova Scotian,1181 Hollis Street,Halifax,NO-DATA,B3H 2P6,CA,YHZWI,9024211000,Westin Hotels & Resorts,NO-DATA,44.6398,-63.569,false,NO-DATA
www.marriott.com,Delta Hotels Kamloops,540 Victoria Street,Kamloops,NO-DATA,V2C 2B2,CA,YKADE,2503722281,NO-DATA,NO-DATA,50.675992,-120.328706,false,NO-DATA
www.marriott.com,Fairfield Inn & Suites Kamloops,1475 Hugh Allan Drive,Kamloops,NO-DATA,V1S 1J3,CA,YKAFI,7784710902,Fairfield Inn & Suites,NO-DATA,50.651215,-120.379573,false,NO-DATA
www.marriott.com,"KANANASKIS MOUNTAIN LODGE, AUTOGRAPH COLLECTION",1 Centennial Drive,Kananaskis Village,NO-DATA,T0L 2H0,CA,YYCKK,4035917711,Autograph Collection,NO-DATA,50.918153,-115.146242,false,NO-DATA
www.marriott.com,Four Points by Sheraton Kamloops,1175 Rogers Way,Kamloops,NO-DATA,V1S 1R5,CA,YKAFP,2503744144,Four Points by Sheraton,NO-DATA,50.6518,-120.3674,false,NO-DATA
www.marriott.com,Fairfield Inn & Suites Ottawa Kanata,578 Terry Fox Drive,Kanata,NO-DATA,K2L 4G8,CA,YOWFI,6135997767,Fairfield Inn & Suites,NO-DATA,45.301258,-75.908697,false,NO-DATA
www.marriott.com,Fairfield Inn & Suites Kelowna,1655 - Powick Rd.,Kelowna,NO-DATA,V1X-4L1,CA,YLWFI,2507632800,Fairfield Inn & Suites,NO-DATA,49.888914,-119.422565,false,NO-DATA
www.marriott.com,TownePlace Suites Ottawa Kanata,1251 Maritime Way,Kanata,NO-DATA,K2K 0J6,CA,YOWTS,6135997200,TownePlace Suites,NO-DATA,45.314346,-75.900794,false,NO-DATA
www.marriott.com,Delta Hotels by Marriott Grand Okanagan Resort,1310 Water Street,Kelowna,NO-DATA,V1Y 9P3,CA,YLWOK,2507634500,Delta Hotels and Resorts,NO-DATA,49.891541,-119.496875,false,NO-DATA
www.marriott.com,Four Points by Sheraton Kelowna Airport,5505 Airport Way,Kelowna,NO-DATA,V1V 3C3,CA,YLWFP,8559005505,NO-DATA,NO-DATA,49.951343,-119.388773,false,NO-DATA
www.marriott.com,COURTYARD KINGSTON HIGHWAY 401/DIVISION STREET,103 Dalton Avenue,Kingston,NO-DATA,K7K 0C4,CA,YGKCY,6135487000,Courtyard,NO-DATA,44.265773,-76.501691,false,NO-DATA
www.marriott.com,TownePlace Suites Kincardine,19 Millenium Way,Kincardine,NO-DATA,N2Z 0B5,CA,YKDTS,5193952665,TownePlace Suites,NO-DATA,44.173367,-81.613438,false,NO-DATA
www.marriott.com,Delta Hotels Kingston Waterfront,1 Johnson Street,Kingston,NO-DATA,K7L 5H7,CA,YGKDK,6135498100,Delta Hotels and Resorts,NO-DATA,44.228205,-76.481054,false,NO-DATA
www.marriott.com,RESIDENCE INN KINGSTON WATER'S EDGE,7 Earl Street,Kingston,NO-DATA,K7L 0A4,CA,YGKRI,6135444888,Residence Inn,NO-DATA,44.22632,-76.481532,false,NO-DATA
www.marriott.com,Sheraton Laval Hotel,2440 Autoroute des Laurentides,Laval,NO-DATA,H7T 1X5,CA,YULLS,4506872440,NO-DATA,NO-DATA,45.572212,-73.748736,false,NO-DATA
www.marriott.com,Four Points by Sheraton Kingston,285 King Street East,Kingston,NO-DATA,K7L 3B1,CA,YGKFP,6135444434,Four Points by Sheraton,NO-DATA,44.2291,-76.482,false,NO-DATA
www.marriott.com,Fairfield Inn & Suites Lethbridge,4081 2nd Avenue South,Lethbridge,NO-DATA,T1J 1Z2,CA,YQLFI,5874250388,Fairfield Inn & Suites,NO-DATA,49.696946,-112.781629,false,NO-DATA
www.marriott.com,COURTYARD LONDON,864 Exeter Road,London,NO-DATA,N6E 1L5,CA,YXUCY,5196800077,Courtyard,NO-DATA,42.9269,-81.21265,false,NO-DATA
www.marriott.com,Four Points by Sheraton Lévis Convention Centre,5800 Rue J. B. Michaud,Levis,NO-DATA,G6V 0B3,CA,YQBLF,4188380025,Four Points by Sheraton,NO-DATA,46.790775,-71.16349,false,NO-DATA
www.marriott.com,RESIDENCE INN LONDON DOWNTOWN,383 Colborne Street,London,NO-DATA,N6B 3P5,CA,YXURI,5194337222,Residence Inn,NO-DATA,42.985369,-81.239151,false,NO-DATA
www.marriott.com,Four Points by Sheraton London,1150 Wellington Road South,London,NO-DATA,N6E 1M3,CA,YXUFP,5196810600,Four Points by Sheraton,NO-DATA,42.930269,-81.219306,false,NO-DATA
www.marriott.com,Delta Hotels London Armouries,325 Dundas Street,London,NO-DATA,N6B 1T9,CA,YXUDL,5196796111,Delta Hotels and Resorts,NO-DATA,42.985304,-81.243596,false,NO-DATA
www.marriott.com,COURTYARD TORONTO NORTHEAST/MARKHAM,7095 Woodbine Avenue,Markham,NO-DATA,L3R 1A3,CA,YYZMT,9054740444,Courtyard,NO-DATA,43.81678,-79.348734,false,NO-DATA
www.marriott.com,COURTYARD TORONTO MARKHAM,65 Minthorn Boulevard,Markham,NO-DATA,L3T 7Y9,CA,YYZMK,9057076533,Courtyard,NO-DATA,43.841482,-79.380988,false,NO-DATA
www.marriott.com,TownePlace Suites London,800 Exeter Road,London,NO-DATA,N6E 1L5,CA,YXUTS,5196811200,TownePlace Suites,NO-DATA,42.926929,-81.21545,false,NO-DATA
www.marriott.com,Toronto Marriott Markham,170 Enterprise Boulevard,Markham,NO-DATA,L6G 0E6,CA,YYZMR,9054891400,Marriott Hotels & Resorts,NO-DATA,43.849542,-79.324664,false,NO-DATA
www.marriott.com,TownePlace Suites Toronto Northeast/Markham,7095 Woodbine Ave.,Markham,NO-DATA,L3R 1A3,CA,YYZXM,9057520446,TownePlace Suites,NO-DATA,43.816435,-79.348852,false,NO-DATA
www.marriott.com,COURTYARD TORONTO MISSISSAUGA/MEADOWVALE,7015 Century Avenue,Mississauga,NO-DATA,L5N 7K2,CA,YYZMS,9055675566,Courtyard,NO-DATA,43.601411,-79.751864,false,NO-DATA
www.marriott.com,RESIDENCE INN TORONTO MARKHAM,55 Minthorn Blvd,Markham,NO-DATA,L3T 7Y9,CA,YYZMH,9057077933,Residence Inn,NO-DATA,43.842615,-79.379475,false,NO-DATA
www.marriott.com,COURTYARD MISSISSAUGA-AIRPORT CORPORATE CENTRE WEST,5050 Creekbank Road,Mississauga,NO-DATA,L4W 5R2,CA,YYZMQ,9056253555,Courtyard,NO-DATA,43.641272,-79.614509,false,NO-DATA
www.marriott.com,COURTYARD TORONTO MISSISSAUGA/WEST,290 Derry Road West,Mississauga,NO-DATA,L5W 1N6,CA,YYZMD,9056701947,Courtyard,NO-DATA,43.639875,-79.712806,false,NO-DATA
www.marriott.com,Fairfield Inn & Suites Toronto Airport,3299 Caroga Drive,Mississauga,NO-DATA,L4V 1A3,CA,YYZFS,9056739800,Fairfield Inn & Suites,NO-DATA,43.689688,-79.606408,false,NO-DATA
www.marriott.com,Fairfield Inn & Suites Toronto Mississauga,35 Courtneypark Drive West,Mississauga,NO-DATA,L5W 0E3,CA,YYZTM,9055642030,Fairfield Inn & Suites,NO-DATA,43.636347,-79.695159,false,NO-DATA
www.marriott.com,Delta Hotels Toronto Mississauga,3670 Hurontario Street,Mississauga,NO-DATA,L5B 1P3,CA,YYZDE,9058961000,Delta Hotels and Resorts,NO-DATA,43.592197,-79.634978,false,NO-DATA
www.marriott.com,Four Points by Sheraton Mississauga Meadowvale,2501 Argentia Road,Mississauga,NO-DATA,L5N 4G8,CA,YYZVF,9058582424,Four Points by Sheraton,NO-DATA,43.601519,-79.75675,false,NO-DATA
www.marriott.com,RESIDENCE INN TORONTO MISSISSAUGA/MEADOWVALE,7005 Century Avenue,Mississauga,NO-DATA,L5N 7K2,CA,YYZMM,9055672577,Residence Inn,NO-DATA,43.601527,-79.751672,false,NO-DATA
www.marriott.com,RESIDENCE INN MISSISSAUGA-AIRPORT CORPORATE CENTRE WEST,5070 Creekbank Rd.,Mississauga,NO-DATA,L4W 5R2,CA,YYZMU,9056027777,Residence Inn,NO-DATA,43.641273,-79.61451,false,NO-DATA
www.marriott.com,RESIDENCE INN TORONTO MISSISSAUGA WEST,55 Courtneypark Drive West,Mississauga,NO-DATA,L5W 0E3,CA,YYZMX,9053624220,Residence Inn,NO-DATA,43.636456,-79.695733,false,NO-DATA
www.marriott.com,Four Points by Sheraton Toronto Airport,6257 Airport Road,Mississauga,NO-DATA,L4V 1E4,CA,YYZPA,9056781400,Four Points by Sheraton,NO-DATA,43.689309,-79.621199,false,NO-DATA
www.marriott.com,Delta Hotels Beausejour,750 Main Street,Moncton,NO-DATA,E1C 1E6,CA,YQMDR,5068544344,Delta Hotels and Resorts,NO-DATA,46.088515,-64.77647,false,NO-DATA
www.marriott.com,TownePlace Suites Mississauga-Airport Corporate Centre,5050 Orbitor Drive,Mississauga,NO-DATA,L4W 4X2,CA,YYZTS,9052389600,TownePlace Suites,NO-DATA,43.656445,-79.599883,false,NO-DATA
www.marriott.com,Fairfield Inn & Suites Moncton,26 Marriott Drive,Moncton,NO-DATA,E1A 7S4,CA,YQMFI,5068550033,Fairfield Inn & Suites,NO-DATA,46.1125,-64.714444,false,NO-DATA
www.marriott.com,Four Points by Sheraton Moncton,40 Lady Ada Boulevard,Moncton,NO-DATA,E1G 0E3,CA,YQMFP,5068529600,Four Points by Sheraton,NO-DATA,46.125011,-64.827766,false,NO-DATA
www.marriott.com,Four Points by Sheraton Toronto Mississauga,6090 Dixie Road,Mississauga,NO-DATA,L5T 1A6,CA,YYZFP,9056700050,Four Points by Sheraton,NO-DATA,43.6578,-79.6511,false,NO-DATA
www.marriott.com,RESIDENCE INN MONCTON,600 Main Street,Moncton,NO-DATA,E1C 0M6,CA,YQMRI,5068547100,Residence Inn,NO-DATA,46.089626,-64.773461,false,NO-DATA
www.marriott.com,RESIDENCE INN MONT TREMBLANT MANOIR LABELLE,170 Chemin Cure Deslauriers,Mont-Tremblant,NO-DATA,J8E 1C9,CA,YMYMT,8196814000,Residence Inn,NO-DATA,46.210675,-74.585334,false,NO-DATA
www.marriott.com,"Le Westin Resort & Spa, Tremblant, Quebec",100 Chemin Kandahar,Mont Tremblant,NO-DATA,J8E 1E2,CA,YMYWI,8196818000,Westin Hotels & Resorts,NO-DATA,46.211866,-74.586925,false,NO-DATA
www.marriott.com,COURTYARD MONTREAL AIRPORT,7000 Place Robert-Joncas,Montreal,NO-DATA,H4M 2Z5,CA,YULAP,5143395333,Courtyard,NO-DATA,45.493543,-73.700247,false,NO-DATA
www.marriott.com,AC Hotel Montreal Downtown,250 René-Lévesque Boulevard West,Montreal,NO-DATA,H2Z 1Z8,CA,YULAC,5148779999,AC Hotels,NO-DATA,45.50595,-73.563894,false,NO-DATA
www.marriott.com,COURTYARD MONTREAL DOWNTOWN,380 Rene-Levesque Boulevard West,Montreal,NO-DATA,H2Z 0A6,CA,YULDT,5143989999,Courtyard,NO-DATA,45.505249,-73.5643616,false,NO-DATA
www.marriott.com,Delta Hotels Montreal,475 President-Kennedy Avenue,Montreal,NO-DATA,H3A 1J7,CA,YULDB,5142861986,Delta Hotels and Resorts,NO-DATA,45.506579,-73.570859,false,NO-DATA
www.marriott.com,RESIDENCE INN MONTREAL WESTMOUNT,2170 Lincoln Avenue,Montreal,NO-DATA,H3H 2N5,CA,YULMR,5149359224,Residence Inn,NO-DATA,45.491662,-73.585542,false,NO-DATA
www.marriott.com,RESIDENCE INN MONTREAL AIRPORT,6500 Place Robert-Joncas,Montreal,NO-DATA,H4M2Z5,CA,YULRA,5143369333,Residence Inn,NO-DATA,45.49304,-73.700079,false,NO-DATA
www.marriott.com,RENAISSANCE MONTREAL DOWNTOWN HOTEL,1250 Boulevard Robert-Bourassa,Montreal,NO-DATA,H3B 3B8,CA,YULMD,5146575000,Renaissance Hotels,NO-DATA,45.502728,-73.569401,false,NO-DATA
www.marriott.com,RESIDENCE INN MONTREAL DOWNTOWN,2045 Rue Peel,Montreal,NO-DATA,H3A 1T6,CA,YULRI,5149826064,Residence Inn,NO-DATA,45.501306,-73.575535,false,NO-DATA
www.marriott.com,"The Ritz-Carlton, Montreal",1228 Sherbrooke St.West,Montreal,NO-DATA,H3G 1H6,CA,YULRM,5148424212,The Ritz-Carlton,NO-DATA,45.500377,-73.578022,false,NO-DATA
www.marriott.com,"Hotel St. Paul, Montreal, a Member of Design Hotels™","355, rue McGill",Montreal,NO-DATA,H2Y 2E8,CA,YULDS,5143802222,Design HotelsTM,NO-DATA,45.5002,-73.5568,false,NO-DATA
www.marriott.com,Aloft Montreal Airport,500 McMillan Ave.,Montreal,NO-DATA,H9P 0A2,CA,YULAL,5146330900,Aloft Hotels,NO-DATA,45.45398,-73.738901,false,NO-DATA
www.marriott.com,W MONTREAL,901 Square Victoria,Montreal,NO-DATA,H2Z 1R1,CA,YULWH,5143953100,W Hotels,NO-DATA,45.501935,-73.562013,false,NO-DATA
www.marriott.com,Le Centre Sheraton Montreal Hotel,1201 Boulevard Rene-Levesque West,Montreal,NO-DATA,H3B 2L7,CA,YULSI,5148782000,Sheraton,NO-DATA,45.4978,-73.5714,false,NO-DATA
www.marriott.com,Le Méridien Versailles,1808 rue Sherbrooke Ouest,Montreal,NO-DATA,H3H 1E5,CA,YULMV,5149338111,Le Méridien,NO-DATA,45.495468,-73.582514,false,NO-DATA
www.marriott.com,Le Westin Montreal,270 Saint-Antoine Ouest,Montreal,NO-DATA,H2Y 0A3,CA,YULLE,5143803333,Westin Hotels & Resorts,NO-DATA,45.503231,-73.560344,false,NO-DATA
www.marriott.com,Sheraton Montreal Airport Hotel,555 Boulevard McMillan,Montreal,NO-DATA,H9P 1B7,CA,YULSA,5146312411,Sheraton,NO-DATA,45.453267,-73.741382,false,NO-DATA
www.marriott.com,SPRINGHILL SUITES OLD MONTREAL,445 Rue Saint-Jean-Baptiste,Montreal (Vieux Montreal),NO-DATA,H2Y 2Z7,CA,YULSH,5148754333,SpringHill Suites,NO-DATA,45.506262,-73.55469,false,NO-DATA
