locator_domain,location_name,street_address,city,state,zip,country_code,store_number,phone,location_type,latitude,longitude,hours_of_operation
https://www.bandanasbbq.com/list-of-locations,Bandana's Bar-B-Q Sunset Hills,11750 Gravois Road,St. Louis,MO,63127,US,<MISSING>,3148491162,<MISSING>,38.5309,-90.38835358466042,Sunday to Thursday 11am to 9pm; Friday and Saturday 11am to 10pm
https://www.bandanasbbq.com/list-of-locations,Bandana's Bar-B-Q Wentzville,"1 Ruggeri Drive,",Wentzville,MO,63385,US,<MISSING>,6368874050,<MISSING>,38.8086,-90.87790028465228,Sunday to Thursday 11am to 9pm; Friday and Saturday 11am to 10pm
https://www.bandanasbbq.com/list-of-locations,Bandana's Bar-B-Q Bloomington,502 IAA Dr.,Bloomington,IL,61701,US,<MISSING>,3096627427,<MISSING>,40.4889,-88.95734018460188,Sunday to Thursday 11am to 9pm; Friday and Saturday 11am to 10pm
https://www.bandanasbbq.com/list-of-locations,Bandana's Bar-B-Q Carbondale,309 E. Main St,Carbondale,IL,62901,US,<MISSING>,6184901777,<MISSING>,37.7269,-89.21445168468375,Sunday to Thursday 11am to 9pm; Friday and Saturday 11am to 10pm
https://www.bandanasbbq.com/list-of-locations,Bandana's Bar-B-Q Collinsville,#4 Commerce Drive,Collinsville,IL,62234,US,<MISSING>,6183444476,<MISSING>,38.6843,-90.01491658465592,Sunday to Thursday 11am to 9pm; Friday and Saturday 11am to 10pm
https://www.bandanasbbq.com/list-of-locations,Bandana's Bar-B-Q Fairview Heights,"Winchester Plaza, 4608 North Illinois St.",Fairview Heights,IL,62208,US,<MISSING>,6182222060,<MISSING>,38.5712,-89.98561808465924,Sunday to Thursday 11am to 9pm; Friday and Saturday 11am to 10pm
https://www.bandanasbbq.com/list-of-locations,Bandana's Bar-B-Q Mt. Vernon,308 S. 44th St.,Mt. Vernon,IL,62864,US,<MISSING>,6183156550,<MISSING>,38.3113,-88.95036788466682,Sunday to Thursday 11am to 9pm; Friday and Saturday 11am to 10pm
https://www.bandanasbbq.com/list-of-locations,Bandana's Bar-B-Q Evansville,6636 Logan Drive,Evansville,IN,47715,US,<MISSING>,8124019922,<MISSING>,37.9949,-87.47300588467601,Sunday to Thursday 11am to 9pm; Friday and Saturday 11am to 10pm
https://www.bandanasbbq.com/list-of-locations,Bandana's Bar-B-Q Terre Haute,3060 S. U.S. Highway 41,Terre Haute,IN,47802,US,<MISSING>,8128144601,<MISSING>,39.4319,-87.41476718463379,Sunday to Thursday 11am to 9pm; Friday and Saturday 11am to 10pm
https://www.bandanasbbq.com/list-of-locations,Bandana's Bar-B-Q Cedar Rapids,3707 First Avenue SE,Cedar Rapids,IA,52402,US,<MISSING>,3194326473,<MISSING>,42.0162,-91.63648348455455,Sunday to Thursday 11am to 9pm; Friday and Saturday 11am to 10pm
